address,count
"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",6818
"11220 LONG BEACH BLVD., LYNWOOD",6815
"FRANCIS SCHOOL, 64 BOURNE AVE",6760
"HIGHWAY 77, GROSSE TETE",6750
CROTON ST & JEFFERSON ST.,6720
4103 BEACON HILL S,6716
"1865 D RUMRILL BLVD, San Pablo",6696
"GA. TECH., Ford ES&T Bldg, 311 Ferst St NW, Atlanta GA",6686
COPEWOOD E. DAVIS STS; TRAILER,6664
2300 N M. L. KING JR DR,6625
9610 SEVENTH STREET SW,6605
1301B EAST TONOPAH,6604
"150 SOUTH WINOOSKI AVENUE, Burlington, Vermont",6594
109B  Brazoria Hwy 332 West,6593
2725 Old Fort Worth Road,6590
"171 WEST 1370 NORTH, BOUNTIFUL, UTAH",6558
2ND AVE & 7TH ST,6545
"VDOT RESIDENCY SHOP, 3536 NORTH VALLEY PIKE, HARRISONBURG, VA",6534
906 S BROADWAY - SANTA MARIA,6533
"150 9TH ST., EL CENTRO",6499
Highway 964,6447
SUMMER ST,6446
1JAMES STREET,6437
STATE ARMORY - 1046 BELVOIR RD,6425
MLK BLVD AND JUSTISON ST.,6396
11153 Kling Road,6330
4364 Independence Parkway South,6284
26453 W. MC85,6279
2646 John Stine Road,6260
NARSTO SITE - ARENDTSVILLE,6249
3700 BELEVEDERE ROAD,6187
LEWINSVILLE 1437 BALLS HILL RD,6171
Weminuche Wilderness Area - Shamrock Station,6166
Hospital Road at Co. Health Dept.,6136
BADLANDS PO BOX 6 HEADQUARTERS,6135
"1600 N.13TH ST ARTESIA, N.M. 88210",6123
7201 W. WESTCHESTER PARKWAY,6109
"2320 N. JEFFERSON ST, HOBBS, NEW MEXICO",6090
"228 32ND STREET, OGDEN, UTAH",6081
"PS 59, 228 E. 57TH STREET, MANHATTAN",6059
LH POLK AND COLONIAL DRIVE,6049
1810 N 16TH STREET,6012
8311 PARKLANE ROAD [Parklane],6003
91 WAKEFIELD STREET/ 110 THRUSTON STREET [Greenville Health Department],5996
2857 N MILLER RD-S SCOTTSDALE STN,5992
UGI CO MONGANTOWN RD AND PROSPECT ST,5946
CUB RUN LEE RD CHANT.(CUBRUN TREAT PLANT,5905
"Athletic Fields, off of 2083 Lawrenceville Road",5899
DANIEL SOUTH ~ 4 MILES SO OF DANIEL WYO OFF OF HWY 189,5872
KO'OLINA GOLF COURSE,5870
7421 Park Place Blvd,5805
"423 HWAY 539, NAVAJO DAM, NM 87419",5772
Boulder APPROX 3 MILES WEST OF BOULDER,5762
305 WEIDMAN ROAD (QUEENY),5749
" 306 E. GOBBI STREET, UKIAH, CA",5722
"5749 S. TRACY BLVD., TRACY",5722
F Range (1000Yd marker off Wilderness Trail),5707
CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,5701
"3311 Manor St, Oildale CA 93308",5694
2451 MARQUETTE,5685
WAMSUTTER SOUTHEAST PORTION OF SWEETWATER COUNTY,5658
"814 14TH ST., MODESTO",5630
3001 HARRIS AVE.,5616
"1907 CARPENTER, DES MOINES IOWA",5610
Corner of Florida Ave & Orleans Ave,5606
"9 LE SAGE DR., GROVER CITY",5573
1122 CLARK,5571
200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,5564
"1160 MARSH ST., SAN LUIS OBISPO",5556
"330A 12TH AVE., SAN DIEGO, CA. 92112",5556
3400 PERSHALL ROAD,5550
"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",5532
5795 SEVEN PINES ROAD [Barnwell],5513
"3713 SAN GABRIEL RIVER PKWY, PICO RIVERA",5498
NORFOLK STATE UNIVERSITY,5474
2401 HARTMAN STREET  MATH & SCIENCE CTR,5465
"2820 M St., Bakersfield, CA 93301",5458
"1918 MELLWOOD AVENUE, WLKY-TV",5457
1516 17th Street,5441
2335 SHIELDS DR/ SOUTH BEND CAAP 2,5381
"BELLE AYR BA-4,5N,5S",5369
11500 N 71 HWY,5327
COUNTY RD 1103 .7 MI SOUTH OF K-52,5319
"158-W, SCIENCE MUSEUM OF VA, DMV & LEIGH STREETS",5317
5445 Point Clair Rd. Carville< LA 70721 (275 yard SW of the end of betty Martin Ext.),5315
"13891 CAJEME, LA MESA",5310
695 HILLSIDE ST Blue Hill Observatory,5284
20TH AND RACE STREETS,5276
9925 International Blvd,5253
9511 Avenue V 1/2,5251
717 SOUTH AVENUE,5243
"301 A STATE STREET, RENO, NV 89502",5238
"356 State Street, Portland,  Maine",5229
"MORRO BAY BLVD & KERN AVE, MORRO BAY",5225
SECOND & CARPENTER STREETS,5222
"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",5213
South Pass WyDot,5193
524A JOHN'S HILL ROAD,5190
12200 Lime Creek Rd,5158
416 ALABAMA AVENUE,5156
900 FM 667 Ellis County,5142
"5715 S. 1400 E., SALT LAKE CITY",5133
"181-A1, NOAA LOT, 2ND ST & WOODIS AVE.",5121
" 899 SO MAIN STREET, WILLITS, CA  95490",5118
3500 EAST,5116
"5234 W. 120TH ST., HAWTHORNE",5110
SOUTH CAMPBELL COUNTYAPPROX 15 MILES SSW OF GILLETTE WY  (SEE APPLE BUTTE QUAD MAP),5096
6651 W. AZURE AVE,5095
715 STATE STREET,5056
"EMMA WOOD STATE BEACH, VENTURA",5037
12600 WEST SAMPLE ROAD,5017
8217 ATOMIC ROAD (INDIAN DRIVE) [Jackson],5013
Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,4955
2401 19th Avenue Northwest,4950
2311 Texas Ave,4930
5130 POINSETTIA PLACE,4910
"CENTRAL STREET FIRE STATION, CENTRAL ST.",4820
615 EAST HOUSTON STREET,4802
1100 21st Street,4748
2001 E 8th St,4744
CALEXICO - EAST,4744
 S. E. 19TH STREET,4714
700 North Bullis Road,4701
502 EAST 144TH. PL.,4694
10TH ST. & VINE ST. DAVENPORT,4656
"INSTITUTO TECNOLOGICO, ITT TIJUANA",4638
"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",4607
NORTH GREEN STREET,4594
"340 BREMEN STREET, EAST BOSTON",4576
Pinedale Gaseous Monitor on west side of City Park and Pine Creek,4575
31986 475th Ave,4569
"125 W. CENTER STREET, LOGAN, UT",4556
700 E. CANON PERDIDO,4542
"CALIFORNIA & 11TH AVE, HARRISON",4532
2 Miles west of Redwash atop Deadman's Bench,4531
Spring Creek Encana,4526
CASINO DRIVE/NORTH END SITE,4507
2077 WEST LARPENTEUR AVENUE,4505
2 miles south of Ouray and south of the White and Green River confluence,4499
"UABC, CALZADA BENITO JUAREZ, MEXICALI",4497
"3500 PORT PLACE  MUSKOGEE, OK 74403",4478
425 WEST MILL ROAD/ FIRE STATION #17,4471
Corsicana Airport,4447
1769 S JEFFS RD (HOUGHTON LAKE),4442
"Adjacent to Building 1196, Wythe Landing Loop, NASA-Langley Research Center",4419
"AVENIDA PARQUE, TIJUANA - LAS PLAYAS",4403
"Sunset Hills: 4580 South Lindbergh & Gravios, Sunset Hills, MO 63126",4396
49TH & WINCHESTER,4394
"1401 DIXIE HWY, UNIVERSITY COLLEGE",4393
Evansville-Buena Vista-1110 W. Buena Vista Rd.,4374
"5500 CASITAS PASS RD, NEAR OAK VIEW",4353
Juel Spring - 20 miles NW of Farson on the west side of US Highway 191,4344
1703 STATE ST.,4332
2210-B Bellow Road,4332
"REMOUNT ROAD N. LITTLE ROCK, ARKANSAS",4308
"2323 Moorpark Road, Thousand Oaks, CA  91360",4286
"1701 MISSION AVE., OCEANSIDE",4262
"Rangely Colorado, Golf Course",4255
R.D. NIXON POWER PLANT_EXIT 125 OFF I-25,4253
Moxa,4224
6000 PULPIT ROCK DRIVE.,4222
"12705 Pechanga Rd., Temecula, CA 92592",4221
"FOREST PARK: McKinely Dr., St. Louis, MO 63110",4220
65W 300S BOUNTIFUL UTAH,4158
"COBACH, COLEGIO DE BACHILLERES, MEXICALI",4152
NE of West Park Entrance Gate,4148
130 WEST CACHE LA POUDRE,4142
"4330 MEADOWLARK LANE,RIO RANCHO, NM87124",4128
"UWM NORTH CAMPUS, 2114 E KENWOOD BLVD",4124
"315 W. PONDERA ST., LANCASTER, CA",4114
" 3337 Sandy Way, South Lake Tahoe, CA",4112
200TH STREET AND SOUTHERN BLVD Harding Lab,4108
"207 Cherokee Boulevard, Roland, OK  74954",4096
"BONNE TERRE: 15797 Highway D, Bonne Terre, MO 63628",4079
"1413 S. CINCINNATI, TULSA, OK 74119",4077
10267 ST CHARLES ROCK ROAD,4053
"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",4049
"ITM, INSTITUTO TECNOLOGICO DE MEXICALI",4032
DONOHOE ROAD - PENN DOT MAINT DIST BLDG,4023
" 923 POOLE STREET, MOJAVE, CA 93501",4002
360 Clinton Avenue,3983
"2614 OLD 1ST ST., LIVERMORE",3974
"SR 566, 3 Miles N of Birney",3959
          6100 ARLINGTON BLVD MONTG WARD,3952
105 Delaware Avenue (approximate),3952
"3 BLKS E BLVD BENITO JUAREZ, ROSARITO",3951
"1275 Bedford Ave, Pittsburgh, PA 15219 (Flag Plaza)",3947
ELLYSON INDUSTRIAL PARK-COPTER ROAD,3942
1010 S. Harbor Blvd.,3942
"MPC #1,HIWAY 39 INDUSTRIAL PARK,COLSTRIP",3940
133 Perry Avenue [Greenville ESC],3931
"2088 Idlewood Road, Tucker, Georgia 30084",3914
900 CLEMSON ROAD [Sandhill],3900
"3 W. CARRILLO ST., SANTA BARBARA, CA.",3879
NCore - North Cheyenne Soccer Complex,3877
Big Piney Site #3,3861
SUNSET BLVD,3850
1307 1/2 CRAWFORD ST.,3839
57 DIVISION STREET,3823
24430 LACEY TRAIL,3800
3801 SPRING FOREST RD.,3735
PLAZA ROAD AND LAKEDELL,3727
"MPC #2, 5&6 POND WEST, COLSTRIP",3699
"CREDIT UNION SITE, 106 KINNEY AVE.",3689
ADJ. TO 82 S. WINOOSKI AVENUE,3685
8715 CESSNA STREET,3679
4472 Mazanec Rd,3652
23751 FENKELL ST (ELIZA HOWELL-NR),3641
VAUGHAN STREET,3639
GREAT SMOKY MOUNTAINS NP LOOK ROCK,3636
NEWSTEAD & COTEBRILLIANT,3635
HILLMAN STATE PARK - KINGS CREEK ROAD,3612
"4570 17th Street, Sarasota, FL 34232",3610
ST. CHARLES BETWEEN KOSSUTH & KAMERON ST,3580
"9TH & MAPLE, DAYTON, KY",3576
"Sinclair, Casper",3574
POWDER HORN HILL,3571
"3727 N FIRST ST, FRESNO",3559
"6125A KEARNY VILLA RD., SAN DIEGO",3557
"984 East Avenue, Chico",3534
266-298 Spruce Street,3525
Big Powder River Road East,3510
"2342 HULEMALU ROAD, KAUAI",3509
"II-1270 NATIVIDAD RD, SALINAS",3499
"3801 AIRPORT ROAD, SACRAMENTO",3480
