cbsa_name,count
"Columbus, IN",353
"Hailey, ID",349
"Corning, NY",334
"Naples-Immokalee-Marco Island, FL",328
"Bluefield, WV-VA",325
"Elmira, NY",325
"Key West, FL",323
"Richmond, IN",320
"Wausau, WI",317
"Kalamazoo-Portage, MI",311
"Wilson, NC",299
"Rexburg, ID",298
"Johnson City, TN",284
"Roanoke Rapids, NC",277
"Blackfoot, ID",270
"Ketchikan, AK",264
"Fallon, NV",259
"Burlington, NC",245
"Tullahoma-Manchester, TN",243
"Crawfordsville, IN",238
"Los Alamos, NM",235
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",232
"Washington, IN",229
"Washington, NC",228
"Hudson, NY",226
"Oxford, NC",218
"Ludington, MI",216
"Susanville, CA",188
"Boone, NC",184
"Jackson, OH",176
"Lumberton, NC",173
"Odessa, TX",161
"Lafayette-West Lafayette, IN",143
"Othello, WA",137
"Garden City, KS",127
"Bedford, IN",123
"Sheboygan, WI",123
"Greeneville, TN",122
"Albany, OR",121
"Holland, MI",119
"Morristown, TN",119
"St. Cloud, MN",119
"Grants, NM",119
"Clarksburg, WV",117
"Ruston, LA",114
"Fergus Falls, MN",112
"Michigan City-La Porte, IN",108
"Lawrenceburg, TN",105
"Sterling, CO",102
"Ann Arbor, MI",100
"Alexandria, MN",91
"Wabash, IN",86
"Vincennes, IN",61
"Jefferson City, MO",60
"Sandusky, OH",60
"The Dalles, OR",59
"Albert Lea, MN",58
"Fairmont, WV",58
"Cookeville, TN",58
"Mankato-North Mankato, MN",57
"Bemidji, MN",57
"Brownsville, TN",56
"Grand Island, NE",54
"Brainerd, MN",54
"Dover, DE",53
"Ada, OK",50
"Hutchinson, MN",49
"Winona, MN",47
"Blytheville, AR",47
"Columbia, MO",44
"Red Wing, MN",40
"Beatrice, NE",40
"Shelton, WA",34
"Muncie, IN",27
