city_name,count
Uxbridge,4849
Chicago,4834
Glenpool,4771
Steamboat Springs,4766
Fontana,4766
Underhill (Town of),4755
Lewiston,4751
Evans,4741
Perris,4726
Newbury,4716
Bennington,4706
Palm Springs,4695
Camden,4660
Killeen,4647
Millbrook,4644
Westmorland,4629
Watsonville,4625
Corsicana,4607
Winston-Salem,4591
Covington,4585
Toppenish,4575
Peterborough (Peterboro),4565
Madison (census name for Madison Center),4522
Compton,4519
Sunset Hills,4503
Gillette,4486
Rosarito,4464
Bend,4415
San Jose,4408
Cleveland,4404
Kekoskee,4395
Glendora,4369
Tell City,4364
Pocatello,4340
Pasadena,4324
Rangely,4314
Roland,4270
Willows,4266
Laplace (La Place),4232
Sparks,4225
Belding,4225
Sioux Falls,4223
Scotts Valley,4193
Porterville,4167
Charlestown,4161
White Swan,4152
Ontario,4149
Henderson,4142
Sunrise Manor,4137
Dentsville (Dents),4132
Alvarado,4108
West Jordan,4097
Iowa City,4096
Muscatine,4092
Cincinnati,4086
Omaha,4074
Moscow,4056
Jean,4027
Waterloo,4023
New Paris,4021
Yukon,4019
Pittsburgh,4013
Londonderry,4011
Manteca,4005
Kenosha,3994
Choctaw,3975
Hanford,3973
Holtsville,3967
Laconia,3954
Spring Valley,3947
Burns,3947
Mannford,3946
Yosemite Valley,3926
Stow,3921
Golden,3917
Prineville,3889
Montgomery,3880
Spanish Fork,3857
Salmon,3842
Price,3837
Slinger,3777
Vernal,3774
Greeley,3766
St. Ann,3739
Roosevelt,3728
Bondville,3723
Berlin,3658
Lebanon,3653
Colville,3652
Suncook,3652
Beech Bottom,3648
Keene,3648
Portsmouth,3645
Aspen Park,3626
Concepcion,3605
Hawthorne,3600
East Highland Park,3583
Hurricane,3579
Brookhurst,3546
Wilmington,3530
Kennewick,3480
Memphis,3471
Lindon,3466
Harlingen,3455
Turlock,3425
Telluride,3379
Calvert City (RR name Calvert),3374
Valrico,3343
Fort Meade (U.S. Army),3283
Oceanside,3264
Concord,3256
Wichita Falls,3208
Nashua,3193
Englewood,3190
Jamestown,3163
West Wenatchee,3144
Madawaska (census name for Madawaska Center),3103
Pagosa Springs,3095
Sedro Woolley (corporate name Sedro-Woolley),3087
Cripple Creek,3077
Temple,3073
Isla Vista,3066
Anadarko,3054
Knowlton (Township of),3045
Twentynine Palms,3016
Liberty,3012
McDonald,3012
North Braddock,3012
Avalon,3010
Candor,3005
Green Park,2965
Battlement Mesa,2961
Rhinelander,2957
Newark,2950
Muskogee,2938
North Laurel,2915
Torres-Martinez I.R.,2893
Blythe,2876
Greenfield,2864
Yosemite National Park,2838
Pleasant Grove,2829
Kaycee,2826
Steubenville,2824
Manitowoc,2816
Moss Landing,2813
Arbuckle,2790
Lackawanna,2770
Wilkinsburg,2769
Goldsby,2769
Oak View,2760
Kelso,2755
Wadsworth,2747
Swansea (Swansea Village),2735
Maryland Heights,2734
Newburyport,2734
Herriman,2708
Mandan,2698
Otay Mesa,2673
Brigham City,2624
Yakima,2586
Braidwood,2566
Salem,2557
Enfield (Thompsonville),2552
Williston,2527
Bayside,2526
Hermiston,2516
Bayport,2513
Mineral King,2513
Ridgecrest,2475
Sault Ste. Marie,2462
North Las Vegas,2428
Lacey,2416
Klamath,2411
Smithfield,2401
Port Angeles,2365
Mesquite,2365
Lochearn,2352
Bonners Ferry,2351
Baileyville (Town of),2323
Butte-Silver Bow (corp name for Butte),2323
Bar Harbor (census name for Bar Harbor Center),2317
Erda,2306
Hayden,2298
Saint Marks,2276
Dripping Springs,2266
Lizton,2252
Ogden,2221
Yellowstone National Park (Also ID + MT),2207
Sheboygan,2205
Glen Burnie,2202
Buckner,2192
Skowhegan (census name for Skowhegan Center),2180
Texarkana,2172
South Milwaukee,2161
Chico,2157
Rocklin,2151
Magna,2135
Agawam,2128
Tualatin,2115
Lincoln (census name for Lincoln Compact),2106
Princeton,2102
Arroyo Grande,2102
Charleston,2096
Saginaw,2087
Torrington,2075
Jalama,2058
Kittery (census name for Kittery Center),2048
Brawley,2032
Wichita,2003
Millinocket (Town of),2000
Potosi,1998
Benzonia,1981
Cheshire,1974
Mobile,1966
Easton (Easton Center),1956
Suitland-Silver Hill,1949
Borger,1948
Orange,1939
Redwood National Park,1937
Richland,1934
Big Spring,1917
Hallsville,1911
Enid,1904
Old Town,1881
Skiatook,1872
West Los Angeles,1867
Belleville,1848
Ferndale,1848
Athens,1826
Livermore Falls,1824
Queen Valley,1814
Grand Canyon,1807
Fort Lee,1801
La Habra,1796
Schurz,1773
Ponca City,1736
Mecca,1733
East Saint Louis,1697
Sanford,1657
Alpena,1644
Glens Falls,1634
Rye,1619
Hamden (Town of),1617
Waltham,1612
Redlands,1611
Westbrook,1609
La Crosse,1606
Harrisville,1603
Fairfield,1586
Tatum,1583
Midvale,1568
Tooele,1540
Big Pine,1524
Aspen,1521
Enoch,1520
Canon City,1519
Fort Gibson,1515
International Falls,1508
Garland,1507
Marble City Community,1507
Quincy,1504
Mason City,1490
Paradise,1471
Logan,1461
San Marcos,1459
Riviera Beach,1449
Makawao,1448
Mercedes,1441
Shaver Lake,1436
Escalante,1429
Dunn Center,1427
Glenrock,1417
Richmond,1405
Coos Bay,1394
Thomaston,1392
Marquette,1385
Kountze,1379
Bayonne,1366
Flemington,1354
Pittsfield,1345
Quinnesec,1332
Breckenridge Hills,1326
Waverly,1310
Riverton,1306
Pryor (corporate name Pryor Creek),1301
Rockdale,1278
Leavenworth,1266
South Valley,1250
Sutter,1225
Cave Rock,1190
Savannah,1185
Elizabeth,1182
Stroud,1173
Reseda,1157
Grover Beach,1153
Whiting,1095
Bucksport (census name for Bucksport Compact),1095
Wisconsin Rapids,1088
Jefferson,1060
Harriman,1045
Point Reyes National Seashore,1043
Terrell,1029
Sudbury (RR name South Sudbury),984
Algonac,973
Mount Vernon,966
Sharon,961
Fall River,942
Warrensville Heights,920
Decatur,908
Baltimore,889
Anaconda-Deer Lodge County,887
Flower Mound,887
Blaine,883
Bayamon,843
Coeur d'Alene,821
South Coffeyville,813
East Chicago,806
Browning,806
Sinclair,799
Silverton,796
Floresville,793
Karnes City,793
Paducah,784
Rock Springs,744
Petrified Forest National Park,739
Presque Isle,731
Mountain Home,730
Lafayette,728
North Valley,728
Sheboygan Falls,726
College Station,714
Davie,703
McMinnville,699
West Valley City,694
Riverside,689
Evergreen,661
Sheldon,653
Hudson,644
Silver Bay,642
Everman,640
Wyandotte,634
Monterey,612
Scranton,607
Laramie,584
Enterprise,578
West Allis,572
Green Bay,565
Harrah,554
James Town,553
Crockett,550
Boise City (corporate name for Boise),548
Oconomowoc,518
Incline Village-Crystal Bay,511
Tahoe City,511
Fort Totten,493
Southfield,488
Orem,485
Oakland,480
Platteville,450
Ambler,436
Hugo,432
Cody,417
Lovell,412
Kaukauna,394
Signal Hill,393
Glenwood Springs,393
Sheridan,384
Cheyenne,372
Salton Sea Beach,370
Scottsdale,368
Boulder City,366
East Brunswick (Township of),364
Lucerne Valley,364
Felton,360
Santa Ana Pueblo,351
Pawtucket,343
Rosenberg,339
Del Rio,334
Brokaw,304
Beulah,278
Hempstead,266
Bradley,254
Taos Pueblo,249
San Juan Bautista,244
Gasquet,243
Ennis,242
Hyrum,241
Mescalero,223
Sequoia National Park,221
Bellevue,214
Mesa,184
Traverse City,183
Herculaneum,183
East Orange,181
Chippewa Falls,179
Diamondville,171
Roseburg,162
Ludlow,153
Hinkley,153
Cajon,151
Plymouth (census name for Plymouth Compact),151
South Haven,128
Boron,123
Jonesport (Town of),120
El Monte,110
Bath,92
Mount Baldy (Mt. Baldy),92
Tehachapi,92
Rockwell,92
Ada,90
Apple Valley,86
Daggett,86
Trona,84
Fargo,55
Murray,53
Freeport,31
Lytle,31
Pueblo West,30
Peach Springs,7
Flagstaff,1
