local_site_name,count
GRAVES ES,1219
Trenton,1215
CITY OFFICE BUILDING,1212
"Farmington Elementary School, Culpeper",1212
Walker River Paiute Tribe Air Quality Site,1209
Jonah,1206
MILWAUKEE - COLLEGE AVE. NR,1205
MARBLE CITY SHELTER,1199
Port Allen,1195
Chester-222 First Ave,1192
River Rouge,1188
LOCATED APPROXIMATELY 1 MILE NORTH OF I-5 AND I-80 FREEWAYS,1188
"OCI, LTD SITE #4",1186
Columbia Falls Ball Park,1183
Humboldt Avenue,1179
Foothills,1177
Santa Clarita,1176
LINCOLN POST OFFICE,1174
NE OF LAWTON & W. MISSOURI INTERSECTION,1173
Fort Griswold Park,1169
ON ROOF OF WNMU ADULT BASIC EDUCATION BLDG,1166
Tucker Elementary School,1165
Otay Mesa,1160
SITE AT INTERSECTION OF MULDOON AND DEBARR ROADS - NE ANCHORAGE,1151
Morro Bay,1151
Kearny Mesa,1147
SCHOOL (EASTSIDE),1143
Old South Phoenix Site,1140
Summerville,1140
 DUNBAR,1139
"IOWA CITY, HOOVER SCH.",1138
RIVER TERRACE,1137
Modesto-Courthouse,1135
Redwood City,1133
29 Palms,1133
WASTE WATER STATION,1132
Fremont - Chapel Way,1130
Ukiah-Library,1127
Utah Technical Center,1126
Wright,1123
"SITE LOCATED AT NORTHERN KY WATER SERVICE PLANT, 700 ALEXANDRIA PIKE",1120
SITE CLOSE TO RR TRACK AT INTERSECTON OF HWY 78 AN,1118
Green Elementary School,1116
CROSS STREETS CAL DEL TECNOLOGICO & CHAPULTEPEC,1113
Ross Avenue,1105
ARMY RESERVE CENTER ROOF- CORE MONITORING SITE,1104
SEATTLE - BEACON HILL,1104
Peach Springs,1100
Santa Maria-500 S. Broadway,1099
CINCINNATI,1097
Arrowood,1097
Harrisville,1095
San Jose,1094
Evansville Civic Center,1090
Spiritwood Energy Station,1085
Carter G. Woodson Middle School,1085
E. Rivers School,1082
Tuba City,1075
City of Lakes Building,1073
SITE IV IS LOCATED APPROX 2 2/3 MILES SOUTH OF NAUGHTON POWER PLANT,1066
 STOCKTON-WAGNER/HOLT,1063
ROCKY FLATS -NE (X-2),1062
Bee Ridge Park,1062
Weaverville-Courthouse,1059
Ridgecrest-California Ave,1059
DRAPER,1058
"COBACH, CALLE GUADALAJARA JUST SOUTH OF AVENIDA REVOLUCION, MEXICALI",1057
"Vernon St, Pawtucket",1053
CANNONS LANE,1049
CAMDEN LAB,1048
Lantana Preserve,1048
Eugene - AMAZON PARK (EAP),1047
ACROSS MONONGAHELA RIVER (EAST) OF USS CLAIRTON COKE WORKS,1046
Salinas 3,1043
PEARL ST MUNICIPAL PARKING LOT,1042
Bountiful Viewmont,1034
Highland Park SLAMS,1034
San Benito,1033
NEAR ILLINIOS CENTRAL RAIL AND MEMPHIS LIGHT AND GAS SUBSTATION,1032
UCSB West Campus,1030
Yankee,1029
SITE MOVED FROM EAST CHICAGO FIELD SCHOOL,1029
SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION,1028
Camden RRF,1028
FORT LEE,1028
WORCESTER SUMMER STREET,1024
MILWAUKEE - COLLEGE AVE. PARK & RIDE,1024
Placerville-Gold Nugget Way,1015
"UNIVERSITY OF GA, EXPERIMENT STATION TISSUE LAB, GRIFFIN GA",1014
"OPEN LOT CORNER OF FIREHOLE & DUNRAVEN, W YLLSTN",1014
Carmel Valley,1013
Long Beach (South),1013
Bryant Elementary,1013
ALPINE BANK,1012
BARNWELL CMS,1011
Wyoming Range,1011
Shasta Lake-La Mesa,1005
BLOODWORTH,1005
"Fairplay, Colorado",1003
NASA Langley Research Center,1001
CITY OF VENICE REVERSE OSMOSIS WATER TREATMENT PLANT,995
EAU CLAIRE - DOT SIGN SHOP,992
Columbus-Cusseta,988
St. Louis Park City Hall,987
BOY'S  CLUB,986
WOOD PLATFORM,979
STEVENSVILLE RANGER STATION - EDGE OF PASTURE,978
Calexico-Grant Street,978
JACKSON MIDDLE SCHOOL,977
KING CITY AMS,972
"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",969
SHO-BAN PARTICULATE MONITORING SITE,964
Fairfield,960
ROCK HILL Water Treatment PLANT,959
Beck Administration Center,957
East Boulder Mine Site # 2 (Downwind),957
LAX Hastings,956
Watsonville Airport,954
Davenport,953
TELL CITY WAUPACA FOUNDRY DOWNWIND SITE,953
Ft. Wayne- Beacon St.,948
"PROGRESSO, 1 BLOCK NORTH OF HGWY 2 IN COLONIAL PROGRESSO, MEXICALI",948
SITE IS LOCATED AT PARK ELEMENTARY SCHOOL ON ROOFTOP,942
SE OF TOMAS FERNANDEZ & AVENIDA DE LA INDUSTRIA INTERSECTION,937
Ojai - East Ojai Ave,937
BREWTON (CLOSED 12/30/07),935
Sacramento-Branch Center #2,933
Lakeport-Lakeport Blvd.,932
Blgs Lockwood Park,931
TROY LEAD,930
MAINTENANCE BLDG,927
Converse County - Mobile #2,927
11IN COUNTY MAINTENANCE SHOP ON CRTHSE E PROP 40 M E PREV NEPH SITE,926
Saint Paul Park Refinery 435,925
Mandarin,924
Big Piney Site #3,923
SONORA NOGALES FIRE STATION,921
CANON CITY - CITY HALL,919
San Luis Obispo-Marsh St.,918
VANCOUVER - 4TH PL BLVD E,917
Jefferson- Walnut St/ Jefferson PFAU,914
HENDERSONVILLE,912
SITE 20/30 CLUB SPECIAL PURPOSE MONITORING NETWORK,911
MONAGHAN MILL,909
UTE 3,908
Olancha-Well 404,906
Pasadena HL&P,905
A420950017LAT/LONG POINT IS OF SAMPLING INLET,903
GREAT LAKES WATER INSTITUTE,902
TALLADEGA,900
NAVAL BASE # 2,896
Albany,896
SAFFORD,896
Morrell,896
CHILDERSBURG,894
VILLAGE GARAGE,892
JRM-5 SITE,888
CAPE ROMAIN,887
Mt. Shasta Hatchery,886
"BUILDING S OF GYM, 11 FT FROM E EDGE AND 26 FT FROM S EDGE",885
CLIFTON - SANITATION,882
"TMTP TRAILER PARK,  OFF OF ROUTE 2 IN LINCOLN",882
DEMOPOLIS,882
North Shore Mining Industrial Site NM7,877
SALT RIVER SERVICE CENTER-CITY EQUIPMENT SERVICE YARD,877
Newark Firehouse,874
Lee District Park,871
SHORT CREEK,868
NE OF AVE. ROBERTO FIERRO & CARRETERA CASAS GRANDES INTERSECTION,866
W OF DE LA OG & EUFEMIO ZAPATA INTERSECTION,864
Colusa Fairgrounds,862
Solvay PM10-DOWNWIND (East of Facility),858
RODEFELD LANDFILL,856
Santa Cruz,854
Sheriff's Office,854
Waimanalo,853
Santa Rosa - 5th St,852
Vandalia Street,851
Karnack,851
6ZN Santa Teresa,850
MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,844
SITE LOCATED IN SE CORNER OF UNDEVELOPED LOT APPROX 75 FT W OF STOLZ,844
ODOT Ironton,843
SAMPLING FREQUENCY CHANGED 2/94. SITE LOCATED NEXT TO PENOBSCOT RIV.,842
CRESCENT CITY-NORTHCREST,840
MOOSEHILL SCHOOL,839
Reno4,838
FLAGSTAFF MIDDLE SCHOOL,838
DODGE CITY,837
NIAGARA FALLS,834
Springfield - City Hall,833
EISENHOWER PARK,832
SOUTH OF NEFF & NAVIGATION INTERSECTION,827
COLORADO SPRINGS - COLLEGE COLLEGE,825
Vallejo,825
Lava Beds National Monument,823
SPARTANBURG CITY HALL,823
PHENIX CITY,822
UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF BUILDING,820
Brawley-401 Main St.,819
BELLEAYRE MOUNTAIN,819
CLARKSTON - 13TH ST,819
Oceanside-Mission Ave,818
Coal Creek Site 7,816
WESTFIELD,813
SHOW LOW,812
SOMERSET,812
WHALEY PK 3610 IOWA (FLINT),810
Bakersfield-Chester Ave.,808
East Health,806
Turner Park,806
Austin Audubon Society,805
Dry Fork Site DF-2,804
Canton Fire St8,804
SUSAN WAGNER HS,802
WHITEFACE BASE,801
NICKS LAKE,799
EAST OF STOTTS &_DEL VALLE INTERSECTION,792
MT Tunnels - Ranch # 1A,789
UTM COORDINATES AT PROBE LOCATION,787
Aspen Yellow Brick Building,784
TRAILER ON CAMPUS OF INDUSTRIAL TECH HIGH SCHOOL,784
TROUT LAKE,782
Nedrow Farms / Wallula Junction,782
Cherry Grove,782
Pascagoula,780
Spring Creek # 1 - North of Office,780
ST. BERNARD,776
Belle Glade,771
Spring Creek # 2 - SW of Office,771
Madera-Library,769
DOTHAN,769
Sinclair-Mobile #2,759
JW LIBRARY,759
MIAMI RIDGELINE,756
A150090004UTM COOR=CENTER OF SITE,753
EAST OF ATLAS & DENLEY STREETS INTERSECTION,751
Sherwood Island Connector,749
CAPITOL COMMUNITY TECHNICAL COLLEGE,746
San Diego-12th Ave,745
"CONALEP, EJIDO PUEBLA S/N, MEXICALI, BCN",744
NW CENTRAL LOCATION OF BIG VACANT LOT,743
WATER STREET,741
EAST SIDE OF TOWN OF BROWNING NEAR HIGHWAY #2,739
Court House-Norwich,738
LOCATED ON ROOFTOP OF CDPHE LABORATORY BUILDING,738
Bryson City,734
MONTGOMERY RCC CLOSED AND RELOCATED TO MOMS ON 01/15/2009,729
Memphis NCORE site,729
GADDIS WATER TREATMENT PLANT,728
Oldtown,728
Eastside Elem,727
Elizabeth Lab,726
Ramblewood Park,724
SEMINOE II MINE 826 SITE,721
10TH AND MONROE,719
LOCATE AT THE TOP OF THE SCHOOL.,716
N OF ALCAN & WOODROW BEAN TRANS MOUNTAIN INTERSECTION,716
Aberdeen Bus Stop,714
Union News/Republican Springfield,714
Gifford,712
Lenoir Co. Comm. Coll.,707
Thousand Oaks,706
Neale Elementary School,705
Taylorsville Liledoun,704
Pennsauken,704
GPS COORDINATES = PROBE LOCATION ON ROOF OF TRAILER,703
Black Thunder Site 6,702
NIPSCO Wheatfield,699
5ZG ON ROOF OF ROSWELL CITY OFFICES. MOVED FROM COUNTY COURT HOUSE.,698
Ben Franklin School,695
Leucite Hills,695
Spruce Pine Town Hall,693
COYOTE LAKES,692
WAUPACA FOUNDRY UPWIND SITE,691
CLAIBORNE SITE,690
HOWARD Adult Center,690
Victorville-Amargosa Road,689
LA GRANDE ASH STREET,689
Picayune Rancheria,688
WOODLAND HIGH SCHOOL,687
Amanda Elem,687
NE OF DIAZ AVE & GUILFORD RD. INTERSECTION,684
"COMPANY NAME OCI, LTD SITE 1A",684
CALERA (CLOSED),682
San Diego - Beardsley Street,682
AGUA PRIETA FIRE STATION,681
"BLOCK S PASEO DEL LOS HEROES & GRAF AL RODRIGUEZ, TIJUANA, BCN",680
Shadyside,676
LOCATED ON ROOFTOP OF BLACKSTOCK BUILDING,675
RAVALLI COUNTY COURTHOUSE,670
Evansville CAAP,669
Livermore,669
Bethel,668
Water Tower,666
China Lake,664
"AT THE INSTITUTO TECNOLOGICO DE MEXICALI, MEXICALI, BCN",663
USPO (CLOSED),663
DAYTON RESERVOIR SITE,662
SAMPLER ON PLATFOR 55 M NORTH OF FOOTHILLS RD IN WILDLIFE RFG,658
ORGAN PIPE NM,657
LULLING,656
LOCATED AT LORING AFB AT BUILDING 5100,655
DRAGSWOLF,655
ST. THOMAS,652
WINYAH,650
SOUTH OF CRAWFORD & POLK INTERSECTION,648
El Cajon - Lexington Elementary School,647
PONCA CITY SENIOR CENTER,645
SOUTH EAST HEIGHTS,645
Twenty Nine Palms-Adobe,643
FT.PAYNE (CLOSED),643
Stone Container - Moccasin Lane # 1A,642
PM10 MONITOR LOCATED ON ROOF OF JAS MURRAY STATE OFFICE BUILDING,641
Worcester ywca,641
NE OF 17TH STREET N & 5TH AVE N INTERSECTION,641
HOMESTEAD FIRE STATION,638
4TH DISTRICT COURT,637
Hungry Valley Air Quality Monitoring Station,635
 WENATCHEE - ALASKA WAY,631
El Paso Sun Metro,630
TUSC. (CLOSED),628
Santa Barbara-W. Carrillo St.,627
"1277 PUTNEY ROAD, RTE 5 IN AGWAY  PARKING LOT",626
El Toro,619
SLCI PM25 SITE LOCATED AT 2ND & MOUND STREET.,618
A.M.A. TERMINAL_BUS ; COMMERCIAL ZONE,618
ELLENSBURG - RUBY ST,617
Grand Canyon West,614
Jamesville School,613
Roosevelt,611
"CR KENDALL-BSA SITE #4, HILGER",606
Ontario-Airport,602
Dry Fork Site DF-3,600
BACKGROUND PARTICULATE MONITORING SITE,598
COMMERCIAL AND TOURISTIC ZONE,595
NAZARENE CHURCH,593
MT BELL BLDG,593
UTM COORDINATES = PROBE LOCATION,593
"CR KENDALL-N TOWNSITE #3, HILGER",592
APPX 12 MILES SSW OF CAMERON;4 MILES W OF US HWY 287;LUZNC UPWIND S,592
A420110015LAT/LON POINT IS OF SAMPLING INLET,590
"EAST SIDE OF SR 83, 0.75 MILES SOUTH OF SR 82, EATON TWP.",589
"KEOKUK, FIRE STATION",588
PUYALLUP - 128TH ST,587
"Kenai Peninsula Borough Building site, Soldotna",586
BELLINGHAM - YEW STREET,585
POINT=CENTER OF MASS OF MANMADE MATERIALS AT SITE,584
PRESCOTT VALLEY,584
APPX 12 MILES SSW OF CAMERON;4 MILES WEST OF US HWY 287,583
Laramie County Mobile,582
JASPER,582
STATE OFFICE BUILDING,581
PLAYGROUND BEHIND CROISSANT PARK ELEMENTAEY SCHOOL,580
SANTA ANA PM10,576
MT Tunnels - Clancy Ck # 4,576
UTE 1,575
CLARKDALE ADEQ,575
BULLHEAD CITY - SCE,575
CLARA BARTON SCHOOL,574
LAT/LONG POINT IS OF SAMPLING INLET.................................,573
NW OF BOWIE & DURANGO STREETS INTERSECTION,572
Campo Indian Reservation,571
NORTH OF TOWER RD. & WATERWORKS RD. INTERSECTION,569
South Broadway,568
HILLS,567
Midlothian OFW,566
ST BONIFACE SCHOOL,564
Laws-Joe Smith Road,560
EAST OF FAA & AMERICAN INTERSECTION,559
A421290007LAT/LON POINT SAMPLER,559
ENRIGHT (REX) ATHLETIC CENTER (USC),557
High Street,557
SPOKANE - MONROE ST,556
Onestop Fuel,555
Northeast Police,554
FIRE STATION,552
UTM COORDINATES = PROBE LOCATION ON ROOF OF TRAILER,552
HAZARD,552
Earhart,552
Salinas-Natividad Rd.,552
CARUS TRAILER/SPANGLER RD,551
LOCATED ON TOP OF KINGSPORT CITY HALL(SURROUNDED BY COMMERCIAL),550
Decker # 7 - Holms Ranch,547
Preble NCore,545
Mountains Edge Park,544
NEW SITE TO REPLACE M5 SITE,544
Pittsburg - W 10th St.,544
Carbondale Rocky Mountain School (Boathouse),543
ON HILL NEAR PARK OFFICE AND MAINTENANCE SHOP,543
East Chicago-Marina,542
Indpls- E. Michigan St./ Thomas Gregg Sch. 15,542
RIDGEWAY #2,539
GLENBROOK,538
Willows-N. Villa Ave,538
MAMMOTH,537
Northwoods Elementary Sch,537
North Shore Mining Industrial Site NM18,536
Jenison,536
BETHUNE ELEMENTARY SCHOOL,535
SERVICE CENTER,534
HERITAGE PARK,533
ALBANY COUNTY HEALTH DEPT,531
"CC WILLIAMS, MOBILE",530
MAYFAIR PUMP STATION,528
GREENPOINT,527
FARR HALL,525
MONITORS ON GROUND IN FENCED COMPOUND AT O.F. SMITH STADIUM,525
WEST OF ELM ST. & HARRISON AVE. INTERSECTION,523
ROCKY FLATS - SE,522
Decker # 4 - E Decker Office,521
"CORNER OF PASEO MORELOS S/N & CALLE RIO LERMA, TECATE, BC, MEXICO",521
RIDGEWAY #1,520
Decker # 1 - W Decker Loop,519
Dillard School,517
COLLOCATED TSP SITE MINE # 1,516
COMMUNITY HEALTH SERVICES (CHS),514
ON EDGE OF PARK BESIDE TENNIS COURTS IN RESIDENTIAL AREA,513
James Town Mobile,511
PLANT SITE --- QUALITECH,511
MOSS LANDING HARBOR AREA,510
ANADARKO PM2.5,510
EAST OF S. RIO VISTA & S. BUFORD INTERSECTION,510
SCHOOLCRAFT COLLEGE,509
Calvert City Elementary,508
LOCATED IN RESIDENTIAL/COMMERICAL AREA W OF EVERGREEN FIRESTATION,507
San Jose-Moorpark Ave.,507
MUSCLE SHOALS,506
MORRISANIA,506
WESTPORT LAT/LONG POINT IS OF SAMPLING INLET,506
Bensley Armory,505
JOURNAGAN CLEVER QUARRY 95SOUTH - BETA.,505
Manzanita Reservation,505
Goldsboro,504
OPEN FIELD/RESIDENTIAL AREA BY DESCHUTES RIVER. CITY PUMP STATION.,503
Rest,501
Laird Eng Bldg,499
ROCKY FLATS-N,499
Van Buren,498
Candor: EPA CASTNet Site,497
ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),495
LOUDONVILLE,494
Ojo De Agua,493
NEAR ROBINSDALE SCHOOL,492
ANDERSON SPRINGS,492
Castle Hayne,491
Hoopa Valley Reservation,491
PS09 TVA FLY ASH SPILL,489
PS 314,488
Riverton Mobile,487
Banning-Allesandro,485
SITE LOCATED NORTH EAST OF MINING ACTIVITY.,484
Sunnyside-S16th St (Harrison Middle School),482
San Luis Rio Colorado Well 10,481
San Leandro,481
Stone  Container - Wellfield # 2,480
S OF MALIBU & BINGLE INTERSECTION,479
EAST BOULDER MINE SITE #1 (Upwind),479
SITE LOCATED NEXT TO KAMIAH HIGH SCHOOL FOOTBALL FIELD,478
UPWIND SDI,478
MEADOWDALE - BLACKBIRD DR,478
LOCATED ON ROOF OF SALMON SCHOOL MAINTENANCE STORAGE SHOP NEAR SJHS.,477
MADISON AVE,476
5ZS Hobbs Jefferson,475
UTICA HEALTH DEPT,474
ASHLAND PRIMARY (FIVCO),474
Hammond- Purdue/ Powers Bldg. Purdue University,473
Laurel,473
FT. SMITH,471
A420791207LAT/LON POINT IS OF SAMPLING INLET,471
RUSSELLVILLE,471
Fort Lee Library,470
SCHENECTADY,469
Superfund Site,468
A420990301LAT/LON POINT IS AT CORNER OF TRAILER,468
MSLA SEELEY LAKE,467
Kearny Villa Rd.,466
A420690208LAT/LON POINT IS OF SAMPLING INLET,465
UPTOWN SAN PEDRO,465
Morrison Ave,465
WOLFFORTH CITY LIMITS,463
HOFFMAN ESTATES HS,462
Yerington,462
A421330321LAT/LON POINT IS OF SAMPLING INLET,460
HELENA,459
"RAIL ROAD LINE AND HIGHWAY ADJACENT TO SITE, EST. AS BACKGROUND SITE",458
McALESTER MUNICIPAL AIRPORT,458
Geismar,457
SEDONA POST OFFICE,456
MT NINHAM,456
Mojave - CA 58 Business,456
ROBINSON MIDDLE SCHOOL,455
RICHMOND POST OFFICE,454
A420810401LAT/LON POINT IS OF SAMPLING INLET,454
SITE'S ON THE TETON COUNTY COMMISSIONERS BUILDING,454
ON TOP OF THE INKOM COMMUNITY BIBLE CHURCH GARAGE.,453
NELSON LIME PLANT WEST,450
SEARCY,448
Leggett,448
Hopedale,447
ROOF OF LARGE RETAIL STORE IN CENTRAL TWIN FALLS,447
MAYFIELD ELEMENTARY,446
Richmond-13th St.,445
Virgin Valley High School,445
1ZB Bloomfield,445
NORTH OF CAMPBELL & FRANKLIN INTERSECTION,444
Atlantic City,441
RESIDENTIAL AREA NEAR DOWNTOWN RUPERT.,441
ALBANY ST WTC MONITOR,440
A420790204LAT/LON POINT IS OF SAMPLING INLET,439
RELOCATED GLENROCK COAL SITE #823,438
Paradise-Birch St.,437
Aurora Hills Visitors Center,436
EXXON DOCK (TERMINAL),436
TROY,435
SPIRES,433
Greenwich Point Park,432
AT THE TOP OF THE BUILDING IN URBAN AREA,432
MARYVALE-POLICE STN-ENCANTO BLVD NEAR 59TH AVE,432
POOL SITE,431
GRANTS PASS PARKSIDE SCHOOL,431
WEST CHANDLER-FIRE STN-PRICE RD & CHANDLER BLVD,430
SITE LOCATED NORTH EAST OF ACTIVITIES.  TSP & PM-10 SAMPLERS.,429
A420290116LAT/LON POINT IS OF SAMPLING INLET,427
"ABOVE VICTOR RICON SCHOOL ROOF, BARRIO JUNQUITO, HUMACAO",427
PS 59,425
Red Bluff-Walnut St. District Office,425
St. Maries,422
Newcastle Mobile,422
Rossville,421
North Park,420
A420710315LAT/LON POINT IS OF SAMPLING INLET,420
Pavillion,420
ARCH MEDICINE BOW SITE #831 NORTH EAST OF ACTIVITIES.,418
USEPA REGION 1 LAB,417
LOWER VALLEY HOSP,417
JAMESTOWN,417
UTM COORDINATES = INLET PROBE LOCATION,417
SW OF WEBBERVILLE RD. & PLEASANT VALLEY RD. INTERSECTION,417
Jackson Mobile,416
Hayes School,416
SW OF PILGRIM & PANDA INTERSECTION,414
Kettleman City-Caltrans,412
NORTH OF TEXAS & HOUSTON STREETS INTERSECTION,411
MONTEZUMA CASTLE,410
Gillette Mobile,407
BAY ROAD,407
"AT CESPM, COMISION ESTATAL DE SERVICIOS PUBLICOS DE MEXICALI",404
Torres Martinez Reservation,404
SITE IS LOCATED ON A DIRT ROAD NEAR CR 10.  SEVERAL OIL WELL PUMPS,403
Merced-15th St.,402
Ft. Pierce,400
CITY HALL,399
Lexington water tower,398
"DAVENPORT, FIRE STATION",398
EQB #51-SITE NEAR BAYAMON DONWTOWN COMERCIAL AREA.,397
TUPELO AIRPORT NEAR OLD NWS OFFICE,397
ELIZABETHTOWN,396
Northwest Police Station,395
Pittsboro Elementary School,395
HOWARD Adult Center #2,393
Cody Mobile,393
MONITOR SET ON GROUND PALLET IN CORNER OF PARKING LOT,392
"Vogelaar Park, Glenwood Springs",392
NORTHEASAT BOUNDARY OF LONESTAR - EAST OF PLANT,390
ON GROUNDS OF GRANTS PASS SEWAGE TREATMENT PLANT NEAR ROGUE RIVER.,389
MEADOWBROOK SCHOOL,389
Dallas North #2,389
WEST OF HIGHWAY 85/87 ON THE PINELLO RANCH PROPERTY.,386
DOUGLAS CITY PARK,385
SITE IS LOCATED AT THE CHIPITA PARK ELECTRICAL SUBSTATION.,385
ON TOP OF CITY JAIL,385
Casper Mobile,384
Beaumont Downtown,383
NE OF AVE. DE LA INDUSTRIA & TOMAS FERNANDEZ INTERSECTION,383
PM10 MONITOR ON GROUND ON WEST SIDE OF BUILDING; SO2 IN LAB,382
Bradley Broad Street,382
Alturas-Fourth St.,381
 FRANCIS SCHOOL East Providence,378
Woodland-Sutter St.,378
PARK ROW,377
ROLLING HILLS AND RIDGES DOMINATE SURROUNDING TOPOGRAPHY,377
ACROSS WILLIAMSON BLVD. FROM TARGET STORE.,376
Seaford Shipley State Service Center,376
ONE EDGE OF MERCHANTS ROW PARKING LOT,373
SITE LOCATED ON ROOF OF FAMILY TIES BLDG. IN DOWNTOWN OLATHE,371
"ON S. EDGE OF UNUSED PARKING LOT, S. OF HWY. 72 (18000 W. HWY. 72)",371
Cheyenne Mobile,370
Health Dept,369
SITE IS LOCATED JUST NORTH OF THE NIXON POWER PLANT.,368
Lone Pine,368
Sheridan Mobile,367
"50 METERS S. ACCESS RD TO LANDUSKY MINE, ZORTMAN",367
ROCKY FLATS -W,364
Long Beach (Hudson),363
SLO Roberto,363
SITE IS LOCATED IN A FIELD JUST SW OF INTERSTATE 25,362
Torrington Mobile,362
Garrett Jr. High,361
Belvedere Road,360
Rock Springs - Mobile #1,359
FORT PIERCE LANDFILL,358
Black Butte #875,353
PARKING LOT - TRAILER ON SITE WITH TEOM INSTALLED INSIDE,353
Laramie Mobile,353
Green Valley Fire Administration,352
MIDDLESBORO,351
IN THE BLOCK EAST OF 4TH AVENUE AND SOUTH OF US 2,350
Red Leaf AQ,349
R001,348
Lovell Mobile,348
7231 HIGHWAY 23 SW,348
"ON ROOF OF POOL HOUSE AT WALTERS PARK, IP30",348
GEORGETOWN COUNTY HEALTH DEPT,347
Marion Sch.,347
NEAR DOWNTOWN CLINTON,347
Westbluff,347
LOCATED ON THE MT GOLD REALTY BLDG APPX 75 MILES WEST OF HWY 93,346
Elizabeth Mitchell Bldg,345
FORMER BUCKEYE EGG FARM MONITOR,345
Northwest Harris County,344
Union City,343
A420950022LAT/LON POINT IS OF SAMPLING INLET,342
Olancha-661 Fall Road,336
West Alton,336
Liberty High School,335
PALO VERDE,334
WEST OF 15TH AVE. N & NORTH LOGAN INTERSECTION,334
Arroyo Grande-Ralcoa,333
Santa Cruz-Bostwick Ln.,333
ALCOA P2,331
TOWNSEND; MONITOR SE OF CONTINENTAL LIME KILNS,330
JUSTICE CENTER,326
STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL,325
Paradise - Airport,325
Frisco 7,324
Carson City Yard,323
SOUTHEAST OF WEST PLAINS CHARCOAL KILN FACILITY,321
 Farmington Environment Department Office,320
MARTINSBURG BALL FIELD,319
SITE LOCATED SW OF SPRUCE STREET ALONG RAILROAD SPUR,318
6ZP PM10 SITE LOCATED ON ROOF OF LA LUZ ELEMENTARY SCHOOL,318
San Jose-W. San Carlos St.,318
LOCATED ON TOP OF FLAT PLATFORM 2 METERS ABOVE GROUND,317
"LOCATED BEHIND LAKEVIEW GRANGE HALL, REPLACEMENT SITE FOR VERNON SCH",316
MESA CO HLTH DEPT BLDG,315
ROCHESTER 2,315
STEEL DYNAMICS,314
7T ALONGSIDE SOFTBALL FIELD AND NEAR CHINO COPPER SMELTER,314
"EAST SIDE OF SR83, 0.75 SOUTH MILES SOUTH OF SR 82, EATON TWP.",313
Pepsi Place,312
QUEENS COLLEGE 2,310
Edinburg East Freddy Gonzalez Drive,310
SHADYSIDE,309
La Grande Hall and N St. (LHN),308
Burns - Washington Park (BWS),308
151 4TH ST.--COLORADO MOUNTAIN COLLEGE,307
TRIWEST HIGH SCHOOL --- QUALITECH_DOWNWIND SITE,305
22ND & CRAYCROFT,305
FAIRGROUNDS,305
Walnut Community Center,304
SPRINGDALE,303
"AT CBTIS, CORNER OF CALZADA CUAUHTEMOC & CALLE RIO ELOITA, MEXICALI",302
"REPLACES THE ADAMS ST. SITE, 390811012",302
LOCATED ON ROOF OF KEY BANK OF IDAHO IN DOWNTOWN REXBURG.,298
"TA, TAYLORSVILLE",297
BUFFALO,297
GALVESTON ISLAND,297
Widewater Elementary School,296
USMC Reserve Center (Gandy),295
WFORK RANGER STATION;250 FT SW OF DISPATCH OFFICE ON RIDGE TOP --,294
Echo Summit,294
Spring Creek # 4 - WNW of Office,293
ELOY (DISMANTLED 2007),293
SITE ON ROOFTOP OF BROOKS WELDING.  DRIVEWAY AT SITE IS UNPAVED.,292
SAMPLER ON 2ND FLOOR ROOF OF ROSSITER ELEMENTARY SCHOOL BUILDING,292
Grier School,290
"ROOF OF MAIN SCHOOL BLDG, 19 FT FROM W EDGE AND 59 FT FROM S EDGE",290
"SITE IS NEAR ROLLANDET PK., TAUPHAUS PK., AND SENIOR CITIZENS CTR..",289
"ESTHERVILLE, IOWA LAKES COLL.",287
MILLER STATE PARK,287
WATER TREATMENT PLANT-LINDSEY RD NEAR GUADALUPE RD,286
1ST BK LOCATED APPX 100 MTRS OFF US HWY 200 DOWNTOWN AREA OF LINCOLN,285
WATER PLANT WEST,285
SITE IS ABOUT 5000FT. IN W.VIRGINIA SSW OF ELKEM METALS PLANT,283
SHELTER IN PARKING LOT OF INTERSECTION OF MARGINAL WAY & PREBLE,283
Padonia,283
NORTH OF WEST PLAINS CHARCOAL KILN FACILITY,282
SITE IN GRASSY FIELD NORTH OF BLM OFFICE.,281
East Las Vegas,279
PSAPCA SITE - IN A TRAILER,278
COUNTY GARAGE ROOFTOP AT 125. S. TOWNSEND,276
SITE #822 LOCATED NORTH MINING ACTIVITY,276
STEEL DYNAMICS SITE 2,274
BETWEEN ADM GROWMARK GRAIN ELEVATOR AND BUNGE CORP GRAIN EVALATOR,272
UTM COORDINATES = INLET PROBE ON ROOF OF TRAILER,272
Minden,272
"INTERSECTION OF FOUNTAIN AND ACADEMY, SOUTHEAST OF THE CITY",270
FORT HALL PARTICULATE MONITORING SITE,270
Indpls-  School 21/ Florence Fay School 21,270
San Juan Bautista,270
Lakeport-S. Main Street,270
LOCATED IN FIELD ALONG ENTRANCE ROAD TO TAZEWELL MIDDLE SCHOOL,268
