county_name,count
Champaign,3723
Hinds,3716
Power,3713
Dorchester,3701
Stevens,3652
Cheshire,3648
Brooke,3648
Henrico,3583
Saint Clair,3545
Grant,3502
Benton,3480
Shelby,3471
Benewah,3429
San Miguel,3379
Marshall,3374
Broadwater,3315
Gallatin,3312
Avery,3264
Wichita,3208
Eddy,3142
Teller,3077
Caddo,3054
Graham,2989
Oneida,2957
Thurston,2918
Delta,2854
Jeff Davis,2785
Boundary,2777
McClain,2769
Chippewa,2641
Roane,2636
Will,2566
Caroline,2480
Klickitat,2478
Sumner,2473
Christian,2423
Wakulla,2276
Hays,2266
Hendricks,2252
Lawrence,2211
Oldham,2192
Clermont,2190
Cowlitz,2179
Bowie,2172
Benzie,2101
Kanawha,2096
Saginaw,2087
York,2048
Escambia,2044
Ward,2041
Sedgwick,2003
Houghton,1984
Gallia,1974
Leelanau,1971
Robertson,1967
Mobile,1966
St John,1958
Ohio,1950
Hutchinson,1948
Trego,1946
Sampson,1918
Titus,1912
Canyon,1883
Grays Harbor,1881
Whatcom,1848
Athens,1826
Androscoggin,1824
Pinal,1814
Bergen,1801
Mineral,1773
Augusta,1746
Jerome,1727
Lee,1657
Alpena,1644
La Crosse,1606
Roosevelt,1587
Freestone,1586
Rusk,1583
Marquette,1548
Pitkin,1521
Iron,1520
Wood,1498
Cerro Gordo,1490
Caldwell,1459
Stillwater,1457
Sainte Genevieve,1454
Maui,1448
Hardin,1379
Hudson,1366
Hunterdon,1354
Berkshire,1345
Dickinson,1332
Bremer,1310
Milam,1278
Leavenworth,1266
Chatham,1185
Stutsman,1096
Goshen,1083
Sullivan,1050
Montrose,982
Steele,961
Wise,908
Osage,900
Baltimore (City),889
Deer Lodge,887
Anoka,883
Grand,862
McCone,844
Bayamon,843
Nowata,813
Wilson,793
Karnes,793
McCracken,784
Sweet Grass,754
Missoula,752
Apache,739
Elmore,730
Tippecanoe,728
Summit,728
Brazos,714
Broward,703
Yamhill,699
Rock,669
St. Croix,644
Alamosa,617
Lackawanna,607
Tyler,566
Brown,565
Contra Costa,550
Bibb,535
Scotts Bluff,495
Benson,493
Alameda,480
Northwest Arctic ,436
Choctaw,432
Kiowa,424
Guernsey,407
Sioux,401
Outagamie,394
Culberson,394
Talbot,380
Sebastian,366
Huntington,365
Cassia,362
Kosciusko,349
Fort Bend,339
Greenup,338
Val Verde,334
Humphreys,329
Martin,327
Haywood,314
Webster,290
Carlton,274
Mississippi,272
Waller,266
Pottawatomie,259
Grady,254
Taos,249
Otero,223
Gillespie,186
Grand Traverse,183
Larue,171
Colbert,148
Medina,141
Morgan,138
Beaufort,92
Oceana,92
Rowan,92
Platte,91
Pontotoc,90
Montmorency,90
Lucas,59
Atascosa,31
Pueblo,30
Mohave,7
