local_site_name,count
"TVA PSD SITE IN MUHLENBERG COUNTY, GREENVILLE, KY",730
Hermiston - Municipal Airport (HMA),730
MUSCLE SHOALS,726
"OLD DOVER HIGHWAY CADIZ,KY",726
Durham Armory,719
TVA PSD SITE,716
NE OF N. PECAN ST. & E. WEATHERFORD ST. INTERSECTION,716
BCSP,716
HELENA,715
CHIWAUKEE PRAIRIE STATELINE,707
Cheyenne Mobile,706
Rock Springs - Mobile #1,704
Jefferson County Airport,698
AT TYLER AIRPORT,688
"TVA PSD SITE NEAR BATESVILLE, MISSISSIPPI",682
Laramie Mobile,674
Beaver Creek Air Quality Station,670
Torrington Mobile,658
"TRAILER IN FENCED IN PAVED LOT, CORNER LEXINGTON & E. FERRY",640
I-4 Near Road,638
Neale Elementary School,632
Chippewa,613
"AT CESPM, COMISION ESTATAL DE SERVICIOS PUBLICOS DE MEXICALI",604
MILWAUKEE - UWM UPARK,598
FLAT AGRICULTURAL TERRAIN. INSIDE PG&E GAS PIPELINE MAINTENANCE_YARD,580
Carson City-NW Corner of Equipment Yard,552
LOCATED IN THE NAS FIRE STATION.,548
NEAR HILLTOP WATERTOWER,546
Searchlight,540
EAST OF BATTLEGROUND RD. & MARKER DR. INTERSECTION,490
WEATHER STATION - TALIHINA MESONET SITE,489
Tracy Ranch,480
USPHS LAWTON INDIAN HOSPITAL,457
Stanton Air Field,450
Laramie I-80 Mobile,438
8 MILES S. OF GLENPOOL ON HIWAY 75 AND 3/4 MILES EAST,422
SALT RIVER PIMA - MARICOPA ADMINISTRATION COMPLEX,416
1 MILE NNW OF PRESTON NEAR THE US CELLULAR TOWER,414
Shenipsit State Forest,358
LEROY WOOD SCHOOL,358
Eagleville Ozone Monitor,354
San Francisco - Bayview Hunters Point,353
Kemmerer Mobile,338
"LMDS SITE, WP&L TRAILER",312
Modesto-14th St.,282
Big Bend NP - K-Bar Ranch Road,246
TRAILER LOCATED 1/2 MI S OF INTERSECTION W/HWY V IN WILSON TWNSHP,238
Rancho & Teddy,236
ON NEWPORT NEWS SCHOOL MAINTENANCE FACILITY,232
Stockton - University Park,218
75 KM SSW OF PITTSBURGH RURAL SITE ON A KNOLL WITHIN A LARGE CLEARIN,211
Lake Montebello,202
5 MILES SOUTH OF HASKELL AT OSU RESEARCH STATION,200
Bakersfield-Chester Ave.,196
West Johnston Co.,194
"MOMS, ADEM",192
Foothills,186
ACADIA NATIONAL PARK RANGER STATION;SITE MOVED JANUARY 1998,184
HOPKINSVILLE,184
"TVA PSD SITE IN TUPELO, MS",181
Taft NCore PAMS,180
Ukiah-Gobbi Street,180
Inland Port,180
Ted Walker Park,180
ROVER STUDY FROM SCOS97,172
PENNSUCO,170
Waveland,168
Portland Cully Helensview School (PCH),163
GRAFTON,140
Stellantis-FCA Mack Avenue Assembly Plant Fiat Chrylser Automobiles,122
GT Craig NCore PAMS,118
KPW - Kennebunkport Parson'd Way,112
Near road (moved from Providence; Par/Hayes),100
ENUMCLAW - MUD MTN (Army Corp of Engineers site),96
San Jose,92
MILLBROOK,63
Miles City - Pines Hills,62
Lancaster - Fairgrounds,62
Willits-899 South Main Street,56
PM10 MONITOR ON GROUND ON WEST SIDE OF BUILDING; SO2 IN LAB,52
ADEQ,40
