local_site_name,count
FIELD BETWEEN MEDICAL CNTR DR & 23RD (E&W) AND D & CENTER (N&S),644
Chico-Manzanita Ave.,631
PORTSMOUTH - PEIRCE ISLAND,630
Harrah-Yakama Tribe,629
Connecticut Hill,617
UTE 1,614
Death Valley National Park,613
Tacoma-S 21st  (AKA Alaska Reservoir),613
TEN MILE CREEK DNR OFFICE,589
 FRANCIS SCHOOL East Providence,583
WICHITA HD,582
Jasper PO,572
CANNONS LANE,558
SHEPHERDSVILLE,556
"VOYAGEURS NATIONAL PARK, NEAR SULLIVAN BAY",548
"AT UABC, CORNER OF CALZADA BENITO JUAREZ & AVENIDA NORMAL, MEXICALI",533
TOP OF APARTMENT BUILDING - 36 METERS FROM ROUTE 2 (MAIN STREET),533
SD School for the Deaf,525
GUTHRIE CLINIC PM 2.5,523
Canton Fire St8,501
HOOK FIELD AIRPORT,500
Grapevine Fairway,486
NE OF HARDY & NE 36TH STREETS INTERSECTION,486
Kapolei,477
Lebec-Peace Valley Road,476
WHITEWAY DRIVE TAMPA,475
Laurel,470
SUNNYVALE LONG CREEK,469
Harrisville,468
Grand Canyon West,457
_OCALA NATIONAL FOREST FIRE CONTROL CENTER,457
BISMARCK RESIDENTIAL,445
Reading Airport,439
HILLSIDE,433
MT ZION - HWY 14,429
BONNEVILLE DAM - HWY 14,428
TAYLORS,423
NORTH OF EASTERDAY AVE LK SUPERIOR STATE UNIV,421
East HS,413
Hammond- Purdue/ Powers Bldg. Purdue University,412
Southwick,410
Jerome Mack-NCore,404
Lake Park,401
Pearl City,393
Carlsbad Caverns NP - Maintenance Area,393
A420450002LAT/LON POINT IS OF CORNER OF TRAILER,392
Elkhart- Prairie St.,386
PS 64,383
Cheyenne NCore,374
GRAYSON LAKE,373
GRAND JUNCTION - POWELL BLDG,371
NCORE - Sieben Flats,370
Southwestern H.S.,369
MINGO_JCT.,360
Clarksville PM 2.5 monitor,360
Wrightwood,359
Jefferson- Walnut St/ Jefferson PFAU,357
Wood River Elementary School,353
Newby Park,353
Lenoir Co. Comm. Coll.,351
NE OF 5TH STREET & AVENUE K INTERSECTION,344
SIU DENTAL CLINIC,339
Mille Lacs Band,322
"Prairie State Generating Company, LLC",315
Greenville ESC,313
BAXTER (BAX),312
San Jose - 4th St.,306
Vancouver-NE Vancouver Plaza Dr,304
Gateway Regional Medical Center,294
RBD,294
Evansville- Buena Vista,294
TRNP-NU,291
VACANT LOT SURROUNDED BY RESIDENCES,291
BATES HOUSE,290
Dinosaur National Monument,287
Highland View Elementary School,282
Chalan-E Wapato (CHEEWAP),280
Kingsport PM 2.5 monitor,278
ROOF OF WILBUR WRIGHT SCHOOL,265
GARDEN/TRINITY CHRISTIAN CHURCH,264
Vancouver-NE 84th Ave,264
WSDOT FACILITY 6431 CORSON AVE S (GEORGETOWN) SEATTLE,264
ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),261
University Medical Center,257
PADUCAH MIDDLE SCHOOL,253
"SITE IS LOCATED ON PLATFORM AT REAR OF TENNIS COURTS, KEREIAKES PARK",251
SITE IS LOCATED ON WEST SIDE OF THE MAIN RUNWAY NEAR CAP DRIVE,244
Harvard Yards,243
UTM COORDINATES = INLET PROBE ON ROOF OF BUILDING,239
MOBILE - QUINCY2,230
Mobile FDH San Juan,229
PEARL ST MUNICIPAL PARKING LOT,226
N-Core AMS,226
Hendersonville Ozone Site at Old Hickory Dam,224
A420990301LAT/LON POINT IS AT CORNER OF TRAILER,219
Grenada,212
DENVER MUNICIPAL ANIMAL SHELTER,211
FT MEADE LAT/LONG POINT IS OF THE SAMPLING INLET,210
 AMARILLO  C305,201
Southerly WWTP,197
ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),195
La Casa,193
Holland,188
ROOF OF RALEIGH COURT LIBRARY,187
"PUEBLO OF JEMEZ TRIBAL TRUST LANDS, DEPARTMENT OF RESOURCE PROTEC-",184
HRM #3 Haden Rd,183
BY CELLULAR TOWER TOP OF HILL,182
MANITOWOC - WDLND DUNES,181
Maryville PM 2.5 monitors,180
SAMPLERS ARE ON THE ROOF ON THE WEST SIDE OF THE SCHOOL,177
Phillips 66 Wood River Refinery,173
Bozeman  WWTP,170
NP Water Stillmeyer,170
JOHN ONDOV NEW SUPERSITE AT MTA EMPLOYEE PARKING LOT,168
Artisans,164
Savannah-Market Street,161
Luray Caverns Airport,161
Camden Spruce Street,161
TVA Fly ash spill site,158
SITE IS ON A PLATFORM ON GROUNDS OF KENTUCKY WESLEYAN COLLEGE,158
SEARCY,156
Smoky Row Near Road,153
CROSSETT,152
Jackson PM 2.5 monitor,150
DOWN WIND FROM LTV,146
Stockton-Hazelton,139
CONROE AIRPORT; SE OF OAKTREE & AIRPORT RD INTERSECTION,139
CLIO,134
MSLA Boyd Park,123
WEST PHOENIX,122
Senior Center Air Monitoring Station,116
SE POLICE STATION,113
St Johns Air Monitoring Site,111
North East Waste (NEW),107
East Charleston Microscale Site,106
Seney,106
MESA CO HLTH DEPT BLDG,102
"R&P SEQ. SAMPLER, CO-LOCATED, CORE SAMPLER, ROOF TOP, SLAMS",102
Faith Baptist School,101
Chickasaw Nation storage lot,101
Sherwood Island Connector,94
UTM COORDINATES = PROBE LOCATION ON ROOF OF TRAILER,90
VEHICLE EMISSIONS LABORATORY,89
RAMS Trailer North Star Fire Station #2,88
SITE IS LOCATED AT PARK ELEMENTARY SCHOOL ON ROOFTOP,87
UTM COORDINATES = PROBE LOCATION,86
Cottonwood,84
Riverboat Discovery,84
Badger Road Elementary/ BRES,84
North Pole Pump Station,84
North Pole Dixon Road,82
Victorville-Amargosa Road,80
MONITOR ON TOP OF PRIMETIME PIZZA BUSINESS,78
Big Sandy,78
Taft-College,77
"COBACH, CALLE GUADALAJARA JUST SOUTH OF AVENIDA REVOLUCION, MEXICALI",76
Lower Price Hill,75
Coso Junction,75
Joshua Tree National Park - Black Rock,74
BETHUNE ELEMENTARY SCHOOL,71
STERLING STATE PARK,70
Ripple Creek Pass,68
North Pole Christian School,67
State St-New Haven,64
East 7 Mile,64
338 FEET NORTH TO I-696 FREEWAY,60
ST. BERNARD,58
WEST 43RD AVENUE,55
Keeler,53
Azusa,47
Colloocated with monitoring next to Peger Rd used in UAF study,45
"SITE IS NEAR ROLLANDET PK., TAUPHAUS PK., AND SENIOR CITIZENS CTR..",32
FENCED-IN AREA BETWEEN I-94 OFF-RAMP AND RESIDENTIAL AREA,31
LAT/LONG POINT IS OF SAMPLING INLET.................................,28
UTM COORDINATES = INLET PROBE LOCATION,24
DURANGO COMPLEX,20
TEMPE,19
Nordale SPM Simpson,16
A420110009LAT/LONG POINT IS OF SAMPLING INLET,15
River Road SPM Simpson,10
Algonquin Parkway,9
Visalia-W. Ashland Avenue,9
Phillips Community Center,4
Corcoran-Van Dorsten Ave,4
Rutgers University,3
