cbsa_name,count
"Vernal, UT",6624
"Winchester, VA-WV",6559
"Bennington, VT",6523
"Canton-Massillon, OH",6515
"Elizabethtown-Fort Knox, KY",6504
"Baraboo, WI",6456
"Vallejo-Fairfield, CA",6421
"Tupelo, MS",6328
"Lima, OH",6311
"Farmington, NM",6272
"Gainesville, FL",6256
"Kalispell, MT",6198
"Wichita Falls, TX",6188
"Hartford-West Hartford-East Hartford, CT",6009
"Rochester, MN",5980
"Cape Coral-Fort Myers, FL",5915
"Baltimore-Columbia-Towson, MD",5912
"Lubbock, TX",5794
"Burlington, NC",5760
"Springfield, OH",5619
"Knoxville, TN",5591
"Gainesville, GA",5556
"Montgomery, AL",5499
"Brainerd, MN",5461
"New Haven-Milford, CT",5297
"St. Cloud, MN",5218
"Lawton, OK",5215
"Durham-Chapel Hill, NC",5204
"Roanoke, VA",5188
"Beaver Dam, WI",5102
"Torrington, CT",5093
"Kalamazoo-Portage, MI",5093
"Fort Wayne, IN",5084
"Crescent City, CA",5067
"Payson, AZ",5032
"Mobile, AL",5015
"Bangor, ME",5011
"Sierra Vista-Douglas, AZ",4935
"Billings, MT",4905
"Louisville/Jefferson County, KY-IN",4882
"Hattiesburg, MS",4849
"Wilmington, NC",4828
"Florence, SC",4732
"El Centro, CA",4678
"Sandpoint, ID",4671
"Lansing-East Lansing, MI",4663
"Raleigh, NC",4583
"Weirton-Steubenville, WV-OH",4481
"Goldsboro, NC",4471
"Vineland-Bridgeton, NJ",4453
"Walterboro, SC",4428
"Meridian, MS",4402
"Rutland, VT",4328
"Bridgeport-Stamford-Norwalk, CT",4306
"Virginia Beach-Norfolk-Newport News, VA-NC",4303
"Trenton, NJ",4296
"Red Bluff, CA",4162
"Marshall, MN",4153
"Bay City, MI",4145
"Ann Arbor, MI",4073
"Hailey, ID",4069
"Napa, CA",4041
"Cadillac, MI",3917
"Corning, NY",3889
"Charlottesville, VA",3873
"Kahului-Wailuku-Lahaina, HI",3805
"Fort Collins, CO",3797
"Greenville-Anderson-Mauldin, SC",3784
"Omaha-Council Bluffs, NE-IA",3769
"Durango, CO",3750
"Bremerton-Silverdale, WA",3723
"Appleton, WI",3690
"Anchorage, AK",3674
"Fayetteville-Springdale-Rogers, AR-MO",3649
"St. George, UT",3600
"Helena, MT",3565
"Los Alamos, NM",3560
"Redding, CA",3515
"Green Bay, WI",3507
"Platteville, WI",3483
"Elko, NV",3468
"Adrian, MI",3455
"Show Low, AZ",3427
"Jackson, WY-ID",3414
"Eureka-Arcata-Fortuna, CA",3397
"Huntsville, AL",3377
