county_name,count
Black Hawk,500
Scotts Bluff,495
Benson,493
Northwest Arctic ,491
Okanogan,485
Taney,467
Winn,467
Trigg,465
Alameda,459
Noble,456
Tompkins,456
Bremer,453
Penobscot,428
Boundary,426
Spokane,423
Guernsey,409
Matanuska-Susitna ,402
Aleutians East ,402
Sioux,401
Martin,389
Cameron,382
Talbot,380
Kenai Peninsula ,375
Kiowa,373
Cassia,362
Broadwater,362
Hendricks,359
Humphreys,329
Mohave,326
Winona,315
Garden,315
Brown,315
Roosevelt,315
Thomas,315
Rock,315
Glacier,304
Webster,290
Chase,284
Kleberg,282
Pottawatomie,259
Grady,254
Dukes,254
Otero,223
Dona Ana,205
Thurston,193
Maverick,189
Gillespie,186
Medina,181
Larue,171
Colbert,148
Bexar,133
Kings,102
St. John the Baptist,92
Beaufort,92
Rowan,92
Pontotoc,90
Merced,76
Routt,63
Wrangell Petersburg,61
Gibson,61
Lucas,59
