state_code,count
06,405675
36,248068
56,215603
26,147179
25,107667
18,98369
16,92549
41,76263
24,72367
19,68628
29,59536
49,54246
55,46823
13,45113
48,44974
38,44905
08,36973
09,34335
22,34176
34,24619
17,24537
32,24292
21,24227
50,23464
44,19352
39,18788
53,17770
51,15908
20,14835
37,12999
47,12859
23,12585
11,12053
35,11953
33,10591
30,10383
01,7891
12,7153
15,6300
31,4075
42,3918
02,2780
27,2614
04,1258
40,1175
72,702
