county_name,count
Bannock,80
Charles,79
La Paz,78
Coos,77
Henderson,77
Nez Perce,76
St. Tammany,75
Navarro,75
Kootenai,74
Cheshire,74
Page,72
Yellowstone,69
Jones,65
Routt,64
Choctaw,64
Sandoval,64
Scioto,63
Charlevoix,63
Bartholomew,61
Carlton,59
Limestone,58
San Miguel,58
San Patricio,57
Snohomish,56
Juneau ,56
Linn,56
Mille Lacs,54
Beltrami,54
Campbell,52
Bristol,51
Dubuque,50
Tolland,49
Hamblen,48
Black Hawk,46
Powell,45
Northwest Arctic ,45
Stillwater,44
Tazewell,43
Vilas,43
Clinton,42
New Hanover,39
Missoula,38
Josephine,38
Anne Arundel,36
Iberville,36
Allegany,35
St Thomas,35
Mitchell,35
Columbia,34
Abbeville,33
Woodford,32
Edgefield,32
Gloucester,32
Racine,30
Lincoln,30
Cascade,30
Fall River,29
Catawba,29
Jeff Davis,29
Kenosha,28
Waupaca,27
Danville City,26
Cecil,25
McHenry,25
Bureau,24
Talbot,24
Hardin,24
Eau Claire,24
Menard,24
Becker,24
La Salle,23
Belknap,22
Pennington,22
Victoria,22
Wicomico,21
Kankakee,21
Bell,21
Shiawassee,20
Champaign,20
Jo Daviess,20
Calhoun,20
Manitowoc,19
Menominee,19
Plaquemines,18
Coshocton,17
Humboldt,17
Frederick,16
McKinley,15
Effingham,15
Blaine,14
Nacogdoches,14
St. Charles,13
Bullitt,12
Calvert,12
Laurel,12
Oldham,12
Hopkins,12
Graves,12
Sandusky,12
Caldwell,12
Sangamon,12
Crawford,12
Chippewa,11
Gallatin,11
Whitley,11
Perry,11
Simpson,11
Carter,10
Barren,10
Ballard,10
Christian,10
Grand Traverse,10
Boulder,10
Webster,10
Fremont,10
Trimble,10
Waukesha,10
Matagorda,10
Green,9
Muhlenberg,9
Livingston,9
Calloway,9
Harlan,8
Sanders,8
Mason,8
Strafford,8
Blount,8
McLean,7
Weld,6
La Plata,6
Montrose,6
Garfield,6
Amador,6
Delta,6
Larimer,6
Las Animas,5
Raleigh,5
Grant,4
Flathead,4
Benton,3
Forest,3
Putnam,1
Schuylkill,1
