county_name,count
Latimer,388
Rutherford,384
Choctaw,377
Sheridan,372
Knox,368
Scioto,368
Alcorn,366
Sebastian,365
Umatilla,365
Roberts,365
Muhlenberg,365
Colbert,363
Trigg,363
Limestone,362
Lincoln,360
Stark,359
Marshall,358
Obion,357
Switzerland,351
Christian,349
Panola,337
Goshen,329
Medina,316
Wood,316
Westchester,309
Carson City,276
Goodhue,225
Granville,203
Caswell,187
Ohio,164
Salinas,163
Oconee,157
Columbia,156
Sheboygan,119
Chatham,118
Newport News City,116
Durham,110
Brewster,98
DuPage,89
Mason,88
Berrien,87
Jasper,53
Dutchess,29
