county_name,count
Charlton,3273
Eau Claire,3242
La Crosse,3233
Newton,3229
Carter,3220
Inyo,3202
Nevada,3202
Dougherty,3192
White Pine,3180
Genesee,3164
Dane,3137
Sequoyah,3094
Cleveland,3085
Pitkin,3033
Rockbridge,3011
Kenton,2954
Rockingham,2909
Carlton,2874
Rapides,2874
Jeff Davis,2866
Catron,2865
St John,2835
Tippecanoe,2821
Hawaii,2797
Stanislaus,2783
La Salle,2754
Catano,2728
Androscoggin,2680
Trego,2674
Keweenaw,2663
Haywood,2657
Sainte Genevieve,2651
Yavapai,2648
Walton,2611
Mohave,2604
Bergen,2581
Ohio,2538
Champaign,2499
Stoddard,2466
Fergus,2426
Avery,2419
Sheridan,2414
Taney,2413
Billings,2410
Chaves,2406
Burke,2381
Noble,2362
Etowah,2346
Siskiyou,2345
Will,2327
Apache,2318
Powell,2304
Winona,2304
Tuscaloosa,2290
Santa Barbara,2261
Barnstable,2248
Pitt,2247
Aleutians East ,2246
Socorro,2235
Yamhill,2228
Chase,2204
Rosebud,2201
Mono,2189
Rio Arriba,2148
Park,2140
Kenai Peninsula ,2132
Hyde,2127
Dukes,2112
Murray,2103
Thomas,2015
Garrett,2009
Silver Bow,2006
Roosevelt,1986
Buchanan,1956
Pittsburg,1898
Kanawha,1816
Bowie,1779
Pinal,1708
Mayagnez,1644
Rock,1613
Ouachita,1602
Lexington,1592
Baltimore,1584
Garden,1580
Duchesne,1578
Roanoke City,1575
Washoe,1573
Cass,1560
Ponce,1539
Plymouth,1437
St. Joseph,1411
Medina,1400
Russell,1398
Porter,1351
Providence,1347
Morris,1255
New London,1154
Winn,1123
Bethel ,1119
Rio Blanco,1109
Summit,1109
Trigg,1107
Duplin,1092
Windham,1079
Minnehaha,914
Coffee,881
Ventura,881
Sandoval,872
Honolulu,870
New Castle,858
Skamania,857
Piscataquis,851
Westmoreland,817
Davis,747
Lancaster,745
Weld,743
Northampton,739
Yukon-Koyukuk ,737
Dauphin,735
Prince George's,735
York,735
Centre,717
Lackawanna,717
Chester,686
Knox,674
Carbon,631
Tompkins,617
Santa Cruz,611
BAJA CALIFORNIA NORTE,609
Sedgwick,582
Wrangell Petersburg,580
Dubois,572
Elkhart,563
Bullitt,556
Berks,513
Guaynabo,509
Butler,500
Plaquemines,477
Mesa,473
Jones,470
Burleigh,445
Chippewa,421
Denver,404
Grand,394
Delaware,392
Laramie,374
Lenoir,351
Cambria,341
Mille Lacs,322
Cooper,297
McKenzie,291
Mineral,286
Bristol City,282
Sullivan,278
North Slope ,270
Richmond City,270
Anchorage ,264
Laurel,244
Sumner,224
Grenada,212
Anne Arundel,210
Allegan,188
Manitowoc,181
Alpine,168
Page,161
Roane,158
White,156
Ashley,152
Barbour,134
Gallia,133
Pontotoc,101
Athens,92
Routt,63
St Croix,61
Oakland,60
Northwest Arctic ,21
