cbsa_name,count
"Florence-Muscle Shoals, AL",3546
"Jasper, IN",3542
"Portsmouth, OH",3535
"Hammond, LA",3518
"Tuscaloosa, AL",3509
"Twin Falls, ID",3453
"Cullowhee, NC",3440
"Brunswick, GA",3434
"Adrian, MI",3424
"Waterloo-Cedar Falls, IA",3385
"Huntsville, AL",3325
"Cedar City, UT",3304
"Redding, CA",3289
"Laredo, TX",3287
"Winchester, VA-WV",3273
"Valdosta, GA",3108
"Lubbock, TX",3100
"Laramie, WY",3089
"Goldsboro, NC",3087
"Miami, OK",3070
"Tallahassee, FL",3067
"Dothan, AL",3058
"Taos, NM",3016
"Hot Springs, AR",2940
"Kingsville, TX",2926
"Morgantown, WV",2913
"Parkersburg-Vienna, WV",2868
"Florence, SC",2851
"Eagle Pass, TX",2818
"Muncie, IN",2789
"Hermiston-Pendleton, OR",2781
"Monroe, LA",2720
"Wenatchee, WA",2680
"Clarksburg, WV",2654
"Fort Payne, AL",2613
"Marion, NC",2610
"Lynchburg, VA",2595
"Houma-Thibodaux, LA",2591
"Pueblo, CO",2587
"Alexandria, LA",2586
"New Castle, IN",2586
"Jamestown-Dunkirk-Fredonia, NY",2560
"Concord, NH",2535
"El Dorado, AR",2500
"Farmington, NM",2498
"Fayetteville-Springdale-Rogers, AR-MO",2479
"Daphne-Fairhope-Foley, AL",2472
"Bartlesville, OK",2457
"Fairmont, WV",2447
"Homosassa Springs, FL",2332
"Muskegon, MI",2330
"Somerset, KY",2235
"Niles-Benton Harbor, MI",2201
"Marshall, TX",2148
"Killeen-Temple, TX",2137
"Richmond-Berea, KY",2136
"Monroe, MI",2083
"Talladega-Sylacauga, AL",2082
"Boone, NC",2010
"Athens, OH",1979
"Middlesborough, KY",1965
"La Grande, OR",1927
"Harrisonburg, VA",1829
"Lumberton, NC",1793
"Beckley, WV",1792
"Natchez, MS-LA",1791
"Fort Madison-Keokuk, IA-IL-MO",1788
"Guayama, PR",1782
"Kinston, NC",1744
"Williamsport, PA",1729
"Roanoke Rapids, NC",1669
"Burlington, NC",1668
"Port St. Lucie, FL",1636
"Rocky Mount, NC",1630
"Laurel, MS",1549
"Tupelo, MS",1548
"Frankfort, KY",1489
"Russellville, AR",1481
"Helena-West Helena, AR",1466
"Meridian, MS",1465
"College Station-Bryan, TX",1453
"Bend-Redmond, OR",1418
"Prineville, OR",1389
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1388
"Clearlake, CA",1375
"Grants Pass, OR",1367
"Manitowoc, WI",1352
"Roswell, NM",1345
"Vincennes, IN",1333
"Silver City, NM",1301
"Muskogee, OK",1289
"Searcy, AR",1266
"Sanford, NC",1261
"Ottawa-Peru, IL",1252
"Columbus, MS",1213
"Great Falls, MT",1140
"Adjuntas, PR",1127
"Georgetown, SC",1117
"Salem, OR",1111
"Mayaguez, PR",1082
"Berlin, NH-VT",1077
"Jacksonville, NC",1039
"Enid, OK",1037
"Ocala, FL",1024
"Greenwood, SC",1023
"Panama City, FL",1014
"Grenada, MS",979
"Crescent City, CA",957
"Hilton Head Island-Bluffton-Beaufort, SC",937
"Tahlequah, OK",928
"Payson, AZ",928
"Beatrice, NE",923
"Albany, OR",903
"Ogdensburg-Massena, NY",889
"Saginaw, MI",885
"Flagstaff, AZ",814
"Indiana, PA",782
"Vicksburg, MS",749
"Jonesboro, AR",726
"Winona, MN",713
"North Platte, NE",709
"Lewiston, ID-WA",683
"Idaho Falls, ID",673
"Longview, TX",659
"Bluefield, WV-VA",653
"Mason City, IA",650
"Picayune, MS",648
"Quincy, IL-MO",637
"Coeur d'Alene, ID",628
"Douglas, GA",609
"Joplin, MO",601
"Crawfordsville, IN",590
"Olympia-Tumwater, WA",584
"Lake Havasu City-Kingman, AZ",557
"Barre, VT",551
"Blytheville, AR",550
"Augusta-Waterville, ME",545
"Kennewick-Richland, WA",538
"Sandpoint, ID",535
"Aguadilla-Isabela, PR",509
"Watertown-Fort Atkinson, WI",500
"Janesville-Beloit, WI",500
"Wisconsin Rapids-Marshfield, WI",487
"Oshkosh-Neenah, WI",486
"Columbia, MO",486
"Elizabeth City, NC",468
"Corvallis, OR",463
"Ames, IA",436
"Utica-Rome, NY",436
"Pine Bluff, AR",400
"Waco, TX",370
"Binghamton, NY",348
