city_name,count
Butte-Silver Bow (corp name for Butte),6386
Toms River,6348
Largo,6310
Sunset Hills,6290
Mammoth Lakes,6275
Plant City,6040
Hybla Valley,6035
Sebastopol,5989
Green Park,5979
Des Plaines,5875
Hesperia,5821
Southglenn,5813
Bend,5795
Ponce,5770
Pittsboro,5765
North Laurel,5725
Salem,5670
Blaine,5637
Cheektowaga,5570
Nashville-Davidson (Remainder),5569
Chicopee,5556
Wilkinsburg,5521
Independence,5489
Warrensville Heights,5339
Klamath Falls,5302
Lewiston,5286
Nampa,5085
Ontario,5051
Lynnwood,5014
Annandale,5007
Tualatin,4993
Lakeville,4986
Rockville,4965
Beaumont,4933
Atlantic City,4824
Bethlehem,4790
Bondville,4769
Johnston,4643
Davie,4641
Owensboro,4409
Bountiful,4318
Bismarck,4296
Westport,4182
Lindon,4058
Boulder City,4012
Lizton,3998
Saint Marks,3951
Spring Valley,3950
Meridian,3821
Lacey,3796
Kalamazoo,3777
Braidwood,3571
Arvin,3566
Englewood,3518
Venice,3457
Hudson,3422
Gilroy,3407
South Bend,3366
Guaynabo,3351
Shadyside,3305
Rocklin,3260
West Yellowstone,3212
Oildale,3110
Midvale,3032
Washington Terrace,3001
Ponca City,2951
Whittier,2918
Olympia,2909
Pleasanton,2904
Parlier,2902
Youngstown,2871
Alma,2864
Madera,2846
Breckenridge Hills,2832
Thomaston,2826
King City,2803
Marana,2765
West Valley,2700
Logan,2677
Murray,2674
Atascadero,2670
Caguas,2617
Gastonia,2613
Branson,2540
Sutter,2439
Cupertino,2428
Tahoe City,2399
Terre Haute,2359
Bishop,2324
Butner,2299
Citrus Heights,2295
Berkeley,2234
Municipality of Monroeville (Monroeville),2218
Chapel Hill,2216
Harrisville,2186
Hoffman Estates,2172
Nilwood,2165
Lansing,2150
Taylors,2149
Gilbert,2118
Kenova,2053
Incline Village-Crystal Bay,2024
Roswell,1975
Yosemite National Park,1906
Mount Vernon,1880
Twentynine Palms,1856
Cockeysville,1848
Woodland,1828
Riverton,1814
China Grove,1778
Montgomery,1745
Willoughby,1708
Roy,1665
Goodland,1576
Fairfax,1566
Kenosha,1525
Diamond Bar,1487
Concepcion,1479
Oshkosh,1468
Dodge City,1462
North Valley,1461
Bremerton,1374
Benicia,1280
Wenden,1257
Cumberland,1200
Lakeport,1193
Trenton,1188
Fargo,1167
Commerce City,1160
Larned,1122
Redding,1094
Temecula,1091
Oconomowoc,1038
American Fork,1037
Crockett,1023
Crows Landing,971
Saginaw,960
Burney,921
Fuquay-Varina,917
Lincolnton,905
Old Field,855
Tonawanda,854
Franklinton,825
Springville,815
Mobile,793
Gallatin,790
Westley,789
Yuma,784
Lafayette,733
Loudon,727
Port Arthur,723
Clarksville,722
Otisville,701
Moline,697
Athens,696
Virginia Beach,678
Campo,662
Nevada City,612
St. George,563
Trona,465
Coffeyville,373
Keene,329
Avalon,306
Pleasant Prairie,302
Roosevelt,300
Kenner,274
Shingle Springs,242
Grass Valley,241
Enumclaw,224
Davis,207
Bellingham,190
Rosemont,181
North Braddock,181
Bensenville,181
Merced,181
Grand Forks,166
Mount Baldy (Mt. Baldy),160
Beavercreek,119
Cranston,119
