city_name,count
Portsmouth,220
Lemont,219
Otay Mesa,219
Owensboro,215
Kenova,214
Irondequoit (Town of),214
Grand Forks,214
Fish Creek,213
Utica,212
Bayamon,210
Dundalk,210
Kettering,210
Manchester,206
Stowe (Township of),206
Capitan,205
Cupertino,203
Toledo,201
Roy,200
McAllen,200
Vassar,199
Paterson,197
Lehman Caves National Monument,197
Vandenberg Air Force Base,195
Hawaii Volcanoes National Park,194
Waterford,193
Meriden,192
San Carlos,192
Page,192
Ypsilanti,192
Reno,191
Holland,191
Las Vegas,190
Greenwich (Town of),187
Yuma,186
Safford,186
South Bend,185
Ruskin,184
Galena Park,182
Salem,182
Geneva,182
Lincoln,181
Show Low,180
Lindon,179
McCook,177
Sunset Hills,177
San Benito,176
Berkeley,175
West Mifflin,175
Palo Alto,174
Warner Robins,174
Sierra Vista (Garden Canon),173
Easton,173
Brownwood,172
Sequoia National Park,172
West Reading,171
Underhill (Town of),171
Prescott,170
Rillito,170
Grosse Ile (Township of),169
Johnstown,168
Brockton,168
Pottstown,167
Columbus (Remainder),167
Flossmoor,165
Milledgeville,165
Merced,165
Minot,164
Endicott,164
Longview,163
Allentown,163
Swoyersville (corporate name for Swoyerville),162
Niles,162
Pensacola,161
Valdosta,159
Homestead,159
Flagstaff,158
Miami Beach,157
Torrington,157
North Miami Beach,156
Nelson,155
Slippery Rock,154
Kittery (census name for Kittery Center),152
Conway,152
Ansonia,152
Sharon,152
Delaware City,152
Randolph,152
Elizabeth,151
North Augusta,151
Seaford,151
Burlington (Burlington Center),149
Braidwood,147
San Pablo,147
Aspen,147
Paul Spur,146
East Hartford (Town of),145
Alpena,145
Lemoyne,145
New Braunfels,143
Wallingford (Town of),142
McCandless Township,142
Fair Lawn,140
Brawley,139
Voluntown,138
Fayetteville,138
Holbrook,137
Margate,137
Glendora,136
South Roxana,135
Grand Prairie,133
Norwich,130
Naugatuck,129
Manchester (Town of),128
Hollis,128
Bisbee,127
Stratford (Town of),126
Meraux,126
Haddam,125
Willimantic,123
Clarkdale,122
Superior,122
Carrollton,121
San Jacinto,119
Athens (corp name Athens-Clarke County),119
Butte-Silver Bow (Remainder),118
Eagar,117
Terre Haute,117
Chino,115
Milford,115
Lawrence,115
East York,114
Folcroft,113
Casa Grande,113
Media,112
Clute (corporate name for Clute City),110
Big Spring,110
Throop,109
Mount Pleasant,108
Tarrant (corporate name for Tarrant City),108
Burlington,107
Steelton,107
Michigan City,107
Ambridge,107
Altoona,107
Dickson,107
Beaver Falls,106
Williamsport,105
Seabrook,105
Welby,104
Santa Ana,103
Marcus Hook,103
Kenner,102
Lorain,102
Lake Havasu City,102
New Castle,101
New Albany,100
Spokane,98
Bountiful,97
Hesperia,95
Dunedin,93
Sonora,93
Clearwater,88
Webb City,87
West Chester,87
San Marcos,86
Aurora,85
Barre,85
East Alton,84
Phillipsburg,84
Morehead City,83
Sauget (Monsanto),82
League City,81
Pocatello,80
Rutland,80
Ellwood City,79
Parker,78
Benicia,78
Berlin,77
Sewickley,77
Lewisville,76
Corsicana,75
Waxahachie,74
Euless,74
Coeur d'Alene,74
Keene,74
Kingman,72
Silver Spring,71
Plant City,71
Waterloo,70
Weslaco,70
West Haven,69
Englewood,67
South Valley,67
Parlier,64
Steamboat Springs,64
East Jordan,63
Alvin,63
Paducah,62
Shirley,62
Perrine,61
East Farmingdale,60
Denton,59
Vancouver,59
Tarpon Springs,59
Lake Forest Park,59
Cloquet,59
Telluride,58
Issaquah,58
Bridgeton,58
Athens,58
Henderson,57
Cedar Rapids,56
Juneau,56
Groton,56
Snohomish,56
La Porte,56
West Valley,55
Onamia,54
Ashland,54
Marrero,54
Red Lake,54
Pittston,54
Dubuque,50
Waggaman,49
Golden,49
Mansfield Depot (Mansfield (sta.)),49
Morristown,48
Fort Lauderdale,47
Putnam (Town of),47
Steubenville,46
Noatak,45
Oak Park,45
Temple Terrace,43
Palm Beach,43
South Tucson,43
Bayonne,43
Denison,42
St. Ann,42
Helena Valley Southeast,41
Rock Island,40
Westland,39
Waukegan,39
Kokomo,39
Brook Park,39
Grants Pass,38
North Valley,38
Wilmette,36
Franklin Park,36
Madeira,36
Billings,35
Charlotte Amalie,35
Spruce Pine,35
Berea,35
Saint Johns,34
Lockwood,34
Due West,33
Mansfield,33
Versailles,32
Glassboro,32
Rio Rancho Estates,32
Bernalillo,32
Glen Burnie,32
Moline,31
Morton Grove,31
Cumberland,31
Lynn,30
Racine,30
Great Falls,30
Fairfield,30
Plymouth,29
Lincoln Park,29
Essex,29
Buechel,29
Hickory,29
St. Matthews,29
Hot Springs,29
Livonia,29
Sherman,29
Ferry Pass,28
Okolona,28
New Bedford,28
Carson,28
Madawaska (census name for Madawaska Center),28
Kenosha,28
Hillside,28
Newbury,27
Yonkers,27
Slidell,27
Pleasure Ridge Park,27
Shively,27
Waupaca,27
Danville,26
Elkton,25
Collinsville,24
Elizabethtown,24
Detroit Lakes,24
Cahokia,24
Cary,24
Naperville,24
Alton,24
Petersburg,24
Wheaton,24
Laurel,24
Addison,24
West Chicago,24
Eau Claire,24
Fall River,23
East Peoria,23
Galesburg,23
Port Neches,23
Bowling Green,23
Darien,23
Ottawa,23
Lake Bluff,22
Belleville,22
Victoria,22
Frankfort,22
Rapid City,22
Milan,22
South Beloit,22
Hyattsville,22
Laconia,22
Salisbury,21
Bradley,21
Evanston,21
Owosso,20
Costa Mesa,20
Pekin,20
Orland Park,20
Quincy,20
Galena,20
Haverhill,20
Champaign,20
Lockport,19
Missoula,19
Cambridge,19
Menominee,19
Winnetka,19
Manitowoc,19
Belle Chasse,18
Coshocton,17
DeKalb,17
Mount Vernon,17
Independence,17
Catlettsburg,17
Blue Lake,17
Frederick,16
Franklin,16
Romeoville (RR name Romeo),16
Lemay,15
Effingham,15
Riverview,15
Nacogdoches,14
Ferguson,13
La Grange,12
Winchester,12
Mayfield,12
Princeton,12
Russellville,12
London,12
Somerset,12
Beaver Dam,12
Madisonville,12
Leitchfield,12
Rosemont,12
Robinson,12
Clyde,12
Highland Heights,12
Shepherdsville,12
Calvert City (RR name Calvert),12
Westbrook,11
Erlanger,11
Cynthiana,11
Corbin,11
Fort Thomas,11
Middlesborough (corporate name for Middlesboro),11
Hazard,11
Pineville,10
Hopkinsville,10
Canon City,10
Glasgow,10
Waukesha,10
Prestonsburg,10
Olive Hill,10
Traverse City,10
Central City,9
Rockdale,9
Lewisport,9
Maysville,8
Shelbyville,8
Thompson Falls,8
Pikeville,8
Alcoa,8
Belpre,8
Harlan,8
Park Forest,7
Wisconsin Rapids,7
Skokie (Niles Center),7
Bloomington,7
Southglenn,6
Brighton,6
Rifle,6
Nazareth,6
Greeley,6
Galveston,6
Boulder,6
Durango,6
Montrose,6
Cortez,6
Fort Collins,6
De Beque,6
Trinidad,5
Beckley,5
Fruita,4
Joseph City,4
Linthicum (census name for Linthicum Heights),4
Longmont,4
Solvay,4
La Follette,3
Arvada,3
Edwardsville,1
Crystal Lake,1
Oak Ridge,1
Rock Falls,1
Glenview,1
Johnson City,1
Pottsville,1
Plainfield,1
Crete,1
Lansdale,1
Harriman,1
