cbsa_name,count
"Salinas, CA",459
"Norwich-New London, CT",451
"Provo-Orem, UT",444
"Douglas, GA",435
"Ponce, PR",427
"Ukiah, CA",424
"Abilene, TX",398
"Indiana, PA",396
"Fargo, ND-MN",393
"Odessa, TX",388
"Cadillac, MI",375
"Chambersburg-Waynesboro, PA",372
"Lexington-Fayette, KY",364
"St. Cloud, MN",357
"Madison, WI",337
"Trenton, NJ",334
"Show Low, AZ",321
"Lubbock, TX",320
"Clearlake, CA",320
"McAllen-Edinburg-Mission, TX",317
"Concord, NH",316
"Greensboro-High Point, NC",313
"Eugene, OR",306
"Waco, TX",297
"Dillon, SC",294
"Augusta-Waterville, ME",289
"Winston-Salem, NC",288
"Wichita Falls, TX",288
"Rome, GA",285
"Minot, ND",284
"Torrington, CT",280
"Burlington-South Burlington, VT",278
"Tyler, TX",274
"Durham-Chapel Hill, NC",272
"Gadsden, AL",270
"Brunswick, GA",268
"Gulfport-Biloxi-Pascagoula, MS",267
"Carbondale-Marion, IL",266
"Nogales, AZ",265
"Lewisburg, PA",258
"Auburn, IN",258
"Green Bay, WI",256
"Shreveport-Bossier City, LA",247
"Owensboro, KY",247
"Texarkana, TX-AR",244
"Medford, OR",241
"Claremont-Lebanon, NH-VT",239
"Sterling, IL",236
"Grand Junction, CO",235
"Morgan City, LA",235
"Gainesville, GA",229
"Grand Forks, ND-MN",214
"Utica-Rome, NY",212
"Midland, MI",208
"Coco, PR",197
"Hilo, HI",194
"Reno, NV",191
"Bedford, IN",191
"Pensacola-Ferry Pass-Brent, FL",189
"Milledgeville, GA",187
"Yuma, AZ",186
"South Bend-Mishawaka, IN-MI",185
"Lincoln, NE",181
"Lake Havasu City-Kingman, AZ",174
"Warner Robins, GA",174
"Salisbury, MD-DE",172
"Visalia-Porterville, CA",172
"Brownwood, TX",172
"Rochester, MN",168
"Merced, CA",165
"Binghamton, NY",164
"Longview, TX",163
"Valdosta, GA",159
"Dover, DE",159
"Glenwood Springs, CO",153
"Rapid City, SD",153
"Alpena, MI",145
"Malone, NY",142
"Fayetteville, NC",138
"Paducah, KY-IL",126
"Midland, TX",125
"Athens-Clarke County, GA",119
"Norwalk, OH",118
"Jackson, TN",117
"Terre Haute, IN",117
"San Angelo, TX",115
"Big Spring, TX",110
"Mount Pleasant, TX",108
"Altoona, PA",107
"Michigan City-La Porte, IN",107
"Williamsport, PA",105
"Spokane-Spokane Valley, WA",98
"Lafayette-West Lafayette, IN",98
"Jamestown, ND",98
"Florence-Muscle Shoals, AL",93
"Sonora, CA",93
"Jackson, WY-ID",90
"Joplin, MO",87
"Barre, VT",85
"Morehead City, NC",83
"Rutland, VT",80
"Pocatello, ID",80
"Berlin, NH-VT",77
"Lewiston, ID-WA",76
"Corsicana, TX",75
"Coeur d'Alene, ID",74
"Keene, NH",74
"Sherman-Denison, TX",71
"Billings, MT",69
"Steamboat Springs, CO",64
"Portsmouth, OH",63
"Columbus, IN",61
"Vineland-Bridgeton, NJ",58
"Juneau, AK",56
"Cedar Rapids, IA",56
"Bemidji, MN",54
"Dubuque, IA",50
"Brainerd, MN",49
"Ottawa-Peru, IL",48
"Morristown, TN",48
"Waterloo-Cedar Falls, IA",46
"Wilmington, OH",42
"Beaver Dam, WI",42
"Kokomo, IN",39
"Wilmington, NC",39
"Salem, OR",38
"Grants Pass, OR",38
"Missoula, MT",38
"Springfield, IL",36
"Cumberland, MD-WV",35
"Frankfort, KY",34
"Mansfield, OH",33
"Great Falls, MT",30
"Racine, WI",30
"Hickory-Lenoir-Morganton, NC",29
"Watertown-Fort Drum, NY",26
"Danville, VA",26
"Eau Claire, WI",24
"Elizabethtown-Fort Knox, KY",24
"London, KY",23
"Bowling Green, KY",23
"Galesburg, IL",23
"Laconia, NH",22
"Victoria, TX",22
"Middlesborough, KY",21
"Kankakee, IL",21
"Champaign-Urbana, IL",20
"Quincy, IL-MO",20
"Owosso, MI",20
"Port Lavaca, TX",20
"Marinette, WI-MI",19
"Manitowoc, WI",19
"Coshocton, OH",17
"Eureka-Arcata-Fortuna, CA",17
"Mount Vernon, IL",17
"Effingham, IL",15
"Gallup, NM",15
"Hailey, ID",14
"Nacogdoches, TX",14
"Sterling, CO",13
"Mayfield, KY",12
"Somerset, KY",12
"Fremont, OH",12
"Madisonville, KY",12
"Sault Ste. Marie, MI",11
"Glasgow, KY",10
"Traverse City, MI",10
"Clarksville, TN-KY",10
"Ca?on City, CO",10
"Bay City, TX",10
"Boulder, CO",10
"Central City, KY",9
"Murray, KY",9
"Maysville, KY",8
"Wisconsin Rapids-Marshfield, WI",7
"Bloomington, IL",7
"Greeley, CO",6
"Durango, CO",6
"Idaho Falls, ID",6
"Fort Collins, CO",6
"Montrose, CO",6
"Beckley, WV",5
"Kalispell, MT",4
"Silver City, NM",4
"Pottsville, PA",1
"Cleveland, TN",1
"Johnson City, TN",1
