cbsa_name,count
"Bishop, CA",6537
"Tahlequah, OK",6532
"Grants Pass, OR",6422
"Butte-Silver Bow, MT",6386
"Bend-Redmond, OR",5795
"Ponce, PR",5770
"Salem, OR",5670
"Klamath Falls, OR",5302
"Lewiston, ID-WA",5286
"Atlantic City-Hammonton, NJ",4824
"Champaign-Urbana, IL",4769
"Bismarck, ND",4296
"Cambridge, MD",4074
"Rochester, MN",4006
"Tallahassee, FL",3951
"Kalamazoo-Portage, MI",3777
"South Bend-Mishawaka, IN-MI",3366
"Sioux City, IA-NE-SD",3166
"Miami, OK",2903
"Youngstown-Warren-Boardman, OH-PA",2871
"Alma, MI",2864
"Madera, CA",2846
"Logan, UT-ID",2677
"Branson, MO",2540
"Terre Haute, IN",2359
"Oxford, NC",2299
"Wilmington, NC",2154
"Redding, CA",2015
"Vernal, UT",1800
"Montgomery, AL",1745
"Oshkosh-Neenah, WI",1468
"Dodge City, KS",1462
"Bremerton-Silverdale, WA",1374
"Cadillac, MI",1373
"Evanston, WY",1356
"Lafayette-West Lafayette, IN",1249
"Auburn, IN",1238
"Riverton, WY",1224
"Cumberland, MD-WV",1200
"Clearlake, CA",1193
"Trenton, NJ",1188
"Crawfordsville, IN",1119
"Kapaa, HI",988
"Saginaw, MI",960
"Seneca, SC",958
"Rock Springs, WY",935
"East Stroudsburg, PA",889
"Truckee-Grass Valley, CA",853
"Mobile, AL",793
"Yuma, AZ",784
"Portsmouth, OH",734
"Brownsville, TN",731
"Clarksville, TN-KY",722
"Flint, MI",701
"Athens, OH",696
"Blytheville, AR",608
"St. George, UT",563
"Coffeyville, KS",373
"Keene, NH",329
"Bellingham, WA",190
"Merced, CA",181
"Grand Forks, ND-MN",166
