local_site_name,count
"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",702
OtisvilleLAKEVILLE MIDDLE SCHOOL,701
ATHENS OU,696
SAMPLING TRAILER LOCATED IN PARKING SPOT BEHIND LAUNDROMAT,683
DEQ Tidewater Regional Office,678
Campo Indian Reservation,662
Chippewa,657
TOP OF CADILLAC MTN (FENCED ENCLOSURE),637
AT THE HARRISON HIGH SCHOOL NEAR INTERSECTION OF I-25 AND CIRCLE DR.,627
PIONEER FORD,618
Nevada City,612
Walnut Community Center,610
Eastwood,586
UTM COORDINATES = INLET PROBE LOCATION,563
UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF BUILDING,556
BOWMAN SCHOOL,546
SM Youth Camp,535
San Luis Obispo,524
UTM COORDINATES = EAST SIDE OF MONITORING TRAILER,520
MSLA Boyd Park,497
Pittsboro,496
SF-USD,494
Flagg Ranch CO Station,448
San Bernardino-Mt. Vernon Ave.,422
I-4 Near Road,416
"AT CESPM, COMISION ESTATAL DE SERVICIOS PUBLICOS DE MEXICALI",406
Newberry School,401
FIA/Lafayette,397
Casino Center,394
UTE 3,386
Mitchell Street,363
Yosemite National Park - Headquarters,347
WATER STREET,329
THIS SITE WAS MOVED FROM A HELICOPTER TOURING COMPANY,310
CHIWAUKEE PRAIRIE STATELINE,302
Roosevelt,300
935 COLO. BLVD. - UCHSC BUILDING,296
Modesto-14th St.,280
Kenner,274
LACEY - COLLEGE ST,270
Shingle Springs-Ponderosa HS,242
Grass Valley-Brunswick Road,241
PINNACLE PEAK,227
FIREHOUSE #6,225
AT THE FIRE STATION,224
Davis-Russel Blvd,207
Merced-18th St.,181
North Braddock,181
Stockton - University Park,180
Stuebenville,177
Perimeter Road,170
Taft NCore PAMS,169
SW OF BONNARD & WOZENCRAFT INTERSECTION,168
ROVER STUDY FROM SCOS97,160
San Jose,155
Ted Walker Park,149
Bethany sch.,134
Near road (moved from Providence; Par/Hayes),119
GT Craig NCore PAMS,95
Lancaster-N. Beech St.,90
Laredo College,63
Santa Clarita-Honby St.,63
