city_name,count
Yukon,7788
Gilbert,7748
Jean,7699
Fairbanks,7699
Providence,7682
Grangeville,7663
Manteca,7611
Millinocket (Town of),7600
Golden,7566
Pinehurst (Pine Creek),7533
Old Town,7480
Baileyville (Town of),7436
Toppenish,7409
Greeley,7366
Bondville,7304
St. Ann,7290
Maryville,7246
Aspen Park,7242
Livermore Falls,7234
Concepcion,7220
Sandpoint,7192
Ontario,7112
Spokane,7105
Laconia,7082
Telluride,7068
Pocatello,7026
Bedford Park,7025
Boston,7006
Branson,6930
Wilmington,6836
Harlingen,6828
Brookhurst,6766
East Hartford,6625
Reno,6608
Kekoskee,6605
Keene,6538
Portsmouth,6534
Ridgecrest,6534
Oceanside,6525
Nicholasville,6501
Middlesborough (corporate name for Middlesboro),6444
Kennewick,6419
Lebanon,6401
Wichita Falls,6358
Madison,6344
Maryland Heights,6342
Enumclaw,6334
Westbrook,6302
Suncook,6278
White Swan,6275
Rockwell,6252
Blaine,6242
Vancouver,6210
Londonderry,6191
Hazard,6184
Hawthorne,6169
Pagosa Springs,6164
Englewood,6136
Temple,6122
Westport,6120
Trimble,6090
West Wenatchee,6078
Cripple Creek,6032
Candor,6029
Peterborough (Peterboro),6017
Stafford (Stafford Hollow),6006
Hartford,5996
Newark,5986
Minneapolis,5944
Greenwich (Town of),5936
Jamestown,5889
Saginaw,5829
North Laurel,5828
Torres-Martinez I.R.,5820
Muskogee,5812
Omaha,5786
Concord,5763
Green Park,5746
Colville,5724
Moscow,5689
Delaware City,5687
Benzonia,5660
Pleasant Grove,5658
Lackawanna,5643
Cornwall,5616
Smithland,5596
Brunswick,5594
Salt Lake City,5583
Goldsby,5576
East Helena,5576
Rocklin,5573
Arbuckle,5568
Wadsworth,5566
Columbus (Remainder),5564
Douglasville,5556
Waterbury,5556
Evans,5540
Oak View,5534
Lewes,5522
Simpsonville,5518
Eau Claire,5514
Braidwood,5472
Chatsworth,5472
Macon,5465
Madison (Town of),5438
Blythe,5400
Waukesha,5380
Battlement Mesa,5349
Mineral King,5342
Marion,5330
Otay Mesa,5313
Conyers,5312
Bridgeton,5278
Seaford,5248
Boise (corporate name Boise City),5214
Bath,5178
Waverly,5162
Rhinelander,5114
Hermiston,5093
Gastonia,5031
Mira Loma,5027
Greensboro,5001
Williston,5000
Goldsboro,4990
Danbury,4984
Fayetteville,4933
Slater,4912
Martinsville,4838
Oakville,4804
North Bend (Northbend),4798
Kinston,4752
North Las Vegas,4728
Cleveland,4710
Sault Ste. Marie,4691
Compton,4690
Lochearn,4614
Mesquite,4606
Wichita,4600
Lincoln (census name for Lincoln Compact),4599
Pleasant Prairie,4559
Saint Marks,4554
Memphis,4554
Mason City,4503
Dripping Springs,4500
Cayce,4484
Glen Burnie,4400
Ferndale,4379
Yellowstone National Park (Also ID + MT),4342
Buckner,4336
Bucksport (census name for Bucksport Compact),4304
Texarkana,4264
Tallahassee,4156
Keeler,4110
Jalama,4104
Mammoth Lakes,4102
Michigan City,4099
Olancha,4072
El Toro,4070
Polk City,4060
Charleston,4048
Glens Falls,3954
Bar Harbor (census name for Bar Harbor Center),3947
Borger,3842
Tualatin,3838
Redwood National Park,3836
Liberty,3820
Orange,3818
Richland,3808
Nashua,3781
Enid,3758
Hallsville,3758
Taylors,3746
Big Spring,3714
Kaukauna,3712
Clairton,3692
Casper,3684
Rye,3602
Grand Canyon,3570
Skiatook,3551
Southport,3545
McDonald,3489
Avalon,3480
Sheboygan,3458
North Braddock,3349
Dover-Foxcroft,3327
East Highland Park,3318
Sanford,3312
Garland,3310
Columbus,3274
Glassport,3230
Sutter,3204
Fairfield,3200
Kenosha,3104
Manitowoc,3102
Tatum,3096
Cove,3047
Mecca,3028
Aspen,3016
Canon City,3010
Escalante,2954
San Marcos,2942
Lakeville,2922
Queen Valley,2904
Riviera Beach,2896
Makawao,2882
Silverton,2856
Mercedes,2848
Shaver Lake,2843
Salmon,2808
Alma,2796
Dunn Center,2744
Coos Bay,2696
Kountze,2694
Schurz,2602
Pryor (corporate name Pryor Creek),2602
Breckenridge Hills,2560
Rockdale,2556
Royal Pines,2542
Big Pine,2504
Inver Grove Heights (RR name Inver Grove),2484
Rosemount,2478
Mount Carmel,2476
Seven Oaks,2473
Fort Gibson,2460
Yosemite National Park,2398
Cave Rock,2384
Shadyside,2316
Leavenworth,2232
Portage,2189
Rome,2184
Warrensville Heights,2173
Mobile,2165
Cottonwood West,2146
East Chicago,2142
Bountiful,2116
Jefferson,2116
Roy,2087
Magna,2082
Guadalupe,2064
Terrell,2049
Hillsboro,2048
Calvert City (RR name Calvert),2046
Potosi,1998
Alpena,1962
Algonac,1946
Point Reyes National Seashore,1930
Shepherdsville,1916
Lancaster,1794
Provo,1787
Flower Mound,1758
La Crosse,1674
South Coffeyville,1626
Bayamon,1616
North Charleston,1600
Follansbee,1600
Sinclair,1598
Floresville,1586
St. Charles,1574
Midland,1570
Karnes City,1566
Platteville,1534
Greenville (Town of),1519
Biddeford (RR name Biddeford-Saco),1440
Superior,1440
College Station,1438
Glenrock,1417
Petrified Forest National Park,1415
Kaycee,1412
Granite City,1410
McMinnville,1409
Salinas,1396
Watsonville,1392
Hollister,1372
Evergreen,1318
Monterey,1276
Sheldon,1274
Everman,1252
Scranton,1214
Laramie,1168
Enterprise,1156
Warren,1108
James Town,1106
Mansfield Center (Town name Mansfield),1086
Crockett,1042
Lindon,1030
South Eliot,1026
Incline Village-Crystal Bay,1022
Due West,1022
Riverton,1000
Hemet,996
Norco,978
Oakland,958
Newcastle,950
Lincoln,948
Effingham,916
Harrah,914
Chatham,910
Moss Landing,908
Ponemah,896
Anacortes,884
Helena,842
Cupertino,836
Cody,834
Lovell,824
Signal Hill,786
Glenwood Springs,786
Vonore,774
Sheridan,766
East Jordan,760
Polson,751
Cheyenne,744
Salton Sea Beach,740
Boulder City,732
Torrington,730
El Monte,728
Marietta,694
Rock Springs,674
Del Rio,668
Hempstead,642
Pittsboro,614
Loudon,612
Rosenberg,611
Norton Shores,602
Poughkeepsie,557
Warsaw,554
Winona,546
Bradley,510
Story City,488
Ennis,482
Kelso,470
Lennox,470
Sequoia National Park,463
Stowe Township,454
Paulsboro,450
Vienna,446
Burkburnett,432
New Orleans,432
Reading,420
Diboll,412
Coffeyville,408
Lapwai,394
Toledo,390
Green River,372
Madison Heights,370
Foley,368
Traverse City,366
Tarrant (corporate name for Tarrant City),364
Tahoe City,362
Elizabeth,360
Mandan,356
Gasquet,352
Diamondville,342
Kenner,322
Plymouth (census name for Plymouth Compact),301
Shreveport,300
Roseburg,288
Wauseon,280
Bellview,240
Jonesport (Town of),240
Wetumpka,236
Ironton,236
Olean,232
Ambler,227
East Liverpool,206
Tehachapi,184
Mount Baldy (Mt. Baldy),184
Brackenridge,184
Klamath Falls,180
Apple Valley,172
Gresham,172
Daggett,171
Syracuse,129
Laplace (La Place),92
Lytle,62
Freeport,62
Pueblo West,60
Deckerville,34
Pinson,20
Flagstaff,1
