address,count
F Range (1000Yd marker off Wilderness Trail),8505
3333 1/2 Hwy 6 South,8501
" 151 NO SUNRISE BLVD, ROSEVILLE, CA",8479
Lone Pine MET @ SEWER PONDS,8475
Moxa,8472
"TARZWELL ROAD, NARRAGANSETT",8469
7210 1/2 Bayway Drive,8464
"814 14TH ST., MODESTO",8462
2020 Vidaurri Ave,8400
4533 RAEFORD RD,8396
"Millington Wildlife Management Area, Massey - Maryland Line Road (Route 330)",8395
Antelope Mine Met Station,8393
"Corner of Athol and Telescope, Trona",8388
"Padonia Elementary School, 9834 Greenside Drive",8371
13881 I94 EAST,8370
12532 1/2 Nuestra Drive,8367
"100 SUNRISE BLVD., COLUSA",8358
"CAMP ROBERT WEBB, 1486 CAMP WEBB ROAD",8356
"TWO LIGHTS STATE PARK, Near the Obsevation Tower",8348
WHITEROCKS & COUNTY ROAD,8326
GREAT SMOKY MOUNTAINS NP - CADES COVE,8319
"UWM NORTH CAMPUS, 2114 E KENWOOD BLVD",8301
SECOND & CARPENTER STREETS,8296
6000 SOUTH AND 10000 WEST (MYTON),8290
3656 PIEDMONT MEMORIAL DRIVE,8242
Solvay Met Tower,8226
"RPL- SUBSTATION / TEST RD. & SALISBURY RD.- 1678 Salisbury Rd. S. Richmond, IN",8219
" 3337 Sandy Way, South Lake Tahoe, CA",8205
650 R E Thomason Loop,8189
"600 E. VALLEY PKWY., ESCONDIDO",8189
HARRISON AVE,8161
AMERADA HESS #1,8155
2600B Webberville Rd,8065
1 MI. NE OF IGNACIO ON COUNTY RD. 517,8052
"6005 LEWIS AVENUE, ATASCADERO, CA 93422",8049
NCore - North Cheyenne Soccer Complex,8032
"NO CHEYENNE, BADGER PEAK, COLSTRIP",8025
3560 Aldino Road,8004
867 E. LAUREL Dr,7997
12552 Second St,7984
"ASARCO - ZINC PLANT, EAST HELENA",7958
" 12490 BRUCEVILLE RD, ELK GROVE, CA",7951
NO ADDRESS; NOT IN A CITY,7948
200 N Gordon Street,7935
ROTH ROAD,7934
5050A Yvette Drive,7932
14790 County Road 1145,7929
1650 Airport Drive,7926
"MAMMOTH, Corner of Old Mammoth Road and HWY 203,  MAMMOTH LAKES",7919
700 Zaragosa St,7918
14290 Morris Dido Newark Rd,7893
3033 New Authon Rd,7882
42404 SE NORTH BEND WAY,7878
4100 Fairway Dr,7877
320 Old Hueco Tanks Road,7865
100 E Heath St,7858
"3301 PACIFIC AVENUE, PIRU, CA  93040",7858
"14306 PARK AVE., VICTORVILLE, CA",7850
"1100 PASEO INTERNATIONAL, OTAY MESA, CA",7843
"LIBERTY: Highway & County Home Road, Liberty, 64068",7835
2022 NORTH BEACON/ Fort Wayne- Beacon St.,7814
1130 EASTWAY DRIVE,7812
7571 HWY. 5505,7802
1441 ROSSANLY DRIVE,7760
"NO CHEYENNE, GARFIELD PEAK, COLSTRIP",7716
Buffalo (WARMS station),7704
"MONO SHORE, HWY 167, 10 Mile Road, N shore Mono Lake",7695
RUMFORD MILL ROUTE 2,7684
"Sheridan, WARMS station",7675
3790 S Houston St,7671
2105 NORTH BOYER AVENUE,7671
OLANCHA; 131 WALKER CREEK RD. - 1 MILE E OF OLANCHA,7662
"229 SERVICE RD., WATFORD CITY",7658
1520 PATTERSON AVE.,7652
"1155 REDWOOD AVE., EL CAJON",7642
"NO CHEYENNE, MORNINGSTAR, COLSTRIP",7639
BEARPAW - MGP #3,7638
490 W. Michigan Blvd. Michigan City- W. Michigan Blvd.,7634
"Athletic Fields, off of 2083 Lawrenceville Road",7631
12th St. and Auraria Parkway,7602
0.2 MILE N OF BALD KNOB RD AT WLKY TOWER- PSI/Duke Energy- Gallagher Network / Bald Knob,7555
"11245 Port Hudson-Pride Rd. Zachary, La",7540
"SAUVIE ISLAND-SSB/ROUTE 1, BOX 442",7540
HOLIDAY INN,7535
"SULLIVAN ST., WATER TREATMENT PLANT",7530
7354 W. US 36/ SHENANDOAH H.S.- MIDDLETON,7522
"MOUNT RAINIER NP, TAHOMA WOODS ADMIN",7519
716 PLEASANT VALLEY ROAD,7513
"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",7511
4530 N 17TH AVENUE,7484
4522 Park Rd,7467
107 Mocassin,7463
Hwy 134 & Spur 449,7438
"26081 VIA PERA, MISSION VIEJO, CA 92691",7411
9472A Hwy 1484,7406
"STP,  Wright Park Drive,  DUNKIRK",7389
"9501 West Airport Drive, Visalia, CA 93277",7349
5504 South Collins Street,7349
"Crumb Hill Road, Camp GEORGETOWN",7344
"Newcastle, WARMS station",7324
"PMC/3745 SW MARSHAL PL., PENDLETON",7304
65180 Belleview Road,7303
LANDFILL ACCESS RD.,7296
"MT.PLEASANT HS, 1121 FOREST RD.",7293
HAMMONASSET STATE PARK,7283
SEQUOIA & KINGS CANYON NP,7283
1850 Hawkins Camp Rd,7279
4503 Croix Pkwy,7279
"228 W. PALM AVE., BURBANK",7277
(NO STREET ADDRESS; ON ISLAND),7261
CALLE EL CID,7249
2700 Disney,7210
" 923 POOLE STREET, MOJAVE, CA 93501",7209
"King Farm, 160 Ralph King Path, Rockmart, Georgia, 30153",7206
1630 W. PAMPAS LANE,7199
"BLAQTC - LOCKWOOD PARK, OLD HARDIN ROAD",7185
700 West San Francisco Ave,7182
"PINEHURST/PINEHURST SCHOOL, PINEHURST",7175
"43301 DIVISION ST., LANCASTER, CA",7174
"BLAQTC - LAUREL, 1/2 MI E OF CENEX",7168
"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",7146
"PET FOR NAT PARK, NEAR OLD SW ENTERANCE ON OLD ROUTE 180",7141
4405 AIRPORT RD-PARADISE CA,7124
BEARPAW MGP #5,7118
717 South Akard,7072
GRANT-ASHTON ROADS PHILA NE AIRPORT,7064
5707 Up River Rd,7057
Big Piney Site #3,7051
9901 INDIANA ST.,7040
9610 SEVENTH STREET SW,7029
"22224 PLACERITA CANYON RD, SANTA CLARITA",7013
LOUDONVILLE RESERVOIR  300 ALBANY SHAKER RD,7000
"12100 CALLE REAL, LAS FLORES CANYON",6966
"BLAQTC-BRICKYARD LANE,1430 LOCKWOOD ROAD",6926
"FORT MOUNTAIN, STATE HWY 52, COHUTTA OVERLOOK, CHATSWORTH, GA 30705",6921
"3648 N. LONG BEACH BLVD., LONG BEACH",6920
"P.O. BOX 948   TAHLEQUAH, OK  74464",6898
"5555 OVERLAND AVE., SAN DIEGO",6887
MOHAWK MOUNTAIN ROAD (see coordinates),6884
Haystack Mine Up-Wind TEOM and Met,6871
2300 N M. L. KING JR DR,6867
"INTERSECTION OF APPLE AND PINE, KAMIAH",6865
"FIVCO HEALTH DEPARTMENT, 2924 HOLT STREET",6853
601 NORTH LA CANADA DRIVE,6849
710 W. MICHIGAN ST.,6848
NO STREET ADDRESS; NOT NEAR A CITY,6843
5565 Kirkpatrick,6840
9597 N. COACHLINE BLVD,6837
"900 AIRPORT RD., SANTA YNEZ",6837
"SPRING CREEK COAL, SITE #1, DECKER, MT",6821
20420 Park Road,6805
824 Sayle Street,6784
"8315 HIGHWAY 8, KENMARE",6780
605 Avenue L,6772
Hiawatha Green Site,6770
1519 WASHINGTON AVE,6762
"AUDUBON GOLF COURSE, 450 MAPLE ROAD",6748
"POLSON SADDLE SHOP, 1ST STREET & 4TH AVE",6741
4545 Navajo St.,6708
416 S. STATE ST. HWY 1/ WEST UNION,6687
645 1/4 PITKIN AVE.,6684
481 S. 150 W. / FLORA AIRPORT,6679
"1660 JEB STUART, FT. BLISS MILITARY BASE",6673
"ZION NATIONAL PARK, UTAH",6664
"1029 ETHEL ST, CALEXICO HIGH SCHOOL",6658
11500 N. Roxborough Park Rd.,6650
109B  Brazoria Hwy 332 West,6646
"LFC #4-LAS FLORES CANYON, CAPITAN",6598
"PERRY COUNTY HORSE PARK, 354 PERRY PARK ROAD",6594
"TRAILER,185 DINGENS STREET (near WEISS ST.)",6528
"UABC, CALZADA BENITO JUAREZ, MEXICALI",6524
