observation_count,count
24,7046500
23,1218049
22,286043
21,99457
18,71284
20,43500
19,37899
17,35679
16,24558
15,19004
14,15856
13,13905
12,13268
11,11830
10,11235
9,10426
8,8555
7,7021
2,6312
6,6000
5,5215
4,4541
3,3802
1,2533
