address,count
WAMSUTTER SOUTHEAST PORTION OF SWEETWATER COUNTY,5456
"807 SOUTH IRWIN ST., HANFORD",5443
"3727 N FIRST ST, FRESNO",5425
"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",5383
301 E COMBS RD QUEEN CREEK,5376
2501 RANDOLPH AVENUE,5366
"BRANCH STREET: 100 Branch Street, St. Louis, MO 63102",5358
3000 EAST 16TH AVENUE,5317
3800 MENDENHALL LOOP ROAD,5239
2498 N. GERONIMO,5237
SOUTH GREEN & DELAWARE,5203
CITY LIBRARY 6TH AND QUINCY,5195
1101 E-SHA LANE,5155
"310 N CHURCH ST, VISALIA",5153
"TARRANT, ELEM. SCH., 1269 PORTLAND STREE",5147
"275 S ELLIS, CHANDLER",5132
"840 LAUREL, GLENDORA",5109
1979 Fairview Rd,5083
"2935 SOUTH 8560 WEST MAGNA,UTAH",5083
"1015 SIKES BLVD., LAKELAND",5066
120 Mill St.,5062
"601 E BUTLER DR & N 6TH ST,PHOENIX",5019
"LIZARD TAIL, NE Shoreline Owens Lake",5014
420 E. MAIN  ST.,5010
"MARK TWAIN STATE PARK: 20057 State Park Office Road, Stoutville, MO 65283",5009
7101 BIRCH ST.,5008
"5749 S. TRACY BLVD., TRACY",5007
4700A SAN MATEO NE,5000
416 ALABAMA AVENUE,4997
66725  MARTINEZ ROAD,4961
10TH ST. & VINE ST. DAVENPORT,4958
"545 CENTRAL AVENUE, OXNARD, CA  93030",4954
"939 Stewart St. Knoxville, TN 37917",4940
Corner of Florida Ave & Orleans Ave,4931
J Harold Tillman Hlt Ct 222 S Campbell S,4921
16825 N. DYSART,4918
"CASA BLANCA/PRESCHOOL ROAD, BAPCHULE, AZ 85221",4884
50 TU SU LANE,4878
Dodge City Community College,4849
51 Nasco Avenue,4847
1310 CLEVELAND AVE,4844
2857 N MILLER RD-S SCOTTSDALE STN,4843
2323 S ARIZONA AVE,4843
Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,4828
ANTELOPE SITE 6,4821
CHARLESTON - 209 MORRIS STREET,4820
2300 North Glasscock,4816
