county_name,count
Will,3740
Barceloneta,3735
Thurston,3713
Kenton,3708
Duval,3702
Houston,3694
Yukon-Koyukuk ,3690
Escambia,3672
Wyoming,3540
Durham,3530
Rock Island,3530
St. Bernard,3484
Horry,3459
Anchorage ,3428
Dane,3370
Henderson,3342
Sussex,3301
Tompkins,3085
Winnebago,3084
Norfolk City,3080
Guaynabo,3060
Santa Cruz,3055
Harford,3054
Phillips,3041
Forest,3030
Lemhi,2945
Ouachita,2938
Mille Lacs,2935
Plaquemines,2916
Wrangell Petersburg,2900
Florence,2858
Jones,2826
Alpena,2728
Aiken,2713
Carson,2676
Passaic,2658
Beaufort,2557
Morton,2514
Deer Lodge,2479
Sumter,2478
St. Charles,2436
Beltrami,2430
Grady,2422
Fairfield,2420
Allegan,2406
Pittsburg,2403
Stearns,2362
Koochiching,2357
Norfolk,2335
Grenada,2278
St. John the Baptist,2180
Rockdale,2141
Lenoir,2106
Snohomish,2034
Otter Tail,1980
Eddy,1970
Frederick,1928
Greeley,1859
Caroline,1795
McKenzie,1758
Merrimack,1743
Richmond City,1734
Oakland,1717
Bristol City,1704
Ingham,1655
McCracken,1644
Lubbock,1638
Roanoke City,1626
Warren,1538
Manitowoc,1515
Daviess,1488
Cowlitz,1466
Laurel,1464
Uintah,1435
Muskegon,1431
Mineral,1430
Tuscola,1380
Kenosha,1374
Muscatine,1372
Clinton,1368
Guilford,1366
North Slope ,1350
Sumner,1344
Bay,1343
Smith,1328
Forrest,1314
Boulder,1312
Columbia,1305
Carlton,1264
Morgan,1242
Winchester City,1230
St. Tammany,1219
Laurens,1214
Cooper,1200
Grand,1185
Summers,1160
Cache,1158
Dickson,1146
Madera,1134
Dillon,1124
Sherburne,1123
Wright,1117
Kershaw,1093
St Croix,1080
McLeod,1077
Sandoval,1060
Wasco,1052
Morrison,1038
Dona Ana,1025
Freeborn,1020
Swift,1015
Jeff Davis,1002
Goodhue,991
Page,984
Nicollet,968
Crow Wing,963
Roseau,959
Kandiyohi,953
Pine,949
Anderson,939
White,936
Bergen,928
Pipestone,928
Ashley,912
Kleberg,894
Kearny,889
Wise,886
Grant,885
Yellow Medicine,883
Itasca,862
Eagle,859
Barbour,810
Gallia,798
Deschutes,794
Broadwater,748
Miller,744
Brooke,720
Logan,708
Ozaukee,661
