county_name,count
Androscoggin,1870
Roanoke City,1849
Tehama,1847
Thurston,1844
Trego,1843
McKinley,1832
Dubois,1820
Marshall,1805
Saint Clair,1800
Talladega,1794
Nez Perce,1769
Lander,1764
Baltimore,1748
Etowah,1745
Maury,1742
Glacier,1723
San Francisco,1722
Alexandria City,1713
Chautauqua,1693
St Croix,1681
Catawba,1617
Caddo,1616
Windham,1615
Fredericksburg City,1603
Bullitt,1591
Merrimack,1588
Davis,1586
Carlton,1558
Ulster,1541
King William,1523
Bergen,1498
Sweet Grass,1458
Stillwater,1441
Sumner,1428
Floyd,1426
Hopewell City,1368
Lea,1358
Sitka ,1312
Bayamon,1305
Bibb,1296
Bell,1289
Ward,1272
New Hanover,1251
Chaves,1228
Manati,1227
Macon,1220
Kauai,1220
Olmsted,1218
Culpeper,1212
Peoria,1212
Hendricks,1211
Mineral,1209
St Thomas,1199
Manatee,1198
Kenai Peninsula ,1196
Uintah,1195
West Baton Rouge,1195
Eau Claire,1192
Harrison,1170
Midland,1170
Macoupin,1152
Chattooga,1140
San Mateo,1133
Eagle,1132
Frederick,1120
Calhoun,1114
Ohio,1097
Stutsman,1085
Saginaw,1067
Charlottesville City,1064
Lemhi,1062
Trinity,1059
Richmond City,1055
Atlantic,1050
Onslow,1020
DuPage,1019
Asotin,1018
Del Norte,1017
Bristol,1016
Spalding,1014
Barnwell,1011
Livingston,1005
Walker,1003
Alexander,1001
Edgecombe,995
Rock Island,992
Muscogee,988
Wood,988
Whatcom,979
Aiken,977
McLean,969
Chelan,961
Genesee,956
St. Charles,928
Deer Lodge,916
Ouachita,908
Passaic,905
Cascade,902
Graham,896
Dougherty,896
Harlan,889
Marengo,882
Morgan,880
Christian,863
Glynn,853
Chesapeake City,847
Vermillion,844
Duchesne,839
McDowell,832
Sherburne,824
Spartanburg,823
Russell,822
Barceloneta,801
Herkimer,799
Carolina,797
Hardin,794
Somerset,784
Caswell,782
Vilas,782
White Pine,779
Grand Forks,773
Dakota,771
Osage,770
Houston,769
Prince William,763
St. Lucie,758
Caribou,747
Cheshire,741
Haywood,738
Tazewell,738
Kitsap,735
Swain,734
Cowlitz,734
Blaine,730
Spencer,718
Rio Grande,716
Broome,714
Athens,712
Pasquotank,712
Martin,710
Lenoir,707
Grand,706
Tooele,703
Mitchell,693
Wicomico,692
Strafford,689
Clallam,676
Bethel ,668
Northumberland,666
Montrose,647
