county_name,count
Loudon,794
Fairfax City,782
Choctaw,754
Sheridan,744
Knox,736
Alcorn,732
Umatilla,730
Muhlenberg,730
Trigg,726
Limestone,724
Marshall,716
Obion,714
Panola,682
Goshen,658
Wood,632
Westchester,617
Medina,613
Posey,585
Grand Forks,562
Carson City,552
Williamson,530
Latimer,489
Comanche,457
Goodhue,450
Roberts,365
Rutherford,354
Stark,353
Ohio,328
Brewster,246
Sheboygan,238
Mendocino,236
Newport News City,232
Sullivan,220
Johnston,194
Christian,184
DuPage,178
Mason,176
Jasper,100
Berrien,87
Dutchess,63
