county_name,count
Sedgwick,4600
Sullivan,4582
Wakulla,4554
Cerro Gordo,4503
Hays,4500
Forest,4488
Whatcom,4379
Ashland,4354
Oldham,4336
Escambia,4333
Power,4317
Bowie,4264
Del Norte,4188
Leon,4156
LaPorte,4099
Kanawha,4048
New Madrid,3964
Leelanau,3942
Robertson,3920
St John,3907
Hutchinson,3842
Moffat,3796
Titus,3732
Ward,3724
Outagamie,3712
Vigo,3599
Monterey,3580
Brunswick,3545
Trego,3540
Woodbury,3496
Benewah,3483
Door,3442
Callaway,3430
Person,3430
Andrew,3402
Henrico,3318
Lee,3312
Converse,3283
Freestone,3154
Manitowoc,3102
Rusk,3096
Pitkin,3016
Caldwell,2942
Pinal,2904
Maui,2882
Utah,2817
Gratiot,2796
Santa Cruz,2732
Coos,2696
Hardin,2694
Mineral,2602
Mayes,2602
Milam,2556
Buncombe,2542
Wabash,2476
Vermillion,2474
Grays Harbor,2444
Houghton,2408
Coweta,2338
Walla Walla,2322
Belmont,2316
Walworth,2306
Leavenworth,2232
Mobile,2165
Spartanburg,2126
Augusta,2120
Davis,2116
Eddy,2088
Weber,2087
Marshall,2046
Alpena,1962
Montrose,1962
Bullitt,1916
Wise,1814
Maries,1753
Grand,1714
Paulding,1702
La Crosse,1674
Nowata,1626
Bayamon,1616
Brooke,1600
Wilson,1586
Midland,1570
Karnes,1566
Marathon,1560
Brazos,1438
Apache,1415
Yamhill,1409
Lackawanna,1214
Summit,1160
New York,1160
Logan,1142
Beltrami,1132
Tyler,1128
Trumbull,1108
Alamosa,1106
Putnam,1072
Contra Costa,1042
Abbeville,1022
Lucas,990
Alameda,958
Weston,950
Pittsylvania,910
Edgefield,884
Park,834
Big Horn,824
Sheridan,766
Charlevoix,760
Kiowa,733
Goshen,730
Morton,714
Hampton,686
Val Verde,668
Cabell,658
Waller,642
Oconee,634
Hendricks,614
Loudon,612
Fort Bend,611
Canyon,578
Kosciusko,554
Winona,546
Grady,510
Gloucester,450
Wood,446
Orleans,432
Berks,420
Angelina,412
Amherst,370
Grand Traverse,366
New Hanover,348
Caddo,300
Cowlitz,260
Elmore,236
Lawrence,236
Cattaraugus,232
Northwest Arctic ,227
Chester,226
Columbiana,206
Medina,150
St. John the Baptist,92
Atascosa,62
Pueblo,60
Sanilac,34
