local_site_name,count
N OF ALCAN & WOODROW BEAN TRANS MOUNTAIN INTERSECTION,1290
LOCATED IN PENTHOUSE ATOP CUSTOMS BUILDING,1274
Corcoran-Van Dorsten Ave,1272
DENVER MUNICIPAL ANIMAL SHELTER,1272
John Chesnut Sr. Park - East Lake,1270
Fond du Lac Band 7416,1264
Flint Hills Refinery 421,1264
TAKOMA SCHOOL,1262
CHEROKEE HEIGHTS,1260
GILSON ROAD,1258
"DECATUR, Alabama",1242
Eagle Mountain Lake,1234
SITE LOCATED OFF PARKING LOT 2.,1233
Paterson,1233
Winchester Courts Building,1230
LAURENS COUNTY OFFICE COMPLEX,1214
Arvin-Bear Mtn,1209
Federal Cartridge,1200
SAN JACINTO TOXICS SITE #1 MOUNTAIN VIEW HIGH SCHOOL,1194
NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,1190
Arches NP,1185
Southerly WWTP,1182
Oakridge - (OAK),1182
Canton,1170
Corcoran-Patterson,1164
NW OF SAN BENITO AND S. BANDERA AVE.,1160
KEENEY KNOB MOUNTAIN,1160
Weymouth,1159
WINTON,1156
U of M - Duluth,1150
Welby,1144
DISH Airfield,1144
Franklin- Active Adult Center,1140
HELENA,1126
Lewis Elementary School,1125
DILLON CITY-COUNTY OFFICE BLDG.,1124
ELK RIVER CITY HALL,1123
Mid-City Industrial,1122
ROOF OF RALEIGH COURT LIBRARY,1122
JAMES ISLAND FIRE STATION #2,1117
St. Michael Elementary School,1117
PNS,1112
COOK COUNTY TRAILER,1110
Mitchell Street,1110
Folsom-Natoma St.,1097
KERSHAW COUNTY HEALTH DEPT.,1093
Pleasanton - Owens Ct,1090
MPCA SITE 0958 1997/1998 AIR TOXICS SITE,1090
"MPCA SITE 1241, AIR TOXICS SITE",1083
SITE NAME WEST LAKELAND  1999/2000 STATEWIDE AIR TOXIC SITE  0301,1080
Phillips Community Center,1080
Lewiston,1078
CHANNELVIEW NORTH,1078
Lincoln Park School,1077
1999/2000 STATE WIDE AIR TOXICS STUDY HUTCHINSON SITE 4301,1077
SOUTH OF SCHOOL,1071
Red Lake District,1068
LACEY - COLLEGE ST,1068
Providence Community Healh Center,1065
"KITCHAGAMI REGIONAL LIBRARY, 1 STORY BUILDING",1062
Talahi School,1054
Sunrise Acres,1050
Leech Lake Nation: Chatfield,1050
William Owen School,1050
SITE IS LOCATED ON A WELL HOUSING SHELTER IN THE CAR LOT,1044
Keeler,1044
AIR TOXICS MONITOR,1038
Alexandria toxics site,1037
Bottineau / Marshall Terrace,1033
PARLIER,1031
MPCA SITE 0260,1026
CAMP LOGAN TRAILER,1024
Albert Lea City Hall,1020
"MOORHEAD SENIOR HIGH SCHOOL,  1 1/2 STORY BUILDING",1019
SCHLEUTER FARM_(HOLLOWAY),1015
Brandon Township,1015
"WINONA MIDDLE SCHOOL,  2 STORY BUILDING",1014
SAN JACINTO TOXIC SITE #2 SCHOOL DISTRICT HEADQUARTERS,1013
JOHN ONDOV NEW SUPERSITE AT MTA EMPLOYEE PARKING LOT,1008
PRAIRIE WINDS MIDDLE SCHOOL,1008
Clearbrook,1006
Johnson-Riley Road,1004
McDonald Observatory,1002
2501 S 150TH SEATAC N - BETWEEN 24TH AND 26TH AVENUES,996
MPCA SITE 5356,991
Mendenhall School,990
BEAVER ISLAND STATE PARK,989
French Quarters Jackson Square,989
Luray Caverns Airport,984
NYS ID  7097-09,983
DISTRICT 81,980
North Mankato,968
Benicia - VIP,968
Savannah-Market Street,966
TWO MILE CREEK ROAD,965
Fort Ripley,963
Ferro,960
FERRO CORP.,960
MPCA 2401 1997/1998 AIR TOXICS SITE,959
ANN ST.,955
Willmar,953
MPCA SITE 1400,949
SITE IS ON A PLATFORM ON GROUNDS OF KENTUCKY WESLEYAN COLLEGE,948
COMPOSTING FACILITY AT FRESHKILLS LANDFILL,943
NORTH OF LEXINGTON & EAST ARKANSAS INTERSECTION,942
NOWPP,942
D.S.S. BLDG.,939
"375 WILSON, ALPENA CO.",939
SEARCY,936
H L SNEED MIDDLE SCHOOL,932
MPCA SITE 4002 AIR TOXICS STUDY,928
GREENPOINT,926
General Electric Plant,922
San Francisco - Bayview Hunters Point,920
EAST OF GLOYD & NOLEN INTERSECTION,913
CROSSETT,912
ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),911
CROMER,903
Jeffersonville- Bates-Bowyer Ave.,902
Hudson K-8,900
University of New Orleans,895
National Seashore,894
Napa Valley College,890
POINT=CENTER OF MANMADE MATERIALS AT SITE,889
NYS ID 7097-10,888
Decatur Thompson,886
MPCA SITE 7608,886
36 FEET FROM NORTH POINT ROAD,883
MPCA SITE 4003 1997/1998 AIR TOXICS SITE,883
NE OF 5TH STREET & AVENUE K INTERSECTION,882
Buffalo Near-Road,876
DOWN WIND FROM LTV,876
Vista View Park,870
Delta,870
PECAN,862
Itaska County Courthouse,862
MIDDLE SCHOOL - ROOF,859
Flower Mound Shiloh,856
Near Rd,855
South St. Anthony Park,849
Carbondale Rocky Mountain School (Boathouse),846
Rochester Near-Road,839
WEBBERVILLE ROAD (WETX),838
CONROE AIRPORT; SE OF OAKTREE & AIRPORT RD INTERSECTION,834
Port Authority,832
"CLINTON, CHANCY PARK",814
CAP SITE,812
CLIO,810
"INDIAN HILLS JR HIGH, CLIVE IA, FRM R&P SEQ. SAMPLER (1),ROOF",806
HACAP,806
THIS IS THE CORPUS CHRISTI POTH SITE/NEAR THE COASTAL REFINERY CO.,800
PEMBROKE HIGHWAY DEPARTMENT,799
????,785
Marrero,765
Martinez - Pacheco Blvd.,765
Lubbock-PM25,756
Tacoma_East M AKATacoma Portland Ave Reservoir,754
Paterson Public School - PS2,750
GREY SITE,744
MSLA Boyd Park,744
Alpine,739
WEST PHOENIX,738
BEAUFORT COUNTY HEALTH DEPARTMENT,729
Camp Villere National Guard Training,725
KAWK PARK,723
Follansbee Middle School - Jefferson Primary School*,720
Lafreniere Park,719
MONITOR ON TOP OF PRIMETIME PIZZA BUSINESS,708
PAMS PROBE LOCATED ON ROOF ABOVE LAB OF SBCAPCD OFFICE BUILDING,703
Cleveland Fire St4,702
W 3rd,702
Senior Center Air Monitoring Station,696
SE POLICE STATION,678
Paterson Public School - PS10,675
St Johns Air Monitoring Site,672
SW OF WEBBERVILLE RD. & PLEASANT VALLEY RD. INTERSECTION,670
HARRINGTON BEACH PARK,661
Kooker Park,661
DUE WEST,661
San Jacinto Elementary School - Deer Park Junior High School*,660
Garfield County Library,647
BILOXI FIRE STATION NO. 8,644
MERRYWOOD,642
GLOBEVILLE CLINICARE,638
East Charleston Microscale Site,636
CONGAREE NATIONAL PARK,634
COM ED TRAINING CENTER,632
TRENTON,632
Madera-Library,630
LONG BEACH FIRE STATION NO. 1,630
UNIFIED COMMAND CENTER; LATIMER ROAD BURN SITE,623
Camp Pendleton,622
Shenipsit State Forest,613
"R&P SEQ. SAMPLER, CO-LOCATED, CORE SAMPLER, ROOF TOP, SLAMS",612
FIRE STATION AT GRAPEVINE,605
DP4th - Detroit Police 4th Precinct (GHIB),604
OPEN FIELD/RESIDENTIAL AREA BY DESCHUTES RIVER. CITY PUMP STATION.,600
San Diego-Barrio Logan,596
LOCATED APPROXIMATELY 1 MILE NORTH OF I-5 AND I-80 FREEWAYS,596
ST. LOUIS - MIDWEST SUPERSITE,594
TRI COMMUNITY COLLEGE,593
SW OF BONNARD & WOZENCRAFT INTERSECTION,587
PLAYGROUND BEHIND CROISSANT PARK ELEMENTAEY SCHOOL,577
"DIAMOND HILL MINE DOWNWIND,INDIAN CRK RD;ACCESS RD 150 MTRS E",576
NE OF AVE. DE LA INDUSTRIA & TOMAS FERNANDEZ INTERSECTION,562
Concord - Arnold Industrial Way,558
TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),556
"CLINTON, RAINBOW PARK",554
Military Park (GHIB),548
SOUTH VALLEY,546
OWENSBORO PRIMARY,540
Elk Grove-Bruceville,539
Queens College Near Road,535
VEHICLE EMISSIONS LABORATORY,534
2ZR SITE MOVED FROM RIO RANCHO CITY HALL TO SENIOR CENTER,530
STERLING STATE PARK,528
PICKLE RESEARCH CENTER (PITX),526
TRAVIS HIGH SCHOOL (TRTX),525
MURCHISON MIDDLE SCHOOL (MUTX),524
SITE IS LOCATED AT PARK ELEMENTARY SCHOOL ON ROOFTOP,522
"309 W LAKE ST, 17.5 FEET NORTH OF TAYLOR STREET",516
ROUND ROCK FIRE STATION (RRTX),513
Church St.,505
Madera-Pump Yard,504
MT VIEW-WHISMAN PARK,500
"COBACH, CALLE GUADALAJARA JUST SOUTH OF AVENIDA REVOLUCION, MEXICALI",499
SCHOOL (EASTSIDE),498
LOCATED AT 8' BY 16' MOBILE SHELTER AT WEST END OF PARKING LOT,492
BLUE HILL OBSERVATORY,492
Calahan Park,492
WARDLAW School,488
Rosselle,488
HANCOCK ELEMENTARY SCHOOL,483
Ohio Bell,480
North Champlain Street,478
UVM Campus,477
Route2/Mary Street,477
UVM Farm/I-89,477
"Nenahnezad, NM school (Nenmsch)",470
SITE LOCATED AT NORTHEN OF SCHOOL BUILDING,468
VANCOUVER - BLAIRMONT DR,467
FIELD OFFICE - CONTINUOUS MONITORING - REPLACES 33-015-0009,466
Exxon/Mobil,463
SOUTH ROAD BRENTWOOD,459
SANDHILL,452
Chico-Salem St.,443
EXXON DOCK (TERMINAL),442
KILN WATER UTILITIES,441
AT THE DALLAS/FORT WORTH AIRPORT,440
CHARLESTON COUNTY HEALTH DEPARTMENT,432
SAMPLET LOCATED ON GROUND ON NORTH SIDE OF SCHOOL,429
BETHUNE ELEMENTARY SCHOOL,426
Aurora Hills Visitors Center,423
Denver Swansea Elementary School,420
GATES RUBBER,417
SITE LOCATED ON GROUND AT SW CORNER OF FIRE STATION,416
Gopher Ethanol,414
SITE LOCATED NEXT TO OLD COLUMBIA RD AND ADJACENT TO AN OPEN FIELD,411
"CR KENDALL-BSA SITE #4, HILGER",408
Santa Anita Christian Academy,405
GEORGETOWN COUNTY HOSPITAL,403
LOCATED ON NORTH SIDE OF STREET,403
Flax Pond,400
CROSS STREETS CAL DEL TECNOLOGICO & CHAPULTEPEC,397
Vancouver-NE Vancouver Plaza Dr,396
Harriet Tubman Middle School,395
NEWBURYPORT HARBOR ST PARKING LOT,394
"CR KENDALL-N TOWNSITE #3, HILGER",392
Charles Russell Elementary School ,390
150 FT FROM ADAMS ST AND 500 FT FROM LONG LAKE AVE,390
NORTHBOUND 200 FT TO STREET,390
SITE LOCATED ON THE SOUTH SIDE OF THE SCHOOLS WEST WING,390
Calexico-Grant Street,390
ON THE 3RD FLOOR OF VERMONT NATURAL RESOURCES AGENCY,387
State St-New Haven,384
SITE LOCATED IN BORDERLAND STATE PARK.,383
ON STATE SCHOOL #44,379
SITE NEAR WEST SIDE OF BUILDING NEAR MAIN ENTRANCE,377
Shafter,376
"BETWEEN MR MINING OPERATIONS & UPTOWN BUTTE,SW SIDE OF BERKELEY PIT",374
KELLY BOX,372
Pitt Agri. Center,366
Tualatin Bradbury Court (TBC) - Near Road Site,366
SOUTH BEND CAAP,366
Bayonne,365
SITE NEAR EAST SIDE OF BUILDING ABOVE MAIN ENTRANCE,364
Indpls.- E. 16th St.,364
Smoky Row Near Road,364
SPIRIT LAKE,364
DELRAY BEACH,355
Big Sandy,354
SITE IS LOCATED IN SOUTHWEST CORNER OF CLASSROOM BUILDING,351
ST. BERNARD,348
Enterprise High School,345
NEWBURGH,342
Ripple Creek Pass,340
CR School,334
Everman Johnson Park,331
FARR HALL,330
Bucktown - Coast Guard Station,328
DUKE POWER SUBSTATION,327
UNITS ARE ON THE ROOF,324
El Centro-9th Street,324
Coast Guard Reservation,315
Fritchie Park (McClane City),312
WESTGATE MOBILE HOME PARK,310
Little Earth Residental Complex,308
San Diego-12th Ave,306
COLUMBIA WATER Treatment Plant,305
San Jose,305
Enochville School,303
Life Skills of Trumbull County - Academy of Arts and Humanities*,300
Felton Elementary School,300
Friendship Park,299
WESTSIDE CORRALES,296
Blue Lake,295
"AT THE INSTITUTO TECNOLOGICO DE MEXICALI, MEXICALI, BCN",293
"CONALEP, EJIDO PUEBLA S/N, MEXICALI, BCN",285
Concord Elementary School,282
REPL PLA,282
PONCA CITY SENIOR CENTER,281
French Market Area,280
PORTABLE SHELTER BETWEEN SAUK AND OTTAWA AVES ALONG BAY BEACH RD,276
San Jose-Moorpark Ave.,273
Longmont,271
Lyons,270
Eliza Downwind,270
ALONG SOUTH BOULDER CREEK NEXT TO LAFAYETTE WATER TREATMENT PLANT,269
"AT CBTIS, CORNER OF CALZADA CUAUHTEMOC & CALLE RIO ELOITA, MEXICALI",267
Boulder Fire Station,265
COGGON ELEMENTARY SCHOOL BLDG. NORTHERN LIMITS OF LINN COUNTY,258
Arlington Municipal Airport,256
A420770004LAT/LONG POINT IS OF SAMPLING INLET,255
North Birmingham Elementary School,255
Arabi Site,252
East Jordan,252
Chicora Elementary School,248
Seattle-6th & Jackson,248
Churchrock School Toxic Project,247
Brighton Fire #55,246
Fort Pike State Monument,242
Seattle-Yesler Way,242
MT Tunnels - Ranch # 1A,241
Niwot Ridge,237
"PROGRESSO, 1 BLOCK NORTH OF HGWY 2 IN COLONIAL PROGRESSO, MEXICALI",235
Indpls- W. 18th St./ Ernie Pyle School 90,234
NORTH VALLEY,228
H Avenue,228
Soto Street Elementary School,225
Fort Lee Near Road,225
Cleveland Fire St13,223
Lapwai High School,223
SF-USD,222
Venetian Isles/Chef Menteur Area,221
U.S. Coast Guard Reservation,216
LEAD SITE TO REPLACE 390350055 EAST OF MASTER METALS,216
Paulsboro High School,214
Toledo Elementary School,214
LOCATED ON FUELING BUILDING ON A PIER IN THE MARINA,210
Spruce Pine Town Hall,210
Sunnyside Elementary School,210
Mabel Holmes Middle School,207
WIS RAPIDS TOXICS SITE,207
GARDEN PLACE SCHOOL,205
ELIZA-NR,204
"Emma Wood State Beach, Ventura",198
Portsmouth WTP,196
"Animal Shelter, Providence",195
Sheffield,193
"BLOCK S PASEO DEL LOS HEROES & GRAF AL RODRIGUEZ, TIJUANA, BCN",193
"Vogelaar Park, Glenwood Springs",192
Prineville - Davidson Park,192
Greenwich Point Park,191
Slidell Wastewater Treatment Plant,182
Leech Lake School Air Toxics,182
Morongo Air Monitoring Station,182
Temple Elementary School,180
Crabbe School,180
Hatcher School,180
COMMUNITY CENTER,180
Providence Community Health Center,180
TROUT LAKE,176
ERWM,175
LIVONIA-NR,174
County Line,174
LAKE MURRAY TECHNOLOGY CENTER (IRMO),174
NW Harllee Elementary School,170
Intermediate School 143,165
Sto-Rox Elementary School - Sto-Rox Middle School*,164
FT. SMITH,163
St. Helens Elementary School,163
San Jose - Piedmont,163
VA HOSPITAL,162
LOUDONVILLE,162
Colvin Elementary,161
BETWEEN ADM GROWMARK GRAIN ELEVATOR AND BUNGE CORP GRAIN EVALATOR,156
Tacoma-S 36th St,156
Meadow and Bank Streets,156
Mayo Clinic,154
"Rincon Daycare Site  (""RIIR"")",153
Elm Street Elementary School,150
Clairton,150
Lincoln Elementary,150
Abraham Lincoln Elementary School,150
Jefferson Elementary School,150
Young Scholars Academy,150
Spain Elementary School,150
Ponemah School,150
Whitwell Elementary School,150
East HS,149
WEST PARIS SHIRLEY DAMM,147
22ND & CRAYCROFT,146
Cherry Grove,144
Burns - Washington Park (BWS),144
Burnside,138
Walnut Creek,135
BOSTON KENMORE SQ,132
A420910013LAT/LON POINT IS OF CORNER OF TRAILER,130
Kenansville,129
A420170012LAT/LONG POINT IS OF SAMPLING INLET,128
Southside Playground,127
LULLING,126
Butner,126
2nd Street and Garfield Ave,126
JACKSON PURCHASE (PADUCAH PRIMARY),126
Tracy-Holden farm,122
WAUPACA TSP SITE - HWYS 22/54,120
DURANGO COMPLEX,120
DAYTON RESERVOIR SITE,116
Lenoir (city),116
BOURNE,116
TEMPE,114
824 Thorne Ave,112
AIRPORT PROPERTY SEVERAL METERS FROM RUNWAY ACCESS,111
New Hanover,109
Greenway Neighborhood,108
Leggett,107
TRAILER ON CAMPUS OF INDUSTRIAL TECH HIGH SCHOOL,106
suez water pump station,105
"Gardiner, Pray Street School  (GPSS)",105
MT Tunnels - Clancy Ck # 4,105
West Johnston Co.,102
Skyline Park,102
METALS SITE LOCATED ON ROOF OF JOHNSON PLUMBING COMPANY,102
"OWNER IS WALTON E. CARLSON PROPERTY AT 1504 17TH AVE., MENOMINEE",100
WEST OF THE INTERSECTION OF W. BAKER RD. & DECKER DR.,96
Nordale SPM Simpson,96
Lab Annex,96
HILLS,95
BROADWAY & SWAN,95
Jackson-Buena Vista Rd.,93
A420110009LAT/LONG POINT IS OF SAMPLING INLET,90
Green Elementary School,89
YORK CMS,84
Roosevelt School-Bridgeport,80
MANITOWOC METALS,80
Arroyo Grande-Ralcoa,78
Seattle-Union Station,75
Seattle-8th & Jackson,75
The Ohio Valley Educational Service Center,72
Stevens Creek Elementary School,72
Rule High School (relo),69
Pittsboro,69
Belle Glade,68
Fuquay-Varina,66
Greeley - West Annex Bldg,66
GREAT LAKES WATER INSTITUTE,65
"CORNER OF PASEO MORELOS S/N & CALLE RIO LERMA, TECATE, BC, MEXICO",64
YJ LAO BUILDING EAST CAROLINA UNIVERSITY GREENVILLE NC,63
LEROY WOOD SCHOOL,62
Seattle-Yesler Community Center,60
River Road SPM Simpson,60
Seattle-Danny Woo Memorial Garden,60
Stockton - University Park,59
Laura MacArthur School,58
Missile Site Park,55
Algonquin Parkway,54
Modesto-County Center,54
San Leandro-Thornton Ave.,54
MARION,51
SITE LOCATED ABOUT 2000 FT. NORTH OF ELKEMS METALS EMISSION SOURCES.,48
Franklinton,46
Seattle S King Street,45
Visalia-W. Ashland Avenue,45
Seattle-Denise Louis Ed Center,45
EISENHOWER PARK,44
PRINCE ROAD,44
Chatfield State Park,43
FLAT AGRICULTURAL TERRAIN. INSIDE PG&E GAS PIPELINE MAINTENANCE_YARD,42
BOSTON CITY SQUARE,41
FORT COLLINS - WEST,38
ROCKY FLATS-N,38
LOCATED ON PLATFORM,36
OAKLAND,32
Eden Gardens Fundamental Elementary School,32
Payne-Phalen Neighborhood,30
Gas Station,28
Court House,28
Durham Armory,28
Upper Main St Near,28
Lyndale Neighborhood,28
Upper Main St Far,28
Upper Main St mid,28
"AV. ALFONSO GARCIA GONZALEZ #555, Y EJERCITO NACIONAL, MEXICALI, BCN",27
Riverside Elementary School,26
Lone Pine PM,24
Columbus-Health Department,20
BROADWAY,20
GADSDEN,20
Woodlawn,20
Fire Station #8,20
A420110015LAT/LON POINT IS OF SAMPLING INLET,20
SOUTH OF CRAWFORD & POLK INTERSECTION,19
PARADISE ROVER STUDY,19
MILWAUKEE - FIRE DEPT. HQ,17
Lincoln Park Elementary School,16
UTICA HEALTH DEPT,15
A420791207LAT/LON POINT IS OF SAMPLING INLET,15
STORAGE TANKS,15
Garage Daily,15
Belvedere Road,15
PRESIDENCIA MUNICIPAL/CITY HALL,14
Kreutz Creek Valley Elementary School,13
ACADIA NATIONAL PARK RANGER STATION;SITE MOVED JANUARY 1998,12
Minnesota International Middle Charter School,12
TV TOWER LOCATED AT AUBURN NC,11
PUMP HOUSE-DOWN WIND SITE,11
Saint Josaphat School,11
Lamkin Elementary,11
Fresno-Olive St.,6
Lebanon,6
"SE CORNER OF VACANT LOT, SOUTH OF RESIDENCE AT 411 9TH AVE S",6
Jamesville School,6
