cbsa_name,count
"Crawfordsville, IN",1118
"Cookeville, TN",1106
"Findlay, OH",1044
"Elizabeth City, NC",1008
"East Stroudsburg, PA",888
"Marietta, OH",885
"Yuma, AZ",782
"Jackson, WY-ID",749
"Hermiston-Pendleton, OR",744
"Union City, TN-KY",732
"Corinth, MS",732
"Manitowoc, WI",730
"Tupelo, MS",730
"Sheridan, WY",717
"Tuscaloosa, AL",714
"Blytheville, AR",548
"Salinas, CA",522
"Newport, OR",298
"Bay City, MI",156
"Columbia, MO",118
