cbsa_name,count
"Lafayette-West Lafayette, IN",2560
"Ellensburg, WA",2560
"Springfield, MO",2530
"Peoria, IL",2495
"Lewiston-Auburn, ME",2476
"Lawrenceburg, TN",2473
"Pocatello, ID",2449
"Claremont-Lebanon, NH-VT",2448
"Decatur, IL",2404
"Lewiston, ID-WA",2395
"Athens-Clarke County, GA",2391
"Lincoln, NE",2386
"Flint, MI",2353
"Lansing-East Lansing, MI",2318
"Branson, MO",2317
"Houghton, MI",2273
"Concord, NH",2262
"Georgetown, SC",2224
"Dalton, GA",2216
"Michigan City-La Porte, IN",2198
"Roswell, NM",2194
"Adrian, MI",2179
"Taos, NM",2144
"Lakeland-Winter Haven, FL",2140
"Santa Cruz-Watsonville, CA",2128
"Centralia, WA",2127
"Jamestown-Dunkirk-Fredonia, NY",2097
"Napa, CA",2093
"Laramie, WY",2082
"Eureka-Arcata-Fortuna, CA",2073
"Amarillo, TX",2029
"Augusta-Waterville, ME",2018
"Manitowoc, WI",2004
"Holland, MI",1981
"Winona, MN",1979
"Espa?ola, NM",1964
"Sanford, NC",1939
"Brunswick, GA",1922
"Gainesville, FL",1861
"Spartanburg, SC",1841
"Marietta, OH",1839
"Nogales, AZ",1806
"Vineyard Haven, MA",1793
"Kinston, NC",1779
"Ruidoso, NM",1775
"Mount Vernon-Anacortes, WA",1774
"Emporia, KS",1773
"Merced, CA",1761
"Ukiah, CA",1744
"Salisbury, MD-DE",1714
"Tupelo, MS",1676
"St. Joseph, MO-KS",1669
"Fort Smith, AR-OK",1644
"Winchester, VA-WV",1631
"Cape Coral-Fort Myers, FL",1628
"Bozeman, MT",1603
"Hagerstown-Martinsburg, MD-WV",1595
"Florence, SC",1569
"Ponce, PR",1557
"Laurel, MS",1536
"Casper, WY",1534
"Baraboo, WI",1530
"Waterloo-Cedar Falls, IA",1508
"Lubbock, TX",1474
"Rockford, IL",1465
"Morgantown, WV",1455
"Utica-Rome, NY",1450
"Bend-Redmond, OR",1412
"Bloomington, IN",1411
"Warner Robins, GA",1406
"Greenville, NC",1404
"Greenwood, SC",1403
"Valdosta, GA",1396
"Gainesville, GA",1386
"Miami, OK",1385
"McAlester, OK",1381
"Brainerd, MN",1379
"Hattiesburg, MS",1371
"Muskegon, MI",1363
"Springfield, OH",1357
"Palm Bay-Melbourne-Titusville, FL",1355
"Elizabethtown-Fort Knox, KY",1343
"Grenada, MS",1335
"Keene, NH",1327
"Carlsbad-Artesia, NM",1308
"Williston, ND",1307
"Norwich-New London, CT",1306
"Deltona-Daytona Beach-Ormond Beach, FL",1281
"Middlesborough, KY",1273
"Jackson, TN",1251
"Laconia, NH",1243
"Texarkana, TX-AR",1228
"Sevierville, TN",1208
"Pittsfield, MA",1196
"Lafayette, LA",1193
"Hermiston-Pendleton, OR",1185
"Florence-Muscle Shoals, AL",1168
"Parkersburg-Vienna, WV",1164
"Salem, OR",1155
"Milledgeville, GA",1153
"Monroe, LA",1131
"Lewisburg, PA",1123
"Tyler, TX",1115
"Springfield, IL",1107
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1106
"Lima, OH",1095
"Port St. Lucie, FL",1091
"Coeur d'Alene, ID",1058
"St. Cloud, MN",1054
"Iowa City, IA",1025
"Albany, GA",1017
"Juneau, AK",1016
"Tahlequah, OK",1000
"Gadsden, AL",998
"Rocky Mount, NC",988
"Red Bluff, CA",983
"Panama City, FL",980
"New Castle, PA",969
"Seneca, SC",968
"Daphne-Fairhope-Foley, AL",967
"Altoona, PA",963
"El Dorado, AR",960
"Muncie, IN",948
"Cullowhee, NC",943
"Niles-Benton Harbor, MI",932
"Hobbs, NM",931
"London, KY",914
"Longview, WA",909
"Athens, TN",904
"Bemidji, MN",903
"Waco, TX",889
"Port Clinton, OH",883
"Great Falls, MT",879
"Appleton, WI",875
"Kingsville, TX",874
"Prineville, OR",869
"Guayama, PR",868
"Olympia-Tumwater, WA",868
"Meridian, MS",867
"Quincy, IL-MO",867
"Searcy, AR",856
"Sheboygan, WI",853
"Corsicana, TX",851
"Hot Springs, AR",849
"Silver City, NM",848
"Yuma, AZ",837
"Kennewick-Richland, WA",836
"Carson City, NV",835
"Vincennes, IN",835
"Muskogee, OK",832
"Pueblo, CO",824
"Santa Fe, NM",824
"Lynchburg, VA",820
"Ithaca, NY",816
"Harrisonburg, VA",813
"Marion, NC",811
"Sandpoint, ID",808
"Janesville-Beloit, WI",808
"Bay City, MI",803
"Evanston, WY",799
"Cleveland, TN",797
"Scottsbluff, NE",789
"Athens, OH",784
"Malone, NY",776
"Tuscaloosa, AL",771
"Fayetteville-Springdale-Rogers, AR-MO",765
"Wausau, WI",760
"Point Pleasant, WV-OH",754
"Ottawa-Peru, IL",748
"Lebanon, PA",736
"Albany, OR",731
"Gardnerville Ranchos, NV",729
"Rockland, ME",728
"Dodge City, KS",721
"Fort Payne, AL",719
"Houma-Thibodaux, LA",718
"Wenatchee, WA",718
"Richmond-Berea, KY",705
"Bloomington, IL",704
"Ocala, FL",695
"La Crosse-Onalaska, WI-MN",692
"Walla Walla, WA",689
"Elmira, NY",688
"Natchez, MS-LA",685
"Hammond, LA",681
"Kokomo, IN",681
"Twin Falls, ID",677
"Cambridge, MD",670
"Grand Island, NE",662
"Dothan, AL",661
"Cookeville, TN",658
"The Dalles, OR",656
"Brookings, SD",652
"Kingston, NY",621
"Aberdeen, SD",621
"Fort Madison-Keokuk, IA-IL-MO",618
"Ashtabula, OH",615
"Vineland-Bridgeton, NJ",613
"Alexandria, LA",612
"Iron Mountain, MI-WI",607
"Mason City, IA",606
"Killeen-Temple, TX",604
"Mount Vernon, IL",604
"Racine, WI",600
"Victoria, TX",600
"Charlottesville, VA",599
"Goldsboro, NC",598
"Platteville, WI",584
"Williamsport, PA",584
"Richmond, IN",575
"Saginaw, MI",571
"Clarksburg, WV",570
"Cleveland, MS",567
"Hilton Head Island-Bluffton-Beaufort, SC",566
"Sonora, CA",564
"Alpena, MI",563
"Dyersburg, TN",560
"Joplin, MO",558
"Fairmont, WV",557
"Ardmore, OK",553
"Aberdeen, WA",553
"Eufaula, AL-GA",551
"Marion, OH",550
"Columbus, MS",546
"Greenfield Town, MA",529
"Steamboat Springs, CO",527
"Eau Claire, WI",524
"Pahrump, NV",519
"Oxford, NC",517
"Talladega-Sylacauga, AL",509
"Beckley, WV",505
"Burlington, NC",499
"Somerset, KY",498
"Scottsboro, AL",491
"Ames, IA",485
"Pullman, WA",482
"Bellefontaine, OH",479
"Columbus, IN",460
"Enid, OK",457
"Mayaguez, PR",456
"Gallup, NM",455
"Washington, NC",452
"Watertown, SD",448
"Lumberton, NC",442
"Frankfort, KY",440
"Ludington, MI",435
"Ogdensburg-Massena, NY",429
"Deming, NM",422
"Indiana, PA",418
"Traverse City, MI",416
"Warren, PA",410
"Morristown, TN",403
"Kapaa, HI",396
"Cumberland, MD-WV",387
"Madison, IN",384
"Whitewater-Elkhorn, WI",383
"Wisconsin Rapids-Marshfield, WI",373
"Helena-West Helena, AR",371
"Columbia, MO",370
"Boone, NC",367
"Palatka, FL",367
"Eagle Pass, TX",365
"Moscow, ID",364
"Binghamton, NY",350
"Russellville, AR",348
"Watertown-Fort Atkinson, WI",343
"Central City, KY",342
"Seymour, IN",338
"Minot, ND",331
"Ionia, MI",329
"Alexandria, MN",327
"Red Wing, MN",324
"Gaffney, SC",323
"Walterboro, SC",322
"Effingham, IL",322
"Moses Lake, WA",320
"Fergus Falls, MN",320
"Blacksburg-Christiansburg-Radford, VA",311
"Troy, AL",308
"Adjuntas, PR",308
"Oshkosh-Neenah, WI",305
"Wilmington, OH",300
"Price, UT",297
"Watertown-Fort Drum, NY",297
"Washington, IN",295
"Marquette, MI",293
"Marshall, MN",291
"Bremerton-Silverdale, WA",290
"East Stroudsburg, PA",289
"Wichita Falls, TX",286
"Vicksburg, MS",278
"Jacksonville, NC",275
"Jonesboro, AR",269
"New Philadelphia-Dover, OH",266
"College Station-Bryan, TX",262
"Lufkin, TX",260
"Elizabeth City, NC",259
"Escanaba, MI",258
"Naples-Immokalee-Marco Island, FL",257
"Chambersburg-Waynesboro, PA",255
"Shelton, WA",254
"Mount Vernon, OH",253
"Coffeyville, KS",251
"Morehead City, NC",251
"Craig, CO",248
"Mankato-North Mankato, MN",248
"Cedar City, UT",247
"Sumter, SC",246
"Barre, VT",243
"Coco, PR",235
"Big Spring, TX",234
"Sayre, PA",234
"Mount Pleasant, TX",230
"Fallon, NV",227
"Fond du Lac, WI",227
"Lake City, FL",226
"Americus, GA",226
"Wabash, IN",212
"St. Marys, PA",211
"Newport, OR",207
"Arkadelphia, AR",206
"Fremont, OH",202
"Fernley, NV",201
"Safford, AZ",198
"Brownsville, TN",196
"Somerset, PA",196
"Washington Court House, OH",196
"Othello, WA",195
"Warsaw, IN",194
"Jefferson City, MO",191
"Corvallis, OR",190
"Orangeburg, SC",190
"North Platte, NE",190
"Roseburg, OR",188
"DuBois, PA",188
"Hutchinson, MN",188
"Glens Falls, NY",187
"Albert Lea, MN",187
"Sebastian-Vero Beach, FL",183
"Pottsville, PA",181
"Ca?on City, CO",180
"Blytheville, AR",176
"Willmar, MN",175
"Bluefield, WV-VA",175
"Roanoke Rapids, NC",175
"Aguadilla-Isabela, PR",174
"Sebring, FL",172
"Summerville, GA",171
"Dubuque, IA",170
"Borger, TX",167
"Carbondale-Marion, IL",165
"Huntington, IN",156
"Pine Bluff, AR",154
"Mansfield, OH",154
"Abilene, TX",152
"Picayune, MS",150
"Crawfordsville, IN",146
"Brookings, OR",144
"Mayfield, KY",143
"Pierre, SD",142
"Findlay, OH",139
"Crestview-Fort Walton Beach-Destin, FL",139
"Staunton-Waynesboro, VA",137
"Grand Forks, ND-MN",135
"Fremont, NE",132
"Morgan City, LA",128
"DeRidder, LA",128
"Edwards, CO",125
"Coos Bay, OR",123
"Arecibo, PR",122
"Bucyrus, OH",116
"Stillwater, OK",112
"Mountain Home, ID",109
"Lexington, NE",109
"Weatherford, OK",109
"Manhattan, KS",108
"Tullahoma-Manchester, TN",104
"Bartlesville, OK",104
"Farmington, MO",99
"Montrose, CO",99
"Auburn, IN",97
"San Angelo, TX",91
"Beatrice, NE",80
"Tiffin, OH",80
"Cambridge, OH",79
"Marinette, WI-MI",78
"Sterling, IL",77
"Union City, TN-KY",76
"Midland, TX",75
"Brownwood, TX",75
"Ketchikan, AK",74
"Jamestown, ND",73
"Breckenridge, CO",73
"Hailey, ID",72
"Dillon, SC",72
"Salina, KS",72
"Sherman-Denison, TX",71
"Alma, MI",66
"Corinth, MS",66
"Garden City, KS",59
"Battle Creek, MI",58
"Burley, ID",57
"Shawnee, OK",57
"Hudson, NY",55
"Bay City, TX",53
"West Plains, MO",52
"Pontiac, IL",50
"Coshocton, OH",49
"Alamogordo, NM",45
"Danville, VA",45
"Defiance, OH",44
"Dunn, NC",41
"Martinsville, VA",41
"Menomonie, WI",40
"Sterling, CO",39
"Greeneville, TN",38
"Port Lavaca, TX",37
"Mexico, MO",37
"Grants, NM",37
"Fort Morgan, CO",37
"Newport, TN",36
"Madisonville, KY",32
"Kearney, NE",32
"Lawrence, KS",32
"Olean, NY",31
"Murray, KY",30
"Zanesville, OH",29
"Kankakee, IL",29
"Durant, OK",28
"Johnson City, TN",28
"Cullman, AL",28
"Ocean City, NJ",27
"Chillicothe, OH",26
"Anniston-Oxford-Jacksonville, AL",25
"Key West, FL",25
"Glasgow, KY",25
"Wilson, NC",25
"Seneca Falls, NY",24
"Duncan, OK",24
"Del Rio, TX",24
"New Bern, NC",24
"Hastings, NE",23
"Camden, AR",23
"Mount Pleasant, MI",23
"Fort Dodge, IA",22
"Fredericksburg, TX",22
"Clarksdale, MS",22
"Bedford, IN",22
"Hannibal, MO",21
"Greenville, MS",21
"Marshalltown, IA",21
"Sandusky, OH",21
"Shelbyville, TN",21
"Dayton, TN",20
"Gloversville, NY",20
"Maysville, KY",20
"Brevard, NC",20
"Woodward, OK",18
"Paris, TN",18
"Wooster, OH",18
"Lincoln, IL",18
"Selma, AL",17
"Jackson, OH",16
"Laurinburg, NC",16
"Stevens Point, WI",16
"Plattsburgh, NY",15
"Susanville, CA",15
"Cordele, GA",15
"Norwalk, OH",15
"Norfolk, NE",14
"Columbus, NE",14
"Lock Haven, PA",13
"Ada, OK",13
"Punta Gorda, FL",13
"Cortland, NY",13
"Big Stone Gap, VA",13
"Coldwater, MI",13
"Clewiston, FL",13
"Forrest City, AR",12
"Auburn-Opelika, AL",12
"Batesville, AR",12
"Charleston-Mattoon, IL",12
"Albertville, AL",12
"Alexander City, AL",12
"Galesburg, IL",11
"Ottumwa, IA",11
"Oxford, MS",11
"Mount Airy, NC",11
"Marion, IN",11
"Sidney, OH",10
"Las Vegas, NM",10
"Cape Girardeau, MO-IL",10
"Hope, AR",10
"Winnemucca, NV",10
"Blackfoot, ID",10
"Moultrie, GA",10
"Burlington, IA-IL",9
"Altus, OK",9
"Magnolia, AR",9
"Clovis, NM",9
"Enterprise, AL",9
"Jackson, MI",9
"Greenville, OH",8
"Rexburg, ID",8
"Merrill, WI",8
"Poplar Bluff, MO",8
"Urbana, OH",8
"Yankton, SD",8
"Shelby, NC",8
"Wahpeton, ND-MN",7
"Okeechobee, FL",7
"Big Rapids, MI",7
"Rockingham, NC",7
