address,count
"Forest Road, VILLAGE OF MILLBROOK, Inst of Ecosystem Studies",5861
200 YARDS S. OF S650 & 1/4 M E. OF W400- ALCOA P2,5795
"789 N. WILLOW STREET, INDEPENDENCE",5793
"PACIFICORP NAUGHTON PLANT KEMMERER, WY",5775
WAMSUTTER SOUTHEAST PORTION OF SWEETWATER COUNTY,5768
6024 HIGHWAY 200,5758
7421 Park Place Blvd,5755
"5749 S. TRACY BLVD., TRACY",5745
AMAX EAGLE BUTTE MINE EB-5 OLD RURAL,5696
375 AIRPORT DRIVE,5685
"Chevron Kemmerer Mine SB-IV (Fomerly PITTSBURG & MIDWAY COAL), KEMMERER, WY",5679
"WEST SIDE REUBENS-GIFFORD RD, REUBENS",5644
"171 WEST 1370 NORTH, BOUNTIFUL, UTAH",5618
"2820 M St., Bakersfield, CA 93301",5512
LONG ISLAND,5466
"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906",5416
South Pass WyDot,5401
"8395 BEAVER RUN ROAD, MIDLAND, GA 31820",5391
FRONTIER AVE AT 55TH STREET,5378
"South Coal, WARMS station",5347
"96 STATE STREET, Rutland, Vermont",5330
966 W 32ND,5323
500 11TH ST NW,5301
ROOSEVELT ST.,5280
7528 W. APPLETON AVE.,5262
1520 PATTERSON AVE.,5247
"807 SOUTH IRWIN ST., HANFORD",5241
"20401 BEAR MTN BLVD, ARVIN, CA., 93203",5181
"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",5148
NARM Met Station,5114
Antelope Mine Met Station,5108
"5555 OVERLAND AVE., SAN DIEGO",5104
"8601 60TH STREET N.,PINELLAS PARK, FL .",5068
FRESHKILLS WEST   310 West Service Road,5065
2446 GALLIA PIKE,5060
"2 YARMOUTH ROAD, RG&E Substation",5057
"5558 California Ave., Bakersfield CA 93309",5051
SUNSET BLVD,5041
Coal Creek Mine Met Station,5028
Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,4986
"310 N CHURCH ST, VISALIA",4984
"CARROLL COLLEGE, 225 N. GRAND AVE.",4962
2300 N M. L. KING JR DR,4961
12500 St. Rd. 62-Charlestown State Park/ Indiana Armory,4946
Genesis Alkali-Westvaco Upwind (West of facility),4932
37TH & SOUTHERN AVENUE,4896
Jim Bridger Met Site,4873
"Wyoming Refining, RODEO St., Newcastle, WY",4867
2 miles south of Ouray and south of the White and Green River confluence,4860
366 E HARTFORD DR,4849
"CAMP ROBERT WEBB, 1486 CAMP WEBB ROAD",4841
"814 14TH ST., MODESTO",4839
1200 29TH STREET,4830
Caballo Mine Met.,4827
"5888 MISSION BLVD., RUBIDOUX",4818
" 151 NO SUNRISE BLVD, ROSEVILLE, CA",4818
"VAADI ROAD, PERCH RIVER",4813
"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",4807
2 Miles west of Redwash atop Deadman's Bench,4802
"DAYVILLE- 3488 EBLE RD, Newburgh",4782
"100 SUNRISE BLVD., COLUSA",4780
1000 E. OHIO,4760
"58 HARVEY ROAD, Underhill, Vermont",4757
Rawhide Mine Hill Met Site,4748
"1309 T ST., SACRAMENTO, CA. 95814",4727
5130 POINSETTIA PLACE,4712
230 AIRPORT RD S.,4706
"FS-590 RACQUET CLUB AVE, PALM SPRINGS",4696
"468 MANZANITA AVE, CHICO",4696
PACK MONADNOCK SUMMIT,4660
200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,4624
G&G/CORNER OF GARRET & GOULD,4615
"1029 ETHEL ST, CALEXICO HIGH SCHOOL",4605
"237 1/2 N. 'D' ST., PERRIS",4585
"22224 PLACERITA CANYON RD, SANTA CLARITA",4570
4700A SAN MATEO NE,4563
"3425 N FIRST ST, FRESNO",4534
1769 S JEFFS RD,4491
"2806 N. ASH ST., LA GRANDE",4488
700 North Bullis Road,4482
CASINO DRIVE/NORTH END SITE,4465
9610 SEVENTH STREET SW,4453
"TRAILER,WEST END OF FARMINGTON ROAD",4452
"3120 E. 30TH ST., WASHINGTON PARK",4449
"46-990 JACKSON ST., INDIO",4439
1800 N. 18th Street,4409
"108 CHERRY STREET, BURLINGTON",4399
Kimberly Met Tower- 50 Highway 50,4393
"Kootenai Water District Building on West Lancaster Road - north of HAYDEN, IDAHO",4389
LOCATED IN A TREE FARM (Cheeka Peak),4387
Juel Spring - 20 miles NW of Farson on the west side of US Highway 191,4382
NORTH OF EDWARDSPORT,4379
"Lathrop E. Smith Environmental Education Center, 5110 Meadowside Lane",4344
1300 W. Old Liberty Road,4341
906 S BROADWAY - SANTA MARIA,4322
"Millington Wildlife Management Area, Massey - Maryland Line Road (Route 330)",4309
"150 SOUTH WINOOSKI AVENUE, Burlington, Vermont",4272
"1839 South Newcomb Street Porterville, CA 93257",4261
4103 BEACON HILL S,4248
Genesis Alkali - Granger - Downwind (East of facility),4237
Moxa,4236
" PG County Equestrian Center, 14900 Pennsylvania  Ave.",4235
"Rangely Colorado, Golf Course",4227
115 Garden Grove,4212
"1630 N MAIN ST, LOS ANGELES",4203
1400 West Irene Rd,4197
Bend Deschutes County Road Department (BRD),4195
MD Correctional Institution  18530 Roxbury Road,4187
9400 CHIPITA PARK ROAD,4165
"  Edgewood  Chemical Biological Center (APG), Waehli Road",4154
250 WM. HOWARD TAFT,4147
"ROUTE 86&30, PAUL SMITH'S COLLEGE",4131
4250 Karen Ave,4120
28261 Avenue 14 Madera CA 93638,4109
Vine St. & Steely,4096
2200 EAST COURT,4096
DOUGLAS COUNTY HOSP  42ND & WOOLWORTH,4075
23RD & CAMANCHE,4074
"773 ALMOND ST, YUBA CITY",4073
R.D. NIXON POWER PLANT_EXIT 125 OFF I-25,4065
" 923 POOLE STREET, MOJAVE, CA 93501",4041
6940 OXFORD GETTYSBURG RD.,4024
NCore - North Cheyenne Soccer Complex,4018
14700 GODDARD (ALLEN PARK),4015
14700 GODDARD,4012
Big Piney Site #3,4010
"HIGHWAY 93 SOUTH - SALMON, IDAHO 83467",4007
WHALEY PK 3610 IOWA (FLINT),4005
150 Pillsbury Rd,4004
3560 Aldino Road,4002
545 REED ST,3995
"LADUE: 73 Hunter Avenue, Ladue, MO 63105",3990
"520 S. EAGLE ROAD,  MERIDIAN",3983
966 W. 32ND (HOLLAND),3975
6792 RAISEN CTR HWY (TECUMSEH),3971
6000 PULPIT ROCK DRIVE.,3969
THUNDER BASIN GRASSLAND SITE 35 MI N-NE GILLETTE WY,3951
555 TOWNER ST (YPSILANTI),3947
Basin (WARMS station),3946
SENEY NAT'L WILDLIFE HCR2 BOX 1 (SENEY),3944
13701 OAK PARK BLVD (OAK PARK),3943
Sinclair Meteorological Monitoring Station,3928
820 COUNTY ROUTE 8,3922
"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",3918
"194 SHAVER POND ROAD, Grafton Lakes State Park",3917
"458 E Washington St. , Burns, OR  97720",3912
"803 N. LOREN AVE., AZUSA",3896
1769 S JEFFS RD (HOUGHTON LAKE),3880
220 N PENNSYLVANIA,3865
Grand Teton NP - Science School,3864
"1409 Wisconsin St, Muscatine IA",3861
US MILITARY RES,3858
2842 WYOMING (DEARBORN),3858
2842 WYOMING,3856
"SOUTH BROADWAY: 8227 South Broadway, St. Louis, MO 63111",3855
"251 SE Court St., Prineville (PDP)",3828
"Padonia Elementary School, 9834 Greenside Drive",3827
"BRANCH STREET: 100 Branch Street, St. Louis, MO 63102",3826
1575 HIGHWAY 31,3815
555 TOWNER ST,3813
2 South Mountain Road,3796
"1175 ROUTE 17K, MONTGOMERY Valley Central HS",3752
"ARNOLD WEST: 1709 Lonedell Drive, Arnold, MO 63010",3717
11600 EAST SEVEN MILE ROAD,3713
290 S. 1000 W.,3704
University of Maryland for Environmental and Estuarine Studies,3678
"Horicon Wildlife Area, 1210 N Palmatory St",3676
"1675 SOUTH 600 EAST, SALT LAKE CITY",3655
"LIBERTY: Highway & County Home Road, Liberty, 64068",3651
"16875 4th Street Huron, CA 93234",3649
"Pinedale, WARMS station",3626
6000 SOUTH AND 10000 WEST (MYTON),3619
Haystack Mine Up-Wind TEOM and Met,3610
"6125A KEARNY VILLA RD., SAN DIEGO",3604
" 900 S MINARET STREET, TURLOCK, CA",3599
DYKEN POND,3579
60 SCONTICUT NECK RD,3573
"Sinclair, Casper",3554
32650 West Adams Avenue Tranquillity CA 93668,3547
"RICHARDS GEBAUR - SOUTH: 1802 E 203rd Street, Belton, MO 64012",3542
38707 SEVEN MILE ROAD,3499
6388 Haley Rd. (Shelby Farms NCORE site),3471
"EL DORADO SPRINGS: Highway 97 & Barnes Road, El Dorado Springs, 64744",3467
Ciner - Existing Met Station,3461
2401 HARTMAN STREET  MATH & SCIENCE CTR,3456
2000 South Union Ave. Bakersfield CA  93307,3454
3031 DOMRES RD (MANISTEE LRB),3435
3656 PIEDMONT MEMORIAL DRIVE,3424
040 TRADING POST ROAD,3408
"1305 E. Pacific Coast Hwy., Long Beach",3406
"Meeker, Colorado Plant Science Building",3399
Hiawatha Green Site,3394
"850 A STREET, PLUMMER",3382
"FOREST PARK: McKinely Dr., St. Louis, MO 63110",3364
"FRISBEE SCHOOL, GOODSOE ROAD",3359
3730 MEADOWLAND BLVD.,3326
BAD RIVER TRIBAL SCHOOL - ODANAH,3301
"530 Fishback Road Manteca, CA",3287
"SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",3256
"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",3243
"TROOST: 724 Troost (Rear), Kansas City, MO 64106",3228
"2800 Pheasant Drive, Casper",3225
"THIRD & FOOTE AVE,JAMESTOWN HS",3210
COPEWOOD E. DAVIS STS; TRAILER,3200
SCMET-1,3198
"BLUE RIDGE, I-70: 4018 Harvard Lane, Kansas City, MO 64133",3192
1025 PLANT SCIENCES ROAD,3178
30 SCHOOL ST - HASTINGS MIDDLE SCHOOL,3157
360 Clinton Avenue,3147
" 6136 ADOBE ROAD, TWENTYNINE PALMS, CA",3139
"LAKEVILLE MS, G11107 WASHBURN RD (OTISVILLE)",3128
19 VON HILLERN ST,3096
2525 DOVE RD (PORT HURON),3082
Fortification Creek (WARMS station),3066
"STATE HIGHWAY SHOP, RT. 2, FARMERS",3064
340 Pyramid Street,3057
25944 COMMUNITY PLAZA WAY,3057
105 Delaware Avenue (approximate),3045
"1277 Beartrap Road Lebec, CA 93243",3042
1300 S FORT ST (MARATHON-2B),3013
700 E. CANON PERDIDO,3003
"267 E MADISON, BURNS, OR",2996
1599 WENIG RD NE,2920
Interstate 95 South Welocme Center,2915
"NO CHEYENNE, MORNINGSTAR, COLSTRIP",2892
VETERANS FIELD,2874
"Camp Cross, McDonald Point, Lake Coeur d'Alene, ID",2851
END OF WEITCHPEC SCHOOL ROAD,2849
COUNTY RD 1103 .7 MI SOUTH OF K-52,2832
"3059 SOUND AVENUE, RIVERHEAD",2817
Solvay Met Tower,2790
Garfield County - Battlement Mesa,2764
"SEWAGE TREATMENT PLANT,252 LEHIGH AVENUE",2756
HARBOR STREET,2734
7354 W. US 36/ SHENANDOAH H.S.- MIDDLETON,2712
Remington Road (see coordinates),2688
10 Huntley Place,2679
14058 Mirabella Dr.,2641
"Monastery of the Holy Spirit, 2625 Georgia 212, Conyers, Georgia, 30094",2637
300 WELLMAN ST. DAVENPORT,2629
220 N PENNSYLVANIA (LANSING),2621
"STATE ROUTE 13, NEAR CAMDEN",2616
715 STATE STREET,2613
"1110 5th Street West Birmingham, AL 35204",2603
110 4th Ave N,2585
1179 MONROE  (GR-MONROE),2551
11600 EAST SEVEN MILE RD (DET-E7M),2550
"Converse County Long-Term 16 Miles West of Wyoming Highway 59 on Highland Loop Road, North side of road",2544
"152 SOUTH WESTFIELD STREET, FEEDING HILL",2543
628 North 1700 West,2538
"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",2537
"HILLCREST HIGH SCHOOL: 3319 N Grant, Springfield, MO 65803",2525
10th Street West,2521
"707 E 119TH ST SOUTH,PECK COMMUNITY BLDG",2507
"1210 N. 10TH ST.,JFK RECREATION CENTER",2505
21200 HWY 50 -LITTLE NORWAY/ECHO SUMMIT,2501
650 W EASTERDAY AVE (SAULT STE MARIE),2462
36400 S. ESSEX RD.,2453
Corner of Terwer rd. and Maple road,2427
3600 Benning Road N.E.,2398
"Fair Hill Natural Resource Mgmt Area, 4493 Telegraph Road",2356
4380 OLD COURT RD,2352
COUNTY SERVICES BUILDING 814 ADAMS,2345
"35 NW PORTLAND ST, BEND, OREGON",2343
"VALLEY SITE: 2901 Labadie Road, Labadie, MO 63055",2332
"622 South Concord Street, Davenport IA 52802-2014",2314
"OFF HIGHWAY 41, RATHDRUM PRARIE",2298
"228 W. PALM AVE., BURBANK",2269
"1160 MARSH ST., SAN LUIS OBISPO",2226
Juniper,2216
61ST STREET AND GERARD AVENUE,2213
"Taylor Reservoir, WARMS station",2212
150 WATERMAN,2211
 ANNE ARUNDEL CO. PUBLIC WORKS BLDG. 7409 BALTIMORE ANNAPOLIS BLVD.,2202
2482 Foundry Park Ave,2192
618 North Saint Charles Street,2192
"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",2188
1300 S FORT ST  (MARATHON-4E),2185
2330 S. Castle Harbour,2161
"HEALTH DEPT., 1900 EAST 9TH ST.",2151
LaTourette     1001 RICHMOND HILL ROAD,2098
COUNTY RD 59,2085
"3648 N. LONG BEACH BLVD., LONG BEACH",2083
"Off Ivy Road, Fults, IL, 62244",2067
6200 STATE RD. 62/ ARMY AMMUNITION PLANT,2047
Jack Springs Rd,2045
"LEE VINING, HWY 395",2023
OCI - Downwind (East of facility),2009
23751 FENKELL ST (ELIZA-DW),2007
"Fair Hill Natural Resource Mgmt Area, 4600 Telegraph Road",1965
KEYTOWN ROAD,1950
Farson Met Tower,1905
"CEDAR BLUFF RESERVOIR,PRONGHORN & MULEY",1904
7201 W. WESTCHESTER PARKWAY,1904
"3713 SAN GABRIEL RIVER PKWY, PICO RIVERA",1872
"PERRY COUNTY HORSE PARK, 354 PERRY PARK ROAD",1853
NW Corner Interstate 10 & Etiwanda Ave,1829
"ROUTE 190, SHENIPSIT STATE FOREST",1827
7760 BLACKBURN ROAD,1826
"Davidsonville  Recreation Center, 3801 Queen Anne  Bridge  Road",1810
SOUTH ROAD BRENTWOOD NH,1807
"RIVERTON ELEM., STILES RD., RIVERTON TWP",1804
150 WATERMAN (DET-SWHS),1799
"RADIO STATION WWSC, DIX AVENUE",1799
" 3337 Sandy Way, South Lake Tahoe, CA",1794
"1965 State Hwy 161, Jean, NV",1792
6651 W. AZURE AVE,1790
2335 SHIELDS DR/ SOUTH BEND CAAP 2,1781
"White St at 8th Ave, parking garage roof",1776
1301B EAST TONOPAH,1768
333 PAVILION CENTER DRIVE,1767
533 First Street,1758
ILLINOIS BEACH STATE PARK,1750
IS 52    681 KELLY ST,1748
COUNTY ROAD 38A,1734
809 Pioneer Road,1719
#1 Hospital Road  Schurz NV 89427,1718
4525 NEW FOREST DRIVE,1694
PLAZA ROAD AND LAKEDELL,1668
"UWM NORTH CAMPUS, 2114 E KENWOOD BLVD",1663
Opal Met Station,1661
428 CHARTIN ROAD,1660
3031 DOMRES RD.,1660
"Athletic Fields, Route 206 South",1648
2022 NORTH BEACON/ Fort Wayne- Beacon St.,1646
0.5 MILES SW OF THE TATA OFFICE,1644
13899 W 159TH,1642
Atlantic Rim Met.,1641
18790 HAGGERTY RD (LIVONIA-NR),1638
Anadarko Spotted Horse Met Station,1624
"330 Mattly Avenue, LEE VINING, 93541",1621
1650 Ludlow Ave.- Indianapolis- I 70,1604
1 BORDERLAND ST.,1603
School St.,1591
"RIDER TRAIL, I-70: 13080  Hollenberg Drive, Bridgeton, MO 63044",1551
811 I AVENUE,1533
"2051 Ward, Ridgecrest CA",1516
16600 W COLO #128,1508
485 County Hwy D,1492
17TH ST. & WASHINGTON ST.,1490
"VA HOSPITAL, WEST LOS ANGELES",1461
"BEEKLEY & PHELAN RDS, PHELAN",1451
8515 JENKINS RD   RIVIERA BEACH   MD,1449
"MISSOURI STATE UNIVERSITY (MSU): Springfield, MO 65806",1441
1179 MONROE  (GRAND RAPIDS),1435
La Grande North Hall St and east N St. (LHN),1431
5th Street South West Dunn Center,1427
150 WATERMAN (DETROIT-SW),1422
"Connecticut Valley Hospital, Near Battell Hall",1421
"5 miles south of I-25 on County Road 17A, Glenrock, WY",1417
11600 EAST SEVEN MILE RD (DETROIT-E7M),1402
1245 Fulton Ave,1394
ACROSS FROM 258 OLD WATERBURY ROAD,1392
"JONAH  APPROX 40 MILES NW OF FARSON, WY",1390
WAVERLY AIRPORT,1384
RAWHIDE NORTH SITE,1374
5 SOUTH 3RD AVENUE WEST,1371
Hilight-Reno Junction Gas Plant,1370
"Veterans Park, Park Road at end of W. 25th St.",1366
"Paonia, Colorado",1366
266-298 Spruce Street,1365
ELY RD SW CEDAR RAPIDS,1361
25 Silver Lake Blvd,1345
"Raritan Township Municipal Utilities Authority, 365 Old York Road",1336
1005 INDUSTRIAL ROAD,1325
"1200 SW GREENWOOD AVE, GRANTS PASS, OR",1295
1 MI. NE OF IGNACIO ON COUNTY RD. 517,1294
2010 METROPOLITAN,1294
8449 S. Monroe St.,1286
"Tallgrass - HWY 59, Douglas",1280
33902 US Hwy. 40,1249
"2300-C Wildcat Road, Decatur GA 30034",1217
"315 W. PONDERA ST., LANCASTER, CA",1205
CAVE ROCK STATE PARK - NV,1192
"2500 E. PRESIDENT STREET, Bd-A, SAVANNAH, GA, 31404",1185
NJ Turnpike Interchange 13 Toll Plaza,1182
KENWOOD GRADE SCHOOL/701 NW NEWPORT,1168
2047 N. Central Road,1163
201 PROSPERITY SE,1160
"17180 SW Lasich Lane, Sherwood  -  Lasich and Roy Rogers (SLR)",1131
17820 County Road 17,1127
"2730 CANNONS LANE, BOWMAN FIELD",1124
815 FILLEY ST (LANSING),1096
"93rd Ave SE, Spiritwood ND",1096
5962 SOUTH LINDBERGH,1094
1516 17th Street,1092
"14029 AMARGOSA ROAD, VICTORVILLE, CA",1084
298 ARROYO GRANDE,1075
"Fairplay, Colorado",1057
814 RICHMOND AVENUE/ West Side of Plant Property,1035
Wyoming Range/West Fontenelle Dr.,1035
1415 Hinton Street,1027
4514 1/2 Durant St,1002
BELLE AYR BA-1,970
"100 WEST CALIFORNIA AVE, RIDGECREST, CA",937
601 E. ELLSWORTH LANE,935
"369 E. Antelope, Douglas",933
2501 SUNRISE AVENUE,928
"Olancha, Well 404, ~0.5 miles west of Olancha",915
2500 PIERCE RD,912
R.D.NIXON POWER PLANT EXIT 125 OFF I-25,908
7571 HWY. 5505,893
SOUTH OF FIDALGO BAY ROAD & EAST OF RV PARK (WEAVERLING SPIT),884
7701 DUCHARME AVE,867
9819A SECOND STREET NW,820
2421 MESILLA AVE. N. E.,819
1300 S FORT ST (MARATHON-4E),818
"3288 Hurst Road, North Pole, Alaska 99705",800
SINCLAIR-Intersection of CCR351 and N. 8th St. (SW corner of intersection),799
"90 GAS HILL ROAD, RIVERTON, WY",793
"863 N 4210 Rd. Hugo, OK 74743",788
"CLIFTON PARK,ROSE STREET,BALTO.MD.21213",775
SHAKER ROAD,739
Nusery Road,739
"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",731
" 1/4 mile South of US 40 off 4500 Wesst Fruitland, Utah",731
150 WATERMAN (DET-SW-GHIB),731
ADJACENT TO 472 SOUTH CANYON CREEK ROAD,731
2001 Westwind Drive,730
150 WATERMAN (SWHS),730
4530 N 17TH AVENUE,703
Ave. Central Correccional,702
2470 RICHMOND AVENUE,701
Newby School						 McMinnville - NW 2nd Street & NW Fenton St.,699
645 1/4 PITKIN AVE.,685
"LUTHERAN/BESSER SCHOOL, 375 WILSON",663
"PAW PAW WWTP, 4689 DEFIELD RD.",658
"Hoyt Ave & Hudson St, south of toll plaza",638
5100 MONTANO BLVD NW,636
County Road 140,628
"3727 N FIRST ST, FRESNO",605
240 N 1950 W,595
MAMMOTH CAVE NP,594
"WP&L LAKE SITE, CNTY RD B, W OF HWY 51",593
675 West 220 North,590
"1/2 M NE OF CR10, WARREN TWP.",582
"312 W. 2050 NORTH, SPANISH FORK, UTAH",580
ROCKY MOUNTAIN ARSENAL,578
"30 NORTH MAIN STREET, LINDON, UTAH",575
2782 South Corporate Park Dr.,575
2163 W. Erda Way,575
"425 W 2550 NORTH, OGDEN, UTAH",573
CARUS TRAILER/SPANGLER RD,566
3840 North 325 East,563
"On Prperty of Resident at 351 W 2500 E.  Price, Utah",559
Chuck Wagon Drive,553
2495 Warm Springs Ave,548
"147 N 870 W, Hurrricane, Utah",547
"1237 S. BEVERLY , TUCSON",547
"Accessed from Dragon Road/145-S, Uintah Co, UT",547
"DEL PASO-2701 AVALON DR, SACRAMENTO",534
1250 NORTH 1400 WEST,532
"25015 El Paso Road,  Caldwell ID 83607",512
1000 HIGH MEADOWS,499
